"2005- 2006 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"FROM: 37-NORTHCAROLINA,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,NC,NC Total Mig - US & For,97352,190032,4243960"
"97,NC,NC Total Mig - US,94009,183280,4115040"
"98,NC,NC Total Mig - Foreign,3343,6752,128920"
"37,NC,NC Non-Migrants,2944131,6549942,151806080"
"45,SC,SOUTH CAROLINA,11028,22163,518542"
"12,FL,FLORIDA,10057,19293,487456"
"51,VA,VIRGINIA,9761,18948,415213"
"13,GA,GEORGIA,6664,13384,290714"
"48,TX,TEXAS,5167,11034,224723"
"36,NY,NEW YORK,4775,8032,173038"
"06,CA,CALIFORNIA,4694,8800,204859"
"47,TN,TENNESSEE,3619,7296,154035"
"57,FR,Foreign,3343,6752,128920"
"42,PA,PENNSYLVANIA,3263,6088,139665"
"24,MD,MARYLAND,2855,5216,126486"
"39,OH,OHIO,2667,5226,104753"
"17,IL,ILLINOIS,2094,3961,97659"
"34,NJ,NEW JERSEY,1837,3355,81237"
"53,WA,WASHINGTON,1497,2941,67147"
"01,AL,ALABAMA,1481,3244,67026"
"08,CO,COLORADO,1430,2773,71004"
"26,MI,MICHIGAN,1410,2663,52460"
"04,AZ,ARIZONA,1403,2730,63905"
"25,MA,MASSACHUSETTS,1323,2173,60204"
"21,KY,KENTUCKY,1300,2691,54296"
"54,WV,WEST VIRGINIA,1276,2576,40419"
"18,IN,INDIANA,1230,2545,51071"
"29,MO,MISSOURI,1109,2307,45519"
"22,LA,LOUISIANA,859,1768,29176"
"09,CT,CONNECTICUT,778,1458,38340"
"55,WI,WISCONSIN,686,1262,30182"
"15,HI,HAWAII,661,1477,21244"
"27,MN,MINNESOTA,660,1305,32438"
"40,OK,OKLAHOMA,657,1448,22423"
"28,MS,MISSISSIPPI,612,1311,21779"
"20,KS,KANSAS,609,1375,34666"
"32,NV,NEVADA,595,1087,26446"
"02,AK,ALASKA,594,1344,19714"
"05,AR,ARKANSAS,571,1178,24047"
"11,DC,DISTRICT OF COLUMBIA,564,747,41498"
"41,OR,OREGON,556,935,22395"
"19,IA,IOWA,445,838,18441"
"35,NM,NEW MEXICO,373,718,17333"
"10,DE,DELAWARE,367,700,15895"
"33,NH,NEW HAMPSHIRE,348,650,13962"
"23,ME,MAINE,346,671,12740"
"49,UT,UTAH,337,764,25166"
"16,ID,IDAHO,236,470,8837"
"31,NE,NEBRASKA,227,473,9012"
"30,MT,MONTANA,212,416,7864"
"50,VT,VERMONT,212,337,8201"
"44,RI,RHODE ISLAND,191,402,8356"
"56,WY,WYOMING,160,288,5666"
"46,SD,SOUTH DAKOTA,124,247,4705"
"38,ND,NORTH DAKOTA,89,172,3083"
"38,,,,,"
