"2005- 2006 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"FROM: 38-NORTHDAKOTA,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,ND,ND Total Mig - US & For,10948,19584,398991"
"97,ND,ND Total Mig - US,10484,18764,386809"
"98,ND,ND Total Mig - Foreign,464,820,12183"
"38,ND,ND Non-Migrants,241921,517514,11766199"
"27,MN,MINNESOTA,3467,5707,132182"
"46,SD,SOUTH DAKOTA,640,1271,21716"
"57,FR,Foreign,464,820,12183"
"04,AZ,ARIZONA,448,770,17575"
"06,CA,CALIFORNIA,444,706,15131"
"30,MT,MONTANA,442,816,16806"
"48,TX,TEXAS,432,932,15184"
"08,CO,COLORADO,421,704,14090"
"53,WA,WASHINGTON,323,553,13839"
"12,FL,FLORIDA,295,529,9990"
"55,WI,WISCONSIN,230,421,8709"
"19,IA,IOWA,189,349,7782"
"17,IL,ILLINOIS,187,347,7416"
"31,NE,NEBRASKA,180,366,7240"
"56,WY,WYOMING,169,322,6417"
"32,NV,NEVADA,166,263,5501"
"29,MO,MISSOURI,157,310,5213"
"51,VA,VIRGINIA,149,297,6198"
"39,OH,OHIO,143,294,5147"
"37,NC,NORTH CAROLINA,132,242,4572"
"13,GA,GEORGIA,131,250,4550"
"41,OR,OREGON,122,198,4389"
"36,NY,NEW YORK,115,192,3544"
"26,MI,MICHIGAN,114,231,4790"
"02,AK,ALASKA,111,217,3986"
"20,KS,KANSAS,111,216,3579"
"16,ID,IDAHO,107,185,3797"
"42,PA,PENNSYLVANIA,96,176,3515"
"40,OK,OKLAHOMA,93,197,3141"
"18,IN,INDIANA,82,145,3082"
"49,UT,UTAH,77,180,2510"
"47,TN,TENNESSEE,76,141,3034"
"35,NM,NEW MEXICO,65,133,2461"
"45,SC,SOUTH CAROLINA,65,139,2176"
"01,AL,ALABAMA,61,153,2349"
"24,MD,MARYLAND,58,84,1828"
"25,MA,MASSACHUSETTS,52,85,1818"
"22,LA,LOUISIANA,48,102,1855"
"15,HI,HAWAII,46,74,1636"
"34,NJ,NEW JERSEY,34,62,1039"
"05,AR,ARKANSAS,32,68,1337"
"28,MS,MISSISSIPPI,28,59,982"
"21,KY,KENTUCKY,27,47,735"
"09,CT,CONNECTICUT,25,40,778"
"54,WV,WEST VIRGINIA,22,47,519"
"33,NH,NEW HAMPSHIRE,16,31,568"
"11,DC,DISTRICT OF COLUMBIA,15,22,681"
"23,ME,MAINE,14,31,503"
"10,DE,DELAWARE,12,19,378"
"44,RI,RHODE ISLAND,d,d,d"
"50,VT,VERMONT,d,d,d"
"50,,,,,"
