"2005- 2006 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"FROM: 56-WYOMING,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,WY,WY Total Mig - US & For,11342,21189,435478"
"97,WY,WY Total Mig - US,11109,20781,428458"
"98,WY,WY Total Mig - Foreign,233,408,7020"
"56,WY,WY Non-Migrants,183927,396360,10520233"
"08,CO,COLORADO,1834,3334,72182"
"30,MT,MONTANA,800,1474,28207"
"49,UT,UTAH,786,1588,28522"
"48,TX,TEXAS,655,1312,32801"
"06,CA,CALIFORNIA,604,1025,22033"
"04,AZ,ARIZONA,534,981,21961"
"16,ID,IDAHO,521,1039,19372"
"53,WA,WASHINGTON,439,759,14631"
"46,SD,SOUTH DAKOTA,435,780,15094"
"31,NE,NEBRASKA,389,777,13252"
"12,FL,FLORIDA,321,591,10560"
"32,NV,NEVADA,289,573,10685"
"41,OR,OREGON,281,470,9430"
"57,FR,Foreign,233,408,7020"
"35,NM,NEW MEXICO,223,441,8505"
"40,OK,OKLAHOMA,171,382,6500"
"29,MO,MISSOURI,151,279,5727"
"37,NC,NORTH CAROLINA,150,262,6219"
"17,IL,ILLINOIS,144,261,5523"
"27,MN,MINNESOTA,144,256,5978"
"38,ND,NORTH DAKOTA,137,263,4613"
"20,KS,KANSAS,135,266,4710"
"51,VA,VIRGINIA,132,237,5913"
"02,AK,ALASKA,129,248,5370"
"13,GA,GEORGIA,115,214,4419"
"36,NY,NEW YORK,115,177,7683"
"39,OH,OHIO,115,246,4594"
"26,MI,MICHIGAN,114,187,3946"
"19,IA,IOWA,113,233,4344"
"47,TN,TENNESSEE,113,225,3805"
"42,PA,PENNSYLVANIA,107,186,4008"
"55,WI,WISCONSIN,106,185,3421"
"18,IN,INDIANA,86,170,3146"
"22,LA,LOUISIANA,79,175,5285"
"01,AL,ALABAMA,64,137,2475"
"05,AR,ARKANSAS,61,134,4211"
"15,HI,HAWAII,59,102,1892"
"24,MD,MARYLAND,59,101,2415"
"21,KY,KENTUCKY,58,101,1632"
"25,MA,MASSACHUSETTS,57,86,2032"
"45,SC,SOUTH CAROLINA,52,90,2458"
"28,MS,MISSISSIPPI,44,94,1831"
"34,NJ,NEW JERSEY,43,72,1424"
"09,CT,CONNECTICUT,29,51,1296"
"33,NH,NEW HAMPSHIRE,27,47,819"
"23,ME,MAINE,24,42,688"
"54,WV,WEST VIRGINIA,18,40,941"
"11,DC,DISTRICT OF COLUMBIA,16,23,749"
"10,DE,DELAWARE,4,13,321"
"44,RI,RHODE ISLAND,d,d,d"
"50,VT,VERMONT,d,d,d"
"50,,,,,"
