"2005- 2006 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"FROM: 29-MISSOURI,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,MO,MO Total Mig - US & For,60306,114031,2731646"
"97,MO,MO Total Mig - US,59011,111619,2691893"
"98,MO,MO Total Mig - Foreign,1295,2412,39753"
"29,MO,MO Non-Migrants,2048079,4466438,106673182"
"20,KS,KANSAS,8999,16252,365517"
"17,IL,ILLINOIS,6886,12249,288204"
"48,TX,TEXAS,4476,9083,231835"
"12,FL,FLORIDA,3589,6614,221194"
"06,CA,CALIFORNIA,3369,5634,158124"
"05,AR,ARKANSAS,2742,5744,90183"
"40,OK,OKLAHOMA,1983,4176,65497"
"08,CO,COLORADO,1676,3041,81678"
"04,AZ,ARIZONA,1639,2984,95194"
"19,IA,IOWA,1633,3261,58889"
"47,TN,TENNESSEE,1471,2936,64226"
"13,GA,GEORGIA,1395,2840,70639"
"57,FR,Foreign,1295,2412,39753"
"37,NC,NORTH CAROLINA,1223,2433,67676"
"51,VA,VIRGINIA,1204,2259,55762"
"18,IN,INDIANA,1125,2273,53531"
"36,NY,NEW YORK,1114,1765,44848"
"39,OH,OHIO,1043,2087,51921"
"53,WA,WASHINGTON,1021,1947,50831"
"27,MN,MINNESOTA,868,1652,44507"
"26,MI,MICHIGAN,856,1774,46072"
"31,NE,NEBRASKA,843,1629,33857"
"21,KY,KENTUCKY,828,1667,36398"
"55,WI,WISCONSIN,736,1439,35297"
"42,PA,PENNSYLVANIA,719,1364,38099"
"32,NV,NEVADA,671,1154,30698"
"01,AL,ALABAMA,626,1366,27390"
"22,LA,LOUISIANA,559,1155,18321"
"45,SC,SOUTH CAROLINA,548,1035,26154"
"24,MD,MARYLAND,534,959,25919"
"28,MS,MISSISSIPPI,509,1041,16438"
"41,OR,OREGON,473,874,21543"
"25,MA,MASSACHUSETTS,415,680,18776"
"34,NJ,NEW JERSEY,388,667,24650"
"49,UT,UTAH,340,799,12703"
"15,HI,HAWAII,334,645,12021"
"35,NM,NEW MEXICO,322,612,15578"
"02,AK,ALASKA,218,453,7774"
"16,ID,IDAHO,211,448,8006"
"46,SD,SOUTH DAKOTA,193,415,9483"
"09,CT,CONNECTICUT,191,348,11183"
"30,MT,MONTANA,181,355,6118"
"11,DC,DISTRICT OF COLUMBIA,165,204,19706"
"56,WY,WYOMING,158,300,6146"
"38,ND,NORTH DAKOTA,111,201,3747"
"54,WV,WEST VIRGINIA,97,195,3849"
"33,NH,NEW HAMPSHIRE,84,166,5455"
"23,ME,MAINE,77,150,3647"
"10,DE,DELAWARE,66,127,2620"
"44,RI,RHODE ISLAND,61,110,2566"
"50,VT,VERMONT,41,57,1425"
"50,,,,,"
