"2005- 2006 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"FROM: 06-CALIFORNIA,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,CA,CA Total Mig - US & For,302665,617827,16112648"
"97,CA,CA Total Mig - US,289623,594330,15436130"
"98,CA,CA Total Mig - Foreign,13042,23497,676518"
"06,CA,CA Non-Migrants,11745599,26507063,748104306"
"04,AZ,ARIZONA,32697,71651,1622949"
"48,TX,TEXAS,30591,72401,1592795"
"32,NV,NEVADA,25756,51822,1195577"
"53,WA,WASHINGTON,19554,38989,1128622"
"41,OR,OREGON,17571,34897,986167"
"57,FR,Foreign,13042,23497,676518"
"12,FL,FLORIDA,12834,24303,706279"
"36,NY,NEW YORK,11394,16149,657353"
"08,CO,COLORADO,11388,23838,684285"
"13,GA,GEORGIA,7808,17152,390167"
"51,VA,VIRGINIA,7599,15819,439756"
"17,IL,ILLINOIS,7524,14100,446432"
"37,NC,NORTH CAROLINA,7211,15765,388247"
"49,UT,UTAH,7165,17602,359648"
"16,ID,IDAHO,6650,15679,356341"
"15,HI,HAWAII,5969,10582,309231"
"25,MA,MASSACHUSETTS,4627,7008,321564"
"35,NM,NEW MEXICO,4618,9305,234841"
"29,MO,MISSOURI,4374,9283,271204"
"42,PA,PENNSYLVANIA,4204,7609,260767"
"47,TN,TENNESSEE,4142,8880,210353"
"39,OH,OHIO,4065,7873,226645"
"34,NJ,NEW JERSEY,3721,6706,281656"
"40,OK,OKLAHOMA,3681,8362,138506"
"24,MD,MARYLAND,3579,6730,205451"
"26,MI,MICHIGAN,3558,6608,187133"
"27,MN,MINNESOTA,3043,5774,191527"
"18,IN,INDIANA,3031,6678,132770"
"05,AR,ARKANSAS,2902,6751,112595"
"55,WI,WISCONSIN,2492,4913,125533"
"45,SC,SOUTH CAROLINA,2285,4796,117570"
"20,KS,KANSAS,2278,5134,103361"
"30,MT,MONTANA,2122,4171,114358"
"01,AL,ALABAMA,1851,3957,83527"
"22,LA,LOUISIANA,1827,3514,71084"
"09,CT,CONNECTICUT,1753,3157,136888"
"19,IA,IOWA,1679,3544,74640"
"21,KY,KENTUCKY,1650,3578,80040"
"31,NE,NEBRASKA,1438,3085,61190"
"02,AK,ALASKA,1394,2507,50287"
"11,DC,DISTRICT OF COLUMBIA,1199,1451,71963"
"28,MS,MISSISSIPPI,1178,2480,47372"
"56,WY,WYOMING,902,1781,38833"
"33,NH,NEW HAMPSHIRE,797,1429,49125"
"46,SD,SOUTH DAKOTA,658,1300,34847"
"23,ME,MAINE,647,1144,31928"
"44,RI,RHODE ISLAND,612,1133,32706"
"38,ND,NORTH DAKOTA,430,820,16245"
"54,WV,WEST VIRGINIA,424,838,17573"
"50,VT,VERMONT,413,638,19969"
"10,DE,DELAWARE,338,644,18231"
"10,,,,,"
