"2005- 2006 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"FROM: 25-MASSACHUSETTS,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,MA,MA Total Mig - US & For,83671,141425,4742870"
"97,MA,MA Total Mig - US,80914,136756,4618875"
"98,MA,MA Total Mig - Foreign,2757,4669,123995"
"25,MA,MA Non-Migrants,2401853,4937899,166799321"
"12,FL,FLORIDA,11998,21698,733440"
"33,NH,NEW HAMPSHIRE,9186,16284,546589"
"36,NY,NEW YORK,8284,11608,423420"
"06,CA,CALIFORNIA,6965,10070,444807"
"09,CT,CONNECTICUT,4435,7206,247123"
"44,RI,RHODE ISLAND,4199,6679,196497"
"37,NC,NORTH CAROLINA,3014,6110,170207"
"57,FR,Foreign,2757,4669,123995"
"23,ME,MAINE,2705,4699,129348"
"51,VA,VIRGINIA,2448,4139,138815"
"48,TX,TEXAS,2380,4525,134066"
"42,PA,PENNSYLVANIA,2311,4085,142389"
"34,NJ,NEW JERSEY,2171,3611,143801"
"13,GA,GEORGIA,2119,4396,102395"
"17,IL,ILLINOIS,1551,2410,103827"
"24,MD,MARYLAND,1538,2525,91226"
"04,AZ,ARIZONA,1519,2538,84044"
"50,VT,VERMONT,1273,2028,59899"
"45,SC,SOUTH CAROLINA,1215,2400,68619"
"08,CO,COLORADO,1123,1788,82651"
"53,WA,WASHINGTON,1080,1775,70501"
"39,OH,OHIO,989,1938,64701"
"11,DC,DISTRICT OF COLUMBIA,826,970,44440"
"26,MI,MICHIGAN,701,1170,37857"
"47,TN,TENNESSEE,648,1237,33098"
"32,NV,NEVADA,601,932,28448"
"41,OR,OREGON,556,812,23819"
"27,MN,MINNESOTA,503,841,32459"
"18,IN,INDIANA,423,787,23224"
"29,MO,MISSOURI,423,799,26660"
"55,WI,WISCONSIN,387,701,20716"
"15,HI,HAWAII,343,516,13970"
"01,AL,ALABAMA,313,633,14758"
"35,NM,NEW MEXICO,312,559,18084"
"49,UT,UTAH,254,494,17261"
"21,KY,KENTUCKY,247,470,11504"
"20,KS,KANSAS,198,387,13170"
"10,DE,DELAWARE,195,382,12399"
"22,LA,LOUISIANA,189,308,7182"
"40,OK,OKLAHOMA,175,322,6705"
"02,AK,ALASKA,160,263,6550"
"19,IA,IOWA,158,296,9411"
"05,AR,ARKANSAS,129,238,4903"
"28,MS,MISSISSIPPI,127,233,5650"
"30,MT,MONTANA,118,184,4870"
"31,NE,NEBRASKA,104,164,7380"
"16,ID,IDAHO,93,174,7175"
"54,WV,WEST VIRGINIA,85,145,2941"
"56,WY,WYOMING,73,97,3035"
"46,SD,SOUTH DAKOTA,37,80,1898"
"38,ND,NORTH DAKOTA,33,50,942"
"38,,,,,"
