"2005- 2006 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"FROM: 02-ALASKA,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,AK,AK Total Mig - US & For,15599,31331,625641"
"97,AK,AK Total Mig - US,14990,30159,604711"
"98,AK,AK Total Mig - Foreign,609,1172,20931"
"02,AK,AK Non-Migrants,226280,489608,13057848"
"53,WA,WASHINGTON,1972,3753,84330"
"06,CA,CALIFORNIA,1381,2421,44717"
"48,TX,TEXAS,1039,2396,54042"
"41,OR,OREGON,929,1603,35244"
"12,FL,FLORIDA,730,1462,26901"
"04,AZ,ARIZONA,691,1309,30908"
"57,FR,Foreign,609,1172,20931"
"08,CO,COLORADO,496,953,21091"
"32,NV,NEVADA,462,859,20056"
"16,ID,IDAHO,446,931,18072"
"37,NC,NORTH CAROLINA,416,965,15372"
"51,VA,VIRGINIA,390,856,18570"
"13,GA,GEORGIA,327,798,12474"
"30,MT,MONTANA,320,588,13220"
"15,HI,HAWAII,319,645,13168"
"36,NY,NEW YORK,282,548,9226"
"49,UT,UTAH,276,620,11411"
"35,NM,NEW MEXICO,269,535,10841"
"40,OK,OKLAHOMA,255,648,10937"
"27,MN,MINNESOTA,235,418,8318"
"26,MI,MICHIGAN,222,428,8276"
"39,OH,OHIO,212,426,7232"
"17,IL,ILLINOIS,201,352,7688"
"42,PA,PENNSYLVANIA,201,369,6917"
"29,MO,MISSOURI,186,437,7148"
"45,SC,SOUTH CAROLINA,181,442,7305"
"55,WI,WISCONSIN,178,334,7516"
"47,TN,TENNESSEE,172,354,7924"
"01,AL,ALABAMA,170,404,6633"
"05,AR,ARKANSAS,162,358,6990"
"24,MD,MARYLAND,160,327,6707"
"22,LA,LOUISIANA,158,356,5899"
"20,KS,KANSAS,136,293,5022"
"18,IN,INDIANA,129,258,4894"
"25,MA,MASSACHUSETTS,128,243,4532"
"56,WY,WYOMING,122,258,5250"
"21,KY,KENTUCKY,116,252,4415"
"46,SD,SOUTH DAKOTA,112,255,4398"
"19,IA,IOWA,108,217,3910"
"38,ND,NORTH DAKOTA,96,245,3544"
"23,ME,MAINE,91,181,3457"
"34,NJ,NEW JERSEY,90,199,3421"
"31,NE,NEBRASKA,89,199,3586"
"28,MS,MISSISSIPPI,80,183,3160"
"09,CT,CONNECTICUT,50,86,1864"
"50,VT,VERMONT,46,90,1891"
"54,WV,WEST VIRGINIA,41,79,1487"
"33,NH,NEW HAMPSHIRE,39,69,1257"
"11,DC,DISTRICT OF COLUMBIA,36,54,2271"
"10,DE,DELAWARE,24,68,672"
"44,RI,RHODE ISLAND,19,35,544"
"44,,,,,"
