"2005- 2006 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"FROM: 21-KENTUCKY,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,KY,KY Total Mig - US & For,40694,80151,1694810"
"97,KY,KY Total Mig - US,39764,78360,1667255"
"98,KY,KY Total Mig - Foreign,930,1791,27554"
"21,KY,KY Non-Migrants,1406526,3111335,67330795"
"39,OH,OHIO,5077,9484,214509"
"47,TN,TENNESSEE,5048,10218,178286"
"18,IN,INDIANA,4805,9205,165748"
"12,FL,FLORIDA,3649,6884,185914"
"48,TX,TEXAS,2161,4793,91023"
"13,GA,GEORGIA,1598,3246,62728"
"17,IL,ILLINOIS,1512,2845,76002"
"37,NC,NORTH CAROLINA,1378,2722,55804"
"06,CA,CALIFORNIA,1274,2256,47465"
"51,VA,VIRGINIA,1148,2293,45829"
"57,FR,Foreign,930,1791,27554"
"26,MI,MICHIGAN,846,1739,35653"
"29,MO,MISSOURI,825,1658,31935"
"36,NY,NEW YORK,810,1401,39783"
"01,AL,ALABAMA,782,1761,30492"
"45,SC,SOUTH CAROLINA,731,1473,38337"
"42,PA,PENNSYLVANIA,658,1362,30592"
"54,WV,WEST VIRGINIA,632,1282,53928"
"04,AZ,ARIZONA,564,1059,24779"
"53,WA,WASHINGTON,520,1058,19109"
"08,CO,COLORADO,486,991,22915"
"24,MD,MARYLAND,378,694,17139"
"22,LA,LOUISIANA,340,709,12009"
"40,OK,OKLAHOMA,333,724,12722"
"20,KS,KANSAS,325,759,14429"
"28,MS,MISSISSIPPI,322,652,11949"
"55,WI,WISCONSIN,318,656,14794"
"34,NJ,NEW JERSEY,305,566,15348"
"05,AR,ARKANSAS,301,710,12249"
"32,NV,NEVADA,268,491,10935"
"15,HI,HAWAII,250,581,8544"
"25,MA,MASSACHUSETTS,238,373,9260"
"27,MN,MINNESOTA,226,453,10101"
"19,IA,IOWA,190,423,8138"
"41,OR,OREGON,177,337,7811"
"49,UT,UTAH,153,351,6090"
"02,AK,ALASKA,135,315,4800"
"09,CT,CONNECTICUT,130,229,6090"
"35,NM,NEW MEXICO,124,236,4625"
"11,DC,DISTRICT OF COLUMBIA,89,101,3346"
"23,ME,MAINE,86,170,3442"
"31,NE,NEBRASKA,86,188,3681"
"16,ID,IDAHO,83,168,2351"
"30,MT,MONTANA,75,124,2318"
"56,WY,WYOMING,63,109,1936"
"46,SD,SOUTH DAKOTA,59,119,2397"
"33,NH,NEW HAMPSHIRE,54,109,3996"
"10,DE,DELAWARE,46,78,2014"
"38,ND,NORTH DAKOTA,45,95,1268"
"50,VT,VERMONT,32,63,1564"
"44,RI,RHODE ISLAND,29,47,1078"
"44,,,,,"
