"2005- 2006 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"FROM: 36-NEWYORK,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,NY,NY Total Mig - US & For,214526,395682,12163668"
"97,NY,NY Total Mig - US,207250,383235,11622275"
"98,NY,NY Total Mig - Foreign,7276,12447,541393"
"36,NY,NY Non-Migrants,6802459,14149736,410848815"
"12,FL,FLORIDA,39962,76947,2157904"
"34,NJ,NEW JERSEY,29686,56345,2210772"
"42,PA,PENNSYLVANIA,15982,32930,737388"
"06,CA,CALIFORNIA,13915,19928,869872"
"37,NC,NORTH CAROLINA,12314,25000,546489"
"09,CT,CONNECTICUT,9919,18663,927969"
"13,GA,GEORGIA,9121,19166,354487"
"51,VA,VIRGINIA,8839,15954,393439"
"25,MA,MASSACHUSETTS,7781,11596,420881"
"57,FR,Foreign,7276,12447,541393"
"48,TX,TEXAS,6727,13336,340557"
"24,MD,MARYLAND,5646,9668,257555"
"45,SC,SOUTH CAROLINA,4396,8561,200377"
"04,AZ,ARIZONA,3823,6847,194586"
"17,IL,ILLINOIS,3418,5461,237448"
"39,OH,OHIO,3185,5825,147507"
"53,WA,WASHINGTON,2260,3726,113599"
"32,NV,NEVADA,2259,3713,110495"
"08,CO,COLORADO,2250,3518,116830"
"47,TN,TENNESSEE,2095,4132,99602"
"26,MI,MICHIGAN,1955,3640,99387"
"11,DC,DISTRICT OF COLUMBIA,1567,1867,100157"
"50,VT,VERMONT,1415,2226,91328"
"10,DE,DELAWARE,1213,2423,59942"
"18,IN,INDIANA,1197,2295,59265"
"33,NH,NEW HAMPSHIRE,1183,2063,92449"
"44,RI,RHODE ISLAND,1165,1928,46770"
"01,AL,ALABAMA,1128,2138,42042"
"29,MO,MISSOURI,1091,2067,68056"
"27,MN,MINNESOTA,1042,1842,56171"
"41,OR,OREGON,987,1569,45508"
"23,ME,MAINE,945,1619,50226"
"21,KY,KENTUCKY,889,1786,39836"
"55,WI,WISCONSIN,866,1582,39421"
"15,HI,HAWAII,822,1315,35955"
"22,LA,LOUISIANA,745,1326,27900"
"35,NM,NEW MEXICO,688,1118,35349"
"20,KS,KANSAS,611,1314,28650"
"40,OK,OKLAHOMA,573,1103,20323"
"49,UT,UTAH,515,990,24538"
"19,IA,IOWA,442,868,18577"
"54,WV,WEST VIRGINIA,412,782,16517"
"05,AR,ARKANSAS,411,812,18700"
"28,MS,MISSISSIPPI,361,703,13479"
"02,AK,ALASKA,341,592,9298"
"31,NE,NEBRASKA,296,538,11270"
"30,MT,MONTANA,224,365,9283"
"16,ID,IDAHO,216,429,8745"
"56,WY,WYOMING,152,231,7483"
"46,SD,SOUTH DAKOTA,127,230,5027"
"38,ND,NORTH DAKOTA,93,158,2866"
"38,,,,,"
