"2005- 2006 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
"FROM: 51-VIRGINIA,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
",,,,,"
"96,VA,VA Total Mig - US & For,123402,240106,6758393"
"97,VA,VA Total Mig - US,116842,226593,6437346"
"98,VA,VA Total Mig - Foreign,6560,13513,321047"
"51,VA,VA Non-Migrants,2711470,5818926,175169237"
"37,NC,NORTH CAROLINA,13751,27964,686239"
"24,MD,MARYLAND,12751,22808,706938"
"12,FL,FLORIDA,11270,21716,701816"
"06,CA,CALIFORNIA,6788,12610,391310"
"57,FR,Foreign,6560,13513,321047"
"48,TX,TEXAS,6400,14098,398684"
"36,NY,NEW YORK,5497,9449,251323"
"42,PA,PENNSYLVANIA,5134,9998,278038"
"13,GA,GEORGIA,5068,10618,259543"
"11,DC,DISTRICT OF COLUMBIA,4597,5873,300730"
"45,SC,SOUTH CAROLINA,3859,7765,223061"
"47,TN,TENNESSEE,3663,7447,163370"
"54,WV,WEST VIRGINIA,3594,7501,169869"
"39,OH,OHIO,2661,5452,128705"
"34,NJ,NEW JERSEY,2451,4342,141893"
"17,IL,ILLINOIS,2308,4387,126536"
"08,CO,COLORADO,1838,3578,115942"
"53,WA,WASHINGTON,1828,3693,109887"
"04,AZ,ARIZONA,1820,3501,122856"
"25,MA,MASSACHUSETTS,1738,2793,102319"
"01,AL,ALABAMA,1442,3277,80152"
"26,MI,MICHIGAN,1344,2652,67823"
"21,KY,KENTUCKY,1176,2513,55745"
"18,IN,INDIANA,1162,2412,57360"
"29,MO,MISSOURI,1078,2280,56877"
"15,HI,HAWAII,1048,2384,54288"
"09,CT,CONNECTICUT,958,1821,62984"
"32,NV,NEVADA,873,1603,43800"
"22,LA,LOUISIANA,845,1690,35739"
"10,DE,DELAWARE,727,1288,42205"
"27,MN,MINNESOTA,696,1312,43337"
"55,WI,WISCONSIN,680,1340,37377"
"20,KS,KANSAS,678,1639,42897"
"40,OK,OKLAHOMA,649,1409,29735"
"35,NM,NEW MEXICO,634,1274,43274"
"41,OR,OREGON,616,1160,33282"
"28,MS,MISSISSIPPI,612,1286,25646"
"23,ME,MAINE,575,1186,31291"
"49,UT,UTAH,574,1310,32161"
"05,AR,ARKANSAS,451,945,20835"
"33,NH,NEW HAMPSHIRE,409,780,25653"
"19,IA,IOWA,397,783,17639"
"44,RI,RHODE ISLAND,382,851,21689"
"31,NE,NEBRASKA,345,808,20175"
"02,AK,ALASKA,325,698,12782"
"16,ID,IDAHO,308,703,15818"
"50,VT,VERMONT,232,419,14853"
"30,MT,MONTANA,226,419,15023"
"56,WY,WYOMING,142,258,5949"
"46,SD,SOUTH DAKOTA,134,268,6722"
"38,ND,NORTH DAKOTA,108,232,5174"
"38,,,,,"
