"2000 - 2001 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,,34-NEW JERSEY,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,       ,,,,"
"96,NJ,NJ Total Mig - US & For,97175,173955,6929015"
"97,NJ,NJ Total Mig - US,94149,167900,6713492"
"98,NJ,NJ Total Mig - Foreign,3026,6055,215523"
"34,NJ,NJ Non-Migrants,3114800,6719853,214612378"
"36,NY,NEW YORK,19326,30478,1327078"
"42,PA,PENNSYLVANIA,14364,25942,827482"
"12,FL,FLORIDA,14065,26459,1137412"
"06,CA,CALIFORNIA,6474,11031,599369"
"51,VA,VIRGINIA,4274,8143,280440"
"37,NC,NORTH CAROLINA,3397,6531,194200"
"25,MA,MASSACHUSETTS,3378,5502,269906"
"57,FR,Foreign,3026,6055,215523"
"24,MD,MARYLAND,3004,5286,183302"
"13,GA,GEORGIA,2812,5703,161236"
"48,TX,TEXAS,2589,5191,209950"
"09,CT,CONNECTICUT,1824,3388,171881"
"45,SC,SOUTH CAROLINA,1491,2859,102219"
"17,IL,ILLINOIS,1427,2723,141602"
"04,AZ,ARIZONA,1383,2418,100929"
"10,DE,DELAWARE,1370,2469,170120"
"39,OH,OHIO,1231,2440,76027"
"08,CO,COLORADO,1189,1959,90038"
"26,MI,MICHIGAN,889,1784,63223"
"32,NV,NEVADA,755,1363,41333"
"53,WA,WASHINGTON,753,1383,86797"
"47,TN,TENNESSEE,656,1285,40481"
"33,NH,NEW HAMPSHIRE,558,1039,46068"
"11,DC,DISTRICT OF COLUMBIA,552,669,42324"
"44,RI,RHODE ISLAND,467,781,22654"
"18,IN,INDIANA,460,936,33128"
"29,MO,MISSOURI,430,826,25444"
"23,ME,MAINE,426,783,22719"
"50,VT,VERMONT,413,681,27194"
"01,AL,ALABAMA,365,767,15905"
"27,MN,MINNESOTA,365,747,27006"
"21,KY,KENTUCKY,346,669,15958"
"41,OR,OREGON,344,580,17970"
"22,LA,LOUISIANA,313,528,15753"
"55,WI,WISCONSIN,287,579,27539"
"15,HI,HAWAII,235,372,9343"
"54,WV,WEST VIRGINIA,212,406,7777"
"20,KS,KANSAS,210,441,14522"
"40,OK,OKLAHOMA,206,411,7247"
"49,UT,UTAH,202,392,10735"
"28,MS,MISSISSIPPI,190,368,7444"
"35,NM,NEW MEXICO,189,311,10376"
"19,IA,IOWA,127,240,6835"
"02,AK,ALASKA,114,195,2714"
"05,AR,ARKANSAS,111,215,5962"
"31,NE,NEBRASKA,98,168,5180"
"30,MT,MONTANA,91,143,2675"
"16,ID,IDAHO,66,128,3031"
"56,WY,WYOMING,45,65,2086"
"46,SD,SOUTH DAKOTA,43,78,2227"
"38,ND,NORTH DAKOTA,33,45,652"
