"WEST VIRGINIA OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Origin from West Virginia (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"54.0","96.0","WV","WV Total Mig - US & For","15775.0","28814.0","620164.0"
"54.0","97.0","WV","WV Total Mig - US","15575.0","28488.0","613735.0"
"54.0","98.0","WV","WV Total Mig - Foreign","200.0","326.0","6429.0"
"54.0","54.0","WV","WV Non-Migrants","639123.0","1367022.0","30188027.0"
"54.0","39.0","OH","OHIO","2503.0","4656.0","78275.0"
"54.0","51.0","VA","VIRGINIA","2202.0","4142.0","85026.0"
"54.0","42.0","PA","PENNSYLVANIA","1468.0","2418.0","57754.0"
"54.0","24.0","MD","MARYLAND","1337.0","2368.0","49963.0"
"54.0","12.0","FL","FLORIDA","1187.0","2075.0","46634.0"
"54.0","37.0","NC","NORTH CAROLINA","1019.0","1911.0","33841.0"
"54.0","21.0","KY","KENTUCKY","730.0","1452.0","28067.0"
"54.0","45.0","SC","SOUTH CAROLINA","483.0","886.0","18053.0"
"54.0","48.0","TX","TEXAS","483.0","904.0","21815.0"
"54.0","47.0","TN","TENNESSEE","408.0","808.0","35002.0"
"54.0","13.0","GA","GEORGIA","366.0","648.0","13132.0"
"54.0","36.0","NY","NEW YORK","333.0","548.0","12855.0"
"54.0","6.0","CA","CALIFORNIA","321.0","522.0","11042.0"
"54.0","57.0","FR","Foreign","200.0","326.0","6429.0"
"54.0","18.0","IN","INDIANA","191.0","402.0","6492.0"
"54.0","17.0","IL","ILLINOIS","186.0","345.0","9047.0"
"54.0","26.0","MI","MICHIGAN","172.0","363.0","7128.0"
"54.0","8.0","CO","COLORADO","163.0","279.0","6980.0"
"54.0","34.0","NJ","NEW JERSEY","142.0","255.0","5185.0"
"54.0","40.0","OK","OKLAHOMA","137.0","297.0","18611.0"
"54.0","4.0","AZ","ARIZONA","126.0","220.0","4507.0"
"54.0","1.0","AL","ALABAMA","122.0","268.0","7193.0"
"54.0","22.0","LA","LOUISIANA","111.0","220.0","4660.0"
"54.0","29.0","MO","MISSOURI","108.0","211.0","4877.0"
"54.0","53.0","WA","WASHINGTON","107.0","201.0","3841.0"
"54.0","25.0","MA","MASSACHUSETTS","69.0","99.0","2425.0"
"54.0","20.0","KS","KANSAS","66.0","152.0","2258.0"
"54.0","11.0","DC","DISTRICT OF COLUMBIA","65.0","78.0","3131.0"
"54.0","28.0","MS","MISSISSIPPI","61.0","124.0","2232.0"
"54.0","32.0","NV","NEVADA","61.0","113.0","2372.0"
"54.0","49.0","UT","UTAH","61.0","94.0","1821.0"
"54.0","10.0","DE","DELAWARE","59.0","100.0","1928.0"
"54.0","15.0","HI","HAWAII","59.0","102.0","1921.0"
"54.0","35.0","NM","NEW MEXICO","59.0","97.0","2028.0"
"54.0","55.0","WI","WISCONSIN","59.0","117.0","2891.0"
"54.0","9.0","CT","CONNECTICUT","57.0","94.0","2691.0"
"54.0","41.0","OR","OREGON","56.0","90.0","1595.0"
"54.0","5.0","AR","ARKANSAS","55.0","107.0","1445.0"
"54.0","2.0","AK","ALASKA","49.0","84.0","2240.0"
"54.0","27.0","MN","MINNESOTA","46.0","81.0","1919.0"
"54.0","19.0","IA","IOWA","41.0","72.0","1882.0"
"54.0","23.0","ME","MAINE","35.0","66.0","951.0"
"54.0","30.0","MT","MONTANA","34.0","65.0","1243.0"
"54.0","16.0","ID","IDAHO","32.0","63.0","1165.0"
"54.0","33.0","NH","NEW HAMPSHIRE","30.0","68.0","1230.0"
"54.0","31.0","NE","NEBRASKA","28.0","58.0","1150.0"
"54.0","38.0","ND","NORTH DAKOTA","21.0","34.0","735.0"
"54.0","44.0","RI","RHODE ISLAND","19.0","30.0","484.0"
"54.0","56.0","WY","WYOMING","18.0","48.0","836.0"
"54.0","50.0","VT","VERMONT","17.0","31.0","813.0"
"54.0","46.0","SD","SOUTH DAKOTA","13.0","22.0","370.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
