"MONTANA OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Origin from Montana (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"30.0","96.0","MT","MT Total Mig - US & For","13473.0","23887.0","448651.0"
"30.0","97.0","MT","MT Total Mig - US","13161.0","23374.0","440356.0"
"30.0","98.0","MT","MT Total Mig - Foreign","312.0","513.0","8295.0"
"30.0","30.0","MT","MT Non-Migrants","366037.0","750302.0","17012538.0"
"30.0","53.0","WA","WASHINGTON","1580.0","2684.0","54827.0"
"30.0","6.0","CA","CALIFORNIA","1120.0","1911.0","34476.0"
"30.0","8.0","CO","COLORADO","793.0","1325.0","26294.0"
"30.0","41.0","OR","OREGON","746.0","1231.0","21108.0"
"30.0","16.0","ID","IDAHO","713.0","1408.0","22018.0"
"30.0","56.0","WY","WYOMING","688.0","1240.0","32327.0"
"30.0","4.0","AZ","ARIZONA","630.0","1089.0","20084.0"
"30.0","48.0","TX","TEXAS","613.0","1174.0","22736.0"
"30.0","38.0","ND","NORTH DAKOTA","526.0","930.0","17730.0"
"30.0","49.0","UT","UTAH","393.0","771.0","14119.0"
"30.0","12.0","FL","FLORIDA","373.0","684.0","12179.0"
"30.0","32.0","NV","NEVADA","365.0","660.0","15115.0"
"30.0","2.0","AK","ALASKA","338.0","599.0","12899.0"
"30.0","27.0","MN","MINNESOTA","325.0","553.0","8486.0"
"30.0","57.0","FR","Foreign","312.0","513.0","8295.0"
"30.0","46.0","SD","SOUTH DAKOTA","255.0","498.0","9435.0"
"30.0","37.0","NC","NORTH CAROLINA","203.0","377.0","6088.0"
"30.0","36.0","NY","NEW YORK","195.0","300.0","5188.0"
"30.0","40.0","OK","OKLAHOMA","184.0","361.0","5402.0"
"30.0","26.0","MI","MICHIGAN","182.0","309.0","4481.0"
"30.0","51.0","VA","VIRGINIA","182.0","355.0","7823.0"
"30.0","55.0","WI","WISCONSIN","182.0","313.0","5485.0"
"30.0","17.0","IL","ILLINOIS","174.0","286.0","4919.0"
"30.0","35.0","NM","NEW MEXICO","174.0","335.0","6565.0"
"30.0","42.0","PA","PENNSYLVANIA","163.0","287.0","5090.0"
"30.0","29.0","MO","MISSOURI","157.0","318.0","5124.0"
"30.0","47.0","TN","TENNESSEE","133.0","250.0","3597.0"
"30.0","13.0","GA","GEORGIA","131.0","233.0","3931.0"
"30.0","15.0","HI","HAWAII","128.0","219.0","3648.0"
"30.0","39.0","OH","OHIO","126.0","193.0","3878.0"
"30.0","31.0","NE","NEBRASKA","124.0","240.0","4208.0"
"30.0","20.0","KS","KANSAS","119.0","206.0","2804.0"
"30.0","19.0","IA","IOWA","111.0","224.0","3428.0"
"30.0","22.0","LA","LOUISIANA","96.0","182.0","4430.0"
"30.0","18.0","IN","INDIANA","95.0","180.0","2975.0"
"30.0","25.0","MA","MASSACHUSETTS","86.0","120.0","2760.0"
"30.0","5.0","AR","ARKANSAS","85.0","165.0","2361.0"
"30.0","24.0","MD","MARYLAND","85.0","149.0","3616.0"
"30.0","45.0","SC","SOUTH CAROLINA","74.0","110.0","2777.0"
"30.0","1.0","AL","ALABAMA","66.0","147.0","2449.0"
"30.0","21.0","KY","KENTUCKY","63.0","128.0","1740.0"
"30.0","28.0","MS","MISSISSIPPI","62.0","134.0","2548.0"
"30.0","33.0","NH","NEW HAMPSHIRE","54.0","82.0","1109.0"
"30.0","50.0","VT","VERMONT","54.0","74.0","1285.0"
"30.0","34.0","NJ","NEW JERSEY","51.0","87.0","1805.0"
"30.0","23.0","ME","MAINE","47.0","83.0","1235.0"
"30.0","11.0","DC","DISTRICT OF COLUMBIA","36.0","38.0","1084.0"
"30.0","9.0","CT","CONNECTICUT","30.0","43.0","769.0"
"30.0","54.0","WV","WEST VIRGINIA","27.0","47.0","964.0"
"30.0","10.0","DE","DELAWARE","12.0","25.0","438.0"
"30.0","44.0","RI","RHODE ISLAND","12.0","17.0","519.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
