"NEW MEXICO OUTFLOW","","","","","",""
"Individual Income Tax Returns: State-to-State Migration Outflow for Selected Income Items, Calendar Years 2009-2010","","","","","",""
"(Money amounts are in thousands of dollars)","","","","","",""
"Origin from New Mexico (State Code)","Destination into","","","Number of returns","Number of exemptions","Aggregate Adjusted gross income (AGI)"
"","State Code","State","State Name","","",""
"","","","","-1.0","-2.0","-3.0"
"35.0","96.0","NM","NM Total Mig - US & For","25994.0","51800.0","1033857.0"
"35.0","97.0","NM","NM Total Mig - US","25303.0","50365.0","1004271.0"
"35.0","98.0","NM","NM Total Mig - Foreign","691.0","1435.0","29586.0"
"35.0","35.0","NM","NM Non-Migrants","705657.0","1523327.0","32711479.0"
"35.0","48.0","TX","TEXAS","6215.0","13341.0","236433.0"
"35.0","4.0","AZ","ARIZONA","3239.0","6802.0","109747.0"
"35.0","8.0","CO","COLORADO","2311.0","4469.0","93688.0"
"35.0","6.0","CA","CALIFORNIA","2256.0","4119.0","83931.0"
"35.0","12.0","FL","FLORIDA","1059.0","1970.0","44856.0"
"35.0","57.0","FR","Foreign","691.0","1435.0","29586.0"
"35.0","40.0","OK","OKLAHOMA","673.0","1437.0","23412.0"
"35.0","53.0","WA","WASHINGTON","616.0","1152.0","26701.0"
"35.0","32.0","NV","NEVADA","533.0","1009.0","21868.0"
"35.0","51.0","VA","VIRGINIA","481.0","1014.0","32007.0"
"35.0","49.0","UT","UTAH","468.0","1001.0","17350.0"
"35.0","36.0","NY","NEW YORK","417.0","634.0","15635.0"
"35.0","41.0","OR","OREGON","415.0","672.0","16220.0"
"35.0","17.0","IL","ILLINOIS","413.0","740.0","15789.0"
"35.0","37.0","NC","NORTH CAROLINA","366.0","689.0","14635.0"
"35.0","13.0","GA","GEORGIA","365.0","737.0","14555.0"
"35.0","20.0","KS","KANSAS","346.0","792.0","12353.0"
"35.0","29.0","MO","MISSOURI","330.0","647.0","12089.0"
"35.0","42.0","PA","PENNSYLVANIA","294.0","527.0","12133.0"
"35.0","39.0","OH","OHIO","276.0","525.0","12676.0"
"35.0","47.0","TN","TENNESSEE","274.0","550.0","14871.0"
"35.0","26.0","MI","MICHIGAN","255.0","444.0","8674.0"
"35.0","24.0","MD","MARYLAND","242.0","478.0","16707.0"
"35.0","22.0","LA","LOUISIANA","212.0","395.0","9256.0"
"35.0","5.0","AR","ARKANSAS","203.0","430.0","6664.0"
"35.0","18.0","IN","INDIANA","186.0","335.0","6505.0"
"35.0","27.0","MN","MINNESOTA","184.0","323.0","6119.0"
"35.0","25.0","MA","MASSACHUSETTS","182.0","279.0","8936.0"
"35.0","2.0","AK","ALASKA","179.0","368.0","7754.0"
"35.0","30.0","MT","MONTANA","178.0","384.0","8710.0"
"35.0","45.0","SC","SOUTH CAROLINA","168.0","330.0","7691.0"
"35.0","55.0","WI","WISCONSIN","160.0","291.0","6352.0"
"35.0","15.0","HI","HAWAII","159.0","286.0","7018.0"
"35.0","16.0","ID","IDAHO","157.0","327.0","8449.0"
"35.0","1.0","AL","ALABAMA","156.0","344.0","7474.0"
"35.0","31.0","NE","NEBRASKA","155.0","325.0","6250.0"
"35.0","56.0","WY","WYOMING","144.0","282.0","5931.0"
"35.0","21.0","KY","KENTUCKY","128.0","246.0","4466.0"
"35.0","19.0","IA","IOWA","122.0","214.0","4448.0"
"35.0","34.0","NJ","NEW JERSEY","112.0","220.0","5573.0"
"35.0","28.0","MS","MISSISSIPPI","104.0","213.0","3667.0"
"35.0","46.0","SD","SOUTH DAKOTA","96.0","199.0","4206.0"
"35.0","9.0","CT","CONNECTICUT","87.0","137.0","4252.0"
"35.0","11.0","DC","DISTRICT OF COLUMBIA","74.0","96.0","5080.0"
"35.0","38.0","ND","NORTH DAKOTA","67.0","134.0","2733.0"
"35.0","23.0","ME","MAINE","64.0","112.0","2634.0"
"35.0","33.0","NH","NEW HAMPSHIRE","48.0","88.0","1930.0"
"35.0","50.0","VT","VERMONT","43.0","63.0","1542.0"
"35.0","54.0","WV","WEST VIRGINIA","32.0","75.0","1605.0"
"35.0","10.0","DE","DELAWARE","30.0","71.0","1360.0"
"35.0","44.0","RI","RHODE ISLAND","29.0","49.0","1337.0"
"NOTE: Data are based on Individual Income Tax Returns Forms 1040 filed with and processed by the IRS by the end of September, 2010.","","","","","",""
"Source:  IRS Individual Master File, Statistics of Income, October 2011","","","","","",""
