"1991 - 1992 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,10-Delaware,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,10716,,21056,"
"42,Pa,Pennsylvania,2182,20.36,4128,19.6"
"24,Md,Maryland,1841,17.18,3593,17.06"
"12,Fl,Florida,792,7.39,1528,7.26"
"34,Nj,New Jersey,647,6.04,1105,5.25"
"51,Va,Virginia,582,5.43,1096,5.21"
"06,Ca,California,425,3.97,816,3.88"
"37,Nc,North Carolina,400,3.73,875,4.16"
"57,FR,Foreign,399,3.72,844,4.01"
"36,Ny,New York,393,3.67,697,3.31"
"48,Tx,Texas,372,3.47,839,3.98"
"13,Ga,Georgia,248,2.31,512,2.43"
"39,Oh,Ohio,219,2.04,459,2.18"
"45,Sc,South Carolina,158,1.47,339,1.61"
"17,Il,Illinois,153,1.43,324,1.54"
"08,Co,Colorado,122,1.14,229,1.09"
"47,Tn,Tennessee,122,1.14,232,1.1"
"26,Mi,Michigan,107,1,238,1.13"
"25,Ma,Massachusetts,102,0.95,182,0.86"
"54,Wv,West Virginia,99,0.92,207,0.98"
"04,Az,Arizona,95,0.89,185,0.88"
"09,Ct,Connecticut,87,0.81,156,0.74"
"53,Wa,Washington,83,0.77,172,0.82"
"22,La,Louisiana,81,0.76,155,0.74"
"40,Ok,Oklahoma,74,0.69,185,0.88"
"21,Ky,Kentucky,66,0.62,162,0.77"
"01,Al,Alabama,66,0.62,162,0.77"
"29,Mo,Missouri,64,0.6,148,0.7"
"11,Dc,District of Columbia,63,0.59,81,0.38"
"18,In,Indiana,59,0.55,135,0.64"
"55,Wi,Wisconsin,54,0.5,130,0.62"
"27,Mn,Minnesota,52,0.49,97,0.46"
"33,Nh,New Hampshire,46,0.43,81,0.38"
"15,Hi,Hawaii,44,0.41,83,0.39"
"02,Ak,Alaska,39,0.36,91,0.43"
"05,Ar,Arkansas,39,0.36,72,0.34"
"23,Me,Maine,36,0.34,84,0.4"
"28,Ms,Mississippi,34,0.32,74,0.35"
"41,Or,Oregon,31,0.29,54,0.26"
"35,Nm,New Mexico,31,0.29,55,0.26"
"20,Ks,Kansas,27,0.25,68,0.32"
"44,Ri,Rhode Island,24,0.22,40,0.19"
"19,Ia,Iowa,23,0.21,65,0.31"
"31,Ne,Nebraska,21,0.2,55,0.26"
"32,Nv,Nevada,21,0.2,36,0.17"
"49,Ut,Utah,18,0.17,47,0.22"
"30,Mt,Montana,15,0.14,32,0.15"
"16,Id,Idaho,15,0.14,30,0.14"
"38,Nd,North Dakota,14,0.13,18,0.09"
"50,Vt,Vermont,14,0.13,21,0.1"
"46,Sd,South Dakota,10,0.09,24,0.11"
"56,Wy,Wyoming,7,0.07,15,0.07"
"10,,State Non-Migrant,255336,,554150,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
