"1991 - 1992 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,17-Illinois,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,113789,,223754,"
"06,Ca,California,9833,8.64,17712,7.92"
"12,Fl,Florida,9135,8.03,17165,7.67"
"55,Wi,Wisconsin,9037,7.94,18318,8.19"
"18,In,Indiana,8337,7.33,17529,7.83"
"29,Mo,Missouri,6959,6.12,13190,5.89"
"48,Tx,Texas,6676,5.87,14619,6.53"
"57,FR,Foreign,5028,4.42,8725,3.9"
"26,Mi,Michigan,4189,3.68,8116,3.63"
"19,Ia,Iowa,3971,3.49,7778,3.48"
"04,Az,Arizona,3638,3.2,6695,2.99"
"39,Oh,Ohio,3359,2.95,7032,3.14"
"13,Ga,Georgia,3136,2.76,6653,2.97"
"08,Co,Colorado,2872,2.52,5249,2.35"
"47,Tn,Tennessee,2790,2.45,5845,2.61"
"27,Mn,Minnesota,2684,2.36,5169,2.31"
"51,Va,Virginia,2601,2.29,5476,2.45"
"36,Ny,New York,2493,2.19,4332,1.94"
"37,Nc,North Carolina,2238,1.97,4483,2"
"21,Ky,Kentucky,1991,1.75,4060,1.81"
"53,Wa,Washington,1826,1.6,3466,1.55"
"42,Pa,Pennsylvania,1768,1.55,3715,1.66"
"05,Ar,Arkansas,1440,1.27,3041,1.36"
"32,Nv,Nevada,1366,1.2,2571,1.15"
"34,Nj,New Jersey,1240,1.09,2523,1.13"
"20,Ks,Kansas,1216,1.07,2618,1.17"
"28,Ms,Mississippi,1211,1.06,2604,1.16"
"01,Al,Alabama,1153,1.01,2437,1.09"
"45,Sc,South Carolina,1079,0.95,2256,1.01"
"24,Md,Maryland,1045,0.92,2011,0.9"
"25,Ma,Massachusetts,1013,0.89,1747,0.78"
"40,Ok,Oklahoma,1006,0.88,2104,0.94"
"22,La,Louisiana,931,0.82,1831,0.82"
"41,Or,Oregon,703,0.62,1388,0.62"
"35,Nm,New Mexico,702,0.62,1312,0.59"
"31,Ne,Nebraska,693,0.61,1469,0.66"
"09,Ct,Connecticut,690,0.61,1447,0.65"
"15,Hi,Hawaii,604,0.53,1022,0.46"
"49,Ut,Utah,391,0.34,809,0.36"
"11,Dc,District of Columbia,351,0.31,439,0.2"
"02,Ak,Alaska,302,0.27,616,0.28"
"54,Wv,West Virginia,269,0.24,550,0.25"
"16,Id,Idaho,258,0.23,515,0.23"
"30,Mt,Montana,251,0.22,471,0.21"
"46,Sd,South Dakota,242,0.21,502,0.22"
"38,Nd,North Dakota,214,0.19,417,0.19"
"56,Wy,Wyoming,189,0.17,365,0.16"
"23,Me,Maine,163,0.14,327,0.15"
"44,Ri,Rhode Island,148,0.13,314,0.14"
"33,Nh,New Hampshire,141,0.12,267,0.12"
"10,De,Delaware,137,0.12,301,0.13"
"50,Vt,Vermont,80,0.07,153,0.07"
"17,,State Non-Migrant,4208353,,9333750,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
