"1991 - 1992 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,09-Connecticut,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,50932,,91515,"
"12,Fl,Florida,7582,14.89,13726,15"
"36,Ny,New York,6805,13.36,11044,12.07"
"25,Ma,Massachusetts,4819,9.46,7405,8.09"
"06,Ca,California,3401,6.68,5438,5.94"
"51,Va,Virginia,2098,4.12,4402,4.81"
"57,FR,Foreign,1897,3.72,3453,3.77"
"13,Ga,Georgia,1874,3.68,4294,4.69"
"34,Nj,New Jersey,1864,3.66,3271,3.57"
"42,Pa,Pennsylvania,1810,3.55,3573,3.9"
"37,Nc,North Carolina,1468,2.88,2825,3.09"
"48,Tx,Texas,1439,2.83,2786,3.04"
"44,Ri,Rhode Island,1275,2.5,2119,2.32"
"17,Il,Illinois,1033,2.03,2007,2.19"
"23,Me,Maine,958,1.88,1742,1.9"
"45,Sc,South Carolina,943,1.85,2037,2.23"
"33,Nh,New Hampshire,935,1.84,1613,1.76"
"24,Md,Maryland,931,1.83,1643,1.8"
"53,Wa,Washington,911,1.79,1791,1.96"
"39,Oh,Ohio,876,1.72,1806,1.97"
"08,Co,Colorado,846,1.66,1308,1.43"
"04,Az,Arizona,753,1.48,1336,1.46"
"50,Vt,Vermont,664,1.3,1070,1.17"
"26,Mi,Michigan,505,0.99,995,1.09"
"47,Tn,Tennessee,421,0.83,882,0.96"
"11,Dc,District of Columbia,347,0.68,394,0.43"
"18,In,Indiana,332,0.65,673,0.74"
"27,Mn,Minnesota,325,0.64,577,0.63"
"29,Mo,Missouri,302,0.59,634,0.69"
"55,Wi,Wisconsin,288,0.57,577,0.63"
"01,Al,Alabama,275,0.54,586,0.64"
"32,Nv,Nevada,243,0.48,399,0.44"
"22,La,Louisiana,239,0.47,460,0.5"
"41,Or,Oregon,238,0.47,396,0.43"
"15,Hi,Hawaii,219,0.43,384,0.42"
"21,Ky,Kentucky,216,0.42,442,0.48"
"35,Nm,New Mexico,199,0.39,331,0.36"
"40,Ok,Oklahoma,185,0.36,388,0.42"
"49,Ut,Utah,156,0.31,273,0.3"
"10,De,Delaware,151,0.3,297,0.32"
"20,Ks,Kansas,148,0.29,319,0.35"
"19,Ia,Iowa,133,0.26,228,0.25"
"28,Ms,Mississippi,108,0.21,242,0.26"
"02,Ak,Alaska,106,0.21,162,0.18"
"31,Ne,Nebraska,102,0.2,213,0.23"
"54,Wv,West Virginia,100,0.2,204,0.22"
"30,Mt,Montana,93,0.18,162,0.18"
"05,Ar,Arkansas,90,0.18,203,0.22"
"16,Id,Idaho,88,0.17,167,0.18"
"56,Wy,Wyoming,64,0.13,93,0.1"
"46,Sd,South Dakota,39,0.08,70,0.08"
"38,Nd,North Dakota,38,0.07,75,0.08"
"09,,State Non-Migrant,1259625,,2610606,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
