"1991 - 1992 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,36-New York,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,178670,,332310,"
"12,Fl,Florida,33506,18.75,63974,19.25"
"34,Nj,New Jersey,26281,14.71,51520,15.5"
"06,Ca,California,14141,7.91,21663,6.52"
"42,Pa,Pennsylvania,10884,6.09,21863,6.58"
"57,FR,Foreign,8843,4.95,16629,5"
"09,Ct,Connecticut,8178,4.58,14790,4.45"
"51,Va,Virginia,7212,4.04,13569,4.08"
"37,Nc,North Carolina,6664,3.73,13246,3.99"
"25,Ma,Massachusetts,5912,3.31,9141,2.75"
"48,Tx,Texas,5257,2.94,10402,3.13"
"13,Ga,Georgia,5122,2.87,9992,3.01"
"24,Md,Maryland,4221,2.36,7395,2.23"
"39,Oh,Ohio,3396,1.9,6544,1.97"
"17,Il,Illinois,3143,1.76,5320,1.6"
"45,Sc,South Carolina,3056,1.71,6204,1.87"
"04,Az,Arizona,2732,1.53,4915,1.48"
"08,Co,Colorado,2541,1.42,4214,1.27"
"53,Wa,Washington,2058,1.15,3577,1.08"
"26,Mi,Michigan,2025,1.13,3952,1.19"
"47,Tn,Tennessee,1542,0.86,3014,0.91"
"32,Nv,Nevada,1369,0.77,2469,0.74"
"11,Dc,District of Columbia,1330,0.74,1663,0.5"
"50,Vt,Vermont,1240,0.69,2147,0.65"
"33,Nh,New Hampshire,1144,0.64,2065,0.62"
"18,In,Indiana,1130,0.63,2205,0.66"
"01,Al,Alabama,1126,0.63,2297,0.69"
"27,Mn,Minnesota,997,0.56,1727,0.52"
"29,Mo,Missouri,966,0.54,1904,0.57"
"21,Ky,Kentucky,904,0.51,1827,0.55"
"15,Hi,Hawaii,887,0.5,1564,0.47"
"23,Me,Maine,882,0.49,1620,0.49"
"35,Nm,New Mexico,880,0.49,1561,0.47"
"22,La,Louisiana,856,0.48,1614,0.49"
"44,Ri,Rhode Island,855,0.48,1431,0.43"
"55,Wi,Wisconsin,839,0.47,1635,0.49"
"10,De,Delaware,769,0.43,1462,0.44"
"41,Or,Oregon,748,0.42,1189,0.36"
"40,Ok,Oklahoma,688,0.39,1377,0.41"
"20,Ks,Kansas,625,0.35,1400,0.42"
"02,Ak,Alaska,435,0.24,784,0.24"
"54,Wv,West Virginia,426,0.24,894,0.27"
"49,Ut,Utah,425,0.24,795,0.24"
"19,Ia,Iowa,419,0.23,772,0.23"
"28,Ms,Mississippi,386,0.22,781,0.24"
"05,Ar,Arkansas,353,0.2,710,0.21"
"31,Ne,Nebraska,306,0.17,636,0.19"
"30,Mt,Montana,252,0.14,422,0.13"
"16,Id,Idaho,241,0.13,492,0.15"
"56,Wy,Wyoming,179,0.1,325,0.1"
"46,Sd,South Dakota,176,0.1,388,0.12"
"38,Nd,North Dakota,123,0.07,230,0.07"
"36,,State Non-Migrant,6319042,,13410392,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
