"1991 - 1992 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,25-Massachusetts,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,76152,,129074,"
"12,Fl,Florida,9971,13.09,17658,13.68"
"33,Nh,New Hampshire,8115,10.66,14500,11.23"
"06,Ca,California,7423,9.75,10863,8.42"
"36,Ny,New York,6509,8.55,9843,7.63"
"09,Ct,Connecticut,3879,5.09,6137,4.75"
"44,Ri,Rhode Island,3056,4.01,5080,3.94"
"57,FR,Foreign,3018,3.96,5369,4.16"
"51,Va,Virginia,2473,3.25,4384,3.4"
"42,Pa,Pennsylvania,2256,2.96,4093,3.17"
"23,Me,Maine,2241,2.94,4006,3.1"
"48,Tx,Texas,2210,2.9,4050,3.14"
"34,Nj,New Jersey,2177,2.86,3783,2.93"
"37,Nc,North Carolina,1827,2.4,3357,2.6"
"13,Ga,Georgia,1626,2.14,2933,2.27"
"17,Il,Illinois,1602,2.1,2545,1.97"
"24,Md,Maryland,1534,2.01,2606,2.02"
"08,Co,Colorado,1346,1.77,2046,1.59"
"53,Wa,Washington,1344,1.76,2079,1.61"
"39,Oh,Ohio,1311,1.72,2524,1.96"
"50,Vt,Vermont,1255,1.65,2055,1.59"
"04,Az,Arizona,1107,1.45,1853,1.44"
"26,Mi,Michigan,837,1.1,1505,1.17"
"45,Sc,South Carolina,742,0.97,1389,1.08"
"11,Dc,District of Columbia,725,0.95,881,0.68"
"47,Tn,Tennessee,559,0.73,1106,0.86"
"27,Mn,Minnesota,543,0.71,918,0.71"
"55,Wi,Wisconsin,484,0.64,859,0.67"
"18,In,Indiana,475,0.62,912,0.71"
"41,Or,Oregon,469,0.62,741,0.57"
"15,Hi,Hawaii,464,0.61,734,0.57"
"29,Mo,Missouri,420,0.55,823,0.64"
"32,Nv,Nevada,404,0.53,682,0.53"
"22,La,Louisiana,396,0.52,703,0.54"
"35,Nm,New Mexico,387,0.51,619,0.48"
"01,Al,Alabama,378,0.5,801,0.62"
"21,Ky,Kentucky,312,0.41,581,0.45"
"49,Ut,Utah,263,0.35,489,0.38"
"40,Ok,Oklahoma,228,0.3,413,0.32"
"20,Ks,Kansas,226,0.3,450,0.35"
"19,Ia,Iowa,210,0.28,363,0.28"
"02,Ak,Alaska,206,0.27,342,0.26"
"10,De,Delaware,200,0.26,349,0.27"
"28,Ms,Mississippi,141,0.19,281,0.22"
"05,Ar,Arkansas,139,0.18,266,0.21"
"31,Ne,Nebraska,125,0.16,197,0.15"
"54,Wv,West Virginia,116,0.15,237,0.18"
"56,Wy,Wyoming,106,0.14,162,0.13"
"30,Mt,Montana,101,0.13,136,0.11"
"16,Id,Idaho,93,0.12,177,0.14"
"46,Sd,South Dakota,74,0.1,114,0.09"
"38,Nd,North Dakota,49,0.06,80,0.06"
"25,,State Non-Migrant,2247070,,4605880,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
