"1991 - 1992 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,56-Wyoming,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,10438,,21697,"
"08,Co,Colorado,1588,15.21,3004,13.85"
"30,Mt,Montana,743,7.12,1569,7.23"
"49,Ut,Utah,695,6.66,1562,7.2"
"06,Ca,California,692,6.63,1210,5.58"
"48,Tx,Texas,604,5.79,1495,6.89"
"04,Az,Arizona,492,4.71,937,4.32"
"53,Wa,Washington,486,4.66,930,4.29"
"16,Id,Idaho,428,4.1,966,4.45"
"31,Ne,Nebraska,399,3.82,885,4.08"
"46,Sd,South Dakota,385,3.69,772,3.56"
"32,Nv,Nevada,351,3.36,692,3.19"
"57,FR,Foreign,314,3.01,580,2.67"
"35,Nm,New Mexico,245,2.35,599,2.76"
"41,Or,Oregon,219,2.1,469,2.16"
"12,Fl,Florida,184,1.76,358,1.65"
"29,Mo,Missouri,172,1.65,399,1.84"
"17,Il,Illinois,158,1.51,328,1.51"
"27,Mn,Minnesota,156,1.49,305,1.41"
"40,Ok,Oklahoma,155,1.48,369,1.7"
"20,Ks,Kansas,146,1.4,345,1.59"
"02,Ak,Alaska,132,1.26,277,1.28"
"19,Ia,Iowa,112,1.07,230,1.06"
"39,Oh,Ohio,104,1,231,1.06"
"38,Nd,North Dakota,103,0.99,246,1.13"
"18,In,Indiana,101,0.97,291,1.34"
"42,Pa,Pennsylvania,98,0.94,218,1"
"55,Wi,Wisconsin,97,0.93,205,0.94"
"51,Va,Virginia,96,0.92,218,1"
"37,Nc,North Carolina,93,0.89,162,0.75"
"36,Ny,New York,87,0.83,162,0.75"
"13,Ga,Georgia,86,0.82,188,0.87"
"26,Mi,Michigan,76,0.73,162,0.75"
"22,La,Louisiana,65,0.62,147,0.68"
"47,Tn,Tennessee,63,0.6,119,0.55"
"05,Ar,Arkansas,62,0.59,150,0.69"
"21,Ky,Kentucky,53,0.51,120,0.55"
"15,Hi,Hawaii,49,0.47,88,0.41"
"24,Md,Maryland,46,0.44,90,0.41"
"45,Sc,South Carolina,43,0.41,92,0.42"
"34,Nj,New Jersey,40,0.38,82,0.38"
"01,Al,Alabama,38,0.36,91,0.42"
"54,Wv,West Virginia,31,0.3,85,0.39"
"25,Ma,Massachusetts,28,0.27,50,0.23"
"09,Ct,Connecticut,21,0.2,28,0.13"
"28,Ms,Mississippi,21,0.2,42,0.19"
"33,Nh,New Hampshire,20,0.19,43,0.2"
"11,Dc,District of Columbia,17,0.16,25,0.12"
"23,Me,Maine,13,0.12,34,0.16"
"10,De,Delaware,12,0.11,20,0.09"
"50,Vt,Vermont,12,0.11,17,0.08"
"44,Ri,Rhode Island,7,0.07,10,0.05"
"56,,State Non-Migrant,157049,,376419,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
