"1991 - 1992 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,08-Colorado,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,58376,,117374,"
"06,Ca,California,6899,11.82,12217,10.41"
"48,Tx,Texas,5599,9.59,12346,10.52"
"04,Az,Arizona,3446,5.9,6532,5.57"
"57,FR,Foreign,3163,5.42,6820,5.81"
"12,Fl,Florida,2433,4.17,4705,4.01"
"53,Wa,Washington,2273,3.89,4381,3.73"
"35,Nm,New Mexico,2125,3.64,4486,3.82"
"17,Il,Illinois,1762,3.02,3369,2.87"
"20,Ks,Kansas,1699,2.91,3666,3.12"
"31,Ne,Nebraska,1501,2.57,3215,2.74"
"56,Wy,Wyoming,1478,2.53,3113,2.65"
"32,Nv,Nevada,1405,2.41,2651,2.26"
"29,Mo,Missouri,1268,2.17,2537,2.16"
"49,Ut,Utah,1231,2.11,2844,2.42"
"51,Va,Virginia,1221,2.09,2360,2.01"
"40,Ok,Oklahoma,1182,2.02,2509,2.14"
"41,Or,Oregon,1131,1.94,2254,1.92"
"27,Mn,Minnesota,1113,1.91,2165,1.84"
"36,Ny,New York,1094,1.87,1858,1.58"
"39,Oh,Ohio,1091,1.87,2283,1.95"
"13,Ga,Georgia,1045,1.79,2193,1.87"
"26,Mi,Michigan,1000,1.71,1955,1.67"
"19,Ia,Iowa,885,1.52,1842,1.57"
"42,Pa,Pennsylvania,865,1.48,1776,1.51"
"55,Wi,Wisconsin,855,1.46,1717,1.46"
"37,Nc,North Carolina,808,1.38,1666,1.42"
"30,Mt,Montana,714,1.22,1410,1.2"
"18,In,Indiana,668,1.14,1399,1.19"
"47,Tn,Tennessee,664,1.14,1458,1.24"
"15,Hi,Hawaii,596,1.02,1159,0.99"
"22,La,Louisiana,583,1,1230,1.05"
"02,Ak,Alaska,578,0.99,1230,1.05"
"16,Id,Idaho,575,0.98,1275,1.09"
"24,Md,Maryland,559,0.96,1106,0.94"
"25,Ma,Massachusetts,532,0.91,879,0.75"
"01,Al,Alabama,489,0.84,1177,1"
"46,Sd,South Dakota,462,0.79,900,0.77"
"05,Ar,Arkansas,450,0.77,1005,0.86"
"34,Nj,New Jersey,442,0.76,749,0.64"
"21,Ky,Kentucky,430,0.74,973,0.83"
"45,Sc,South Carolina,396,0.68,871,0.74"
"28,Ms,Mississippi,323,0.55,620,0.53"
"09,Ct,Connecticut,287,0.49,490,0.42"
"38,Nd,North Dakota,244,0.42,473,0.4"
"54,Wv,West Virginia,149,0.26,332,0.28"
"11,Dc,District of Columbia,143,0.24,229,0.2"
"33,Nh,New Hampshire,141,0.24,261,0.22"
"23,Me,Maine,138,0.24,270,0.23"
"50,Vt,Vermont,107,0.18,171,0.15"
"44,Ri,Rhode Island,80,0.14,141,0.12"
"10,De,Delaware,54,0.09,106,0.09"
"08,,State Non-Migrant,1200992,,2633918,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
