"1991 - 1992 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,13-Georgia,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,83240,,173525,"
"12,Fl,Florida,13160,15.81,26205,15.1"
"01,Al,Alabama,6594,7.92,14185,8.17"
"47,Tn,Tennessee,5838,7.01,12132,6.99"
"37,Nc,North Carolina,5368,6.45,11099,6.4"
"48,Tx,Texas,5230,6.28,11911,6.86"
"45,Sc,South Carolina,5220,6.27,10885,6.27"
"57,FR,Foreign,4940,5.93,10727,6.18"
"06,Ca,California,3953,4.75,7543,4.35"
"51,Va,Virginia,3007,3.61,6144,3.54"
"39,Oh,Ohio,2375,2.85,4864,2.8"
"22,La,Louisiana,2005,2.41,4392,2.53"
"36,Ny,New York,2003,2.41,3700,2.13"
"17,Il,Illinois,1922,2.31,3831,2.21"
"21,Ky,Kentucky,1690,2.03,3667,2.11"
"42,Pa,Pennsylvania,1540,1.85,3289,1.9"
"26,Mi,Michigan,1347,1.62,2791,1.61"
"28,Ms,Mississippi,1275,1.53,2795,1.61"
"24,Md,Maryland,1253,1.51,2484,1.43"
"18,In,Indiana,1207,1.45,2564,1.48"
"08,Co,Colorado,1168,1.4,2429,1.4"
"34,Nj,New Jersey,1021,1.23,2034,1.17"
"29,Mo,Missouri,951,1.14,2095,1.21"
"53,Wa,Washington,883,1.06,1870,1.08"
"40,Ok,Oklahoma,800,0.96,1738,1"
"04,Az,Arizona,763,0.92,1676,0.97"
"25,Ma,Massachusetts,673,0.81,1203,0.69"
"20,Ks,Kansas,634,0.76,1501,0.87"
"05,Ar,Arkansas,631,0.76,1425,0.82"
"55,Wi,Wisconsin,592,0.71,1212,0.7"
"15,Hi,Hawaii,550,0.66,1266,0.73"
"54,Wv,West Virginia,438,0.53,962,0.55"
"02,Ak,Alaska,437,0.52,1118,0.64"
"27,Mn,Minnesota,437,0.52,904,0.52"
"09,Ct,Connecticut,435,0.52,942,0.54"
"41,Or,Oregon,312,0.37,622,0.36"
"32,Nv,Nevada,296,0.36,590,0.34"
"19,Ia,Iowa,282,0.34,640,0.37"
"11,Dc,District of Columbia,273,0.33,377,0.22"
"49,Ut,Utah,258,0.31,581,0.33"
"35,Nm,New Mexico,256,0.31,535,0.31"
"31,Ne,Nebraska,206,0.25,485,0.28"
"33,Nh,New Hampshire,151,0.18,324,0.19"
"16,Id,Idaho,143,0.17,311,0.18"
"30,Mt,Montana,135,0.16,287,0.17"
"23,Me,Maine,129,0.15,275,0.16"
"10,De,Delaware,123,0.15,254,0.15"
"44,Ri,Rhode Island,101,0.12,214,0.12"
"38,Nd,North Dakota,68,0.08,142,0.08"
"46,Sd,South Dakota,68,0.08,132,0.08"
"56,Wy,Wyoming,58,0.07,108,0.06"
"50,Vt,Vermont,41,0.05,65,0.04"
"13,,State Non-Migrant,2210542,,5055421,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
