"1991 - 1992 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,23-Maine,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,16529,,30890,"
"12,Fl,Florida,2256,13.65,4143,13.41"
"33,Nh,New Hampshire,1717,10.39,3108,10.06"
"25,Ma,Massachusetts,1631,9.87,2602,8.42"
"06,Ca,California,868,5.25,1476,4.78"
"57,FR,Foreign,825,4.99,1509,4.89"
"36,Ny,New York,809,4.89,1467,4.75"
"51,Va,Virginia,735,4.45,1614,5.22"
"09,Ct,Connecticut,554,3.35,985,3.19"
"48,Tx,Texas,518,3.13,1102,3.57"
"37,Nc,North Carolina,446,2.7,864,2.8"
"42,Pa,Pennsylvania,422,2.55,857,2.77"
"13,Ga,Georgia,328,1.98,699,2.26"
"44,Ri,Rhode Island,326,1.97,478,1.55"
"53,Wa,Washington,307,1.86,589,1.91"
"24,Md,Maryland,307,1.86,621,2.01"
"04,Az,Arizona,300,1.81,506,1.64"
"08,Co,Colorado,289,1.75,466,1.51"
"39,Oh,Ohio,287,1.74,627,2.03"
"50,Vt,Vermont,263,1.59,423,1.37"
"34,Nj,New Jersey,243,1.47,459,1.49"
"45,Sc,South Carolina,231,1.4,532,1.72"
"17,Il,Illinois,221,1.34,420,1.36"
"26,Mi,Michigan,198,1.2,429,1.39"
"47,Tn,Tennessee,173,1.05,358,1.16"
"02,Ak,Alaska,168,1.02,321,1.04"
"22,La,Louisiana,135,0.82,278,0.9"
"01,Al,Alabama,128,0.77,302,0.98"
"35,Nm,New Mexico,125,0.76,210,0.68"
"55,Wi,Wisconsin,124,0.75,263,0.85"
"18,In,Indiana,121,0.73,269,0.87"
"15,Hi,Hawaii,120,0.73,227,0.73"
"41,Or,Oregon,118,0.71,216,0.7"
"21,Ky,Kentucky,115,0.7,255,0.83"
"32,Nv,Nevada,97,0.59,169,0.55"
"27,Mn,Minnesota,95,0.57,158,0.51"
"20,Ks,Kansas,92,0.56,183,0.59"
"11,Dc,District of Columbia,85,0.51,98,0.32"
"29,Mo,Missouri,84,0.51,179,0.58"
"28,Ms,Mississippi,77,0.47,174,0.56"
"49,Ut,Utah,76,0.46,133,0.43"
"40,Ok,Oklahoma,69,0.42,139,0.45"
"19,Ia,Iowa,67,0.41,158,0.51"
"30,Mt,Montana,58,0.35,97,0.31"
"10,De,Delaware,57,0.34,117,0.38"
"31,Ne,Nebraska,56,0.34,125,0.4"
"05,Ar,Arkansas,50,0.3,136,0.44"
"16,Id,Idaho,42,0.25,100,0.32"
"54,Wv,West Virginia,34,0.21,81,0.26"
"56,Wy,Wyoming,30,0.18,62,0.2"
"46,Sd,South Dakota,28,0.17,60,0.19"
"38,Nd,North Dakota,24,0.15,46,0.15"
"23,,State Non-Migrant,446233,,986384,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
