"1991 - 1992 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,29-Missouri,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,57217,,114444,"
"20,Ks,Kansas,8311,14.53,15626,13.65"
"17,Il,Illinois,6321,11.05,12194,10.65"
"48,Tx,Texas,4278,7.48,8705,7.61"
"06,Ca,California,3569,6.24,6382,5.58"
"12,Fl,Florida,2860,5,5275,4.61"
"05,Ar,Arkansas,2417,4.22,5393,4.71"
"40,Ok,Oklahoma,2094,3.66,4460,3.9"
"57,FR,Foreign,2052,3.59,4060,3.55"
"19,Ia,Iowa,1717,3,3518,3.07"
"08,Co,Colorado,1627,2.84,3181,2.78"
"13,Ga,Georgia,1486,2.6,3115,2.72"
"47,Tn,Tennessee,1456,2.54,3075,2.69"
"18,In,Indiana,1287,2.25,2835,2.48"
"04,Az,Arizona,1209,2.11,2307,2.02"
"51,Va,Virginia,1199,2.1,2472,2.16"
"39,Oh,Ohio,1170,2.04,2522,2.2"
"26,Mi,Michigan,1030,1.8,2401,2.1"
"53,Wa,Washington,979,1.71,1929,1.69"
"37,Nc,North Carolina,968,1.69,1964,1.72"
"31,Ne,Nebraska,851,1.49,1761,1.54"
"27,Mn,Minnesota,802,1.4,1647,1.44"
"21,Ky,Kentucky,767,1.34,1637,1.43"
"36,Ny,New York,714,1.25,1259,1.1"
"55,Wi,Wisconsin,685,1.2,1586,1.39"
"42,Pa,Pennsylvania,657,1.15,1385,1.21"
"22,La,Louisiana,647,1.13,1326,1.16"
"01,Al,Alabama,536,0.94,1227,1.07"
"24,Md,Maryland,472,0.82,904,0.79"
"28,Ms,Mississippi,457,0.8,942,0.82"
"32,Nv,Nevada,437,0.76,800,0.7"
"45,Sc,South Carolina,431,0.75,963,0.84"
"35,Nm,New Mexico,388,0.68,756,0.66"
"41,Or,Oregon,370,0.65,796,0.7"
"49,Ut,Utah,317,0.55,701,0.61"
"15,Hi,Hawaii,290,0.51,553,0.48"
"34,Nj,New Jersey,290,0.51,605,0.53"
"25,Ma,Massachusetts,289,0.51,510,0.45"
"02,Ak,Alaska,248,0.43,528,0.46"
"09,Ct,Connecticut,211,0.37,413,0.36"
"56,Wy,Wyoming,176,0.31,375,0.33"
"30,Mt,Montana,167,0.29,390,0.34"
"46,Sd,South Dakota,165,0.29,333,0.29"
"16,Id,Idaho,152,0.27,306,0.27"
"11,Dc,District of Columbia,115,0.2,170,0.15"
"54,Wv,West Virginia,108,0.19,244,0.21"
"10,De,Delaware,107,0.19,250,0.22"
"38,Nd,North Dakota,102,0.18,193,0.17"
"23,Me,Maine,89,0.16,158,0.14"
"33,Nh,New Hampshire,68,0.12,154,0.13"
"44,Ri,Rhode Island,50,0.09,103,0.09"
"50,Vt,Vermont,29,0.05,55,0.05"
"29,,State Non-Migrant,1826371,,4105540,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
