"1991 - 1992 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,37-North Carolina,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,76509,,157748,"
"51,Va,Virginia,7772,10.16,15739,9.98"
"45,Sc,South Carolina,7742,10.12,15735,9.97"
"12,Fl,Florida,7327,9.58,14527,9.21"
"13,Ga,Georgia,5495,7.18,11197,7.1"
"57,FR,Foreign,4478,5.85,9457,6"
"48,Tx,Texas,3937,5.15,8826,5.59"
"06,Ca,California,3438,4.49,6844,4.34"
"47,Tn,Tennessee,3063,4,6550,4.15"
"36,Ny,New York,2651,3.46,4942,3.13"
"39,Oh,Ohio,2590,3.39,5352,3.39"
"42,Pa,Pennsylvania,2431,3.18,5014,3.18"
"24,Md,Maryland,2167,2.83,4069,2.58"
"54,Wv,West Virginia,1686,2.2,3635,2.3"
"17,Il,Illinois,1565,2.05,3137,1.99"
"34,Nj,New Jersey,1326,1.73,2464,1.56"
"01,Al,Alabama,1316,1.72,2970,1.88"
"21,Ky,Kentucky,1310,1.71,2852,1.81"
"26,Mi,Michigan,1243,1.62,2474,1.57"
"18,In,Indiana,1084,1.42,2518,1.6"
"22,La,Louisiana,979,1.28,2172,1.38"
"08,Co,Colorado,952,1.24,1818,1.15"
"53,Wa,Washington,909,1.19,1894,1.2"
"29,Mo,Missouri,787,1.03,1722,1.09"
"04,Az,Arizona,786,1.03,1722,1.09"
"25,Ma,Massachusetts,781,1.02,1487,0.94"
"15,Hi,Hawaii,644,0.84,1589,1.01"
"40,Ok,Oklahoma,639,0.84,1352,0.86"
"28,Ms,Mississippi,591,0.77,1377,0.87"
"09,Ct,Connecticut,561,0.73,1016,0.64"
"55,Wi,Wisconsin,544,0.71,1121,0.71"
"20,Ks,Kansas,537,0.7,1251,0.79"
"11,Dc,District of Columbia,530,0.69,846,0.54"
"05,Ar,Arkansas,525,0.69,1299,0.82"
"02,Ak,Alaska,455,0.59,1126,0.71"
"27,Mn,Minnesota,438,0.57,901,0.57"
"41,Or,Oregon,423,0.55,861,0.55"
"19,Ia,Iowa,347,0.45,765,0.48"
"35,Nm,New Mexico,302,0.39,589,0.37"
"32,Nv,Nevada,276,0.36,563,0.36"
"10,De,Delaware,262,0.34,553,0.35"
"23,Me,Maine,216,0.28,464,0.29"
"31,Ne,Nebraska,200,0.26,436,0.28"
"33,Nh,New Hampshire,200,0.26,419,0.27"
"49,Ut,Utah,189,0.25,401,0.25"
"16,Id,Idaho,158,0.21,367,0.23"
"30,Mt,Montana,146,0.19,302,0.19"
"44,Ri,Rhode Island,126,0.16,263,0.17"
"50,Vt,Vermont,122,0.16,229,0.15"
"56,Wy,Wyoming,97,0.13,198,0.13"
"46,Sd,South Dakota,91,0.12,189,0.12"
"38,Nd,North Dakota,75,0.1,154,0.1"
"37,,State Non-Migrant,2414070,,5360445,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
