"1991 - 1992 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,16-Idaho,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,16084,,34438,"
"53,Wa,Washington,3459,21.51,6874,19.96"
"06,Ca,California,1798,11.18,3755,10.9"
"49,Ut,Utah,1658,10.31,3534,10.26"
"41,Or,Oregon,1526,9.49,3159,9.17"
"04,Az,Arizona,658,4.09,1475,4.28"
"30,Mt,Montana,649,4.04,1493,4.34"
"32,Nv,Nevada,638,3.97,1357,3.94"
"57,FR,Foreign,565,3.51,1070,3.11"
"48,Tx,Texas,565,3.51,1506,4.37"
"08,Co,Colorado,548,3.41,1230,3.57"
"02,Ak,Alaska,347,2.16,749,2.17"
"12,Fl,Florida,283,1.76,674,1.96"
"56,Wy,Wyoming,264,1.64,647,1.88"
"51,Va,Virginia,212,1.32,458,1.33"
"35,Nm,New Mexico,187,1.16,464,1.35"
"17,Il,Illinois,151,0.94,333,0.97"
"29,Mo,Missouri,145,0.9,330,0.96"
"15,Hi,Hawaii,135,0.84,286,0.83"
"27,Mn,Minnesota,133,0.83,258,0.75"
"36,Ny,New York,126,0.78,210,0.61"
"37,Nc,North Carolina,120,0.75,266,0.77"
"39,Oh,Ohio,115,0.71,251,0.73"
"20,Ks,Kansas,115,0.71,240,0.7"
"40,Ok,Oklahoma,105,0.65,263,0.76"
"42,Pa,Pennsylvania,104,0.65,234,0.68"
"26,Mi,Michigan,103,0.64,224,0.65"
"46,Sd,South Dakota,101,0.63,263,0.76"
"13,Ga,Georgia,101,0.63,230,0.67"
"47,Tn,Tennessee,97,0.6,216,0.63"
"55,Wi,Wisconsin,96,0.6,215,0.62"
"31,Ne,Nebraska,95,0.59,243,0.71"
"19,Ia,Iowa,87,0.54,215,0.62"
"18,In,Indiana,68,0.42,144,0.42"
"45,Sc,South Carolina,66,0.41,149,0.43"
"01,Al,Alabama,66,0.41,149,0.43"
"05,Ar,Arkansas,65,0.4,160,0.46"
"21,Ky,Kentucky,64,0.4,148,0.43"
"22,La,Louisiana,60,0.37,119,0.35"
"25,Ma,Massachusetts,57,0.35,105,0.3"
"09,Ct,Connecticut,52,0.32,98,0.28"
"38,Nd,North Dakota,49,0.3,103,0.3"
"28,Ms,Mississippi,46,0.29,114,0.33"
"24,Md,Maryland,44,0.27,104,0.3"
"34,Nj,New Jersey,43,0.27,89,0.26"
"23,Me,Maine,33,0.21,82,0.24"
"54,Wv,West Virginia,21,0.13,42,0.12"
"11,Dc,District of Columbia,19,0.12,28,0.08"
"33,Nh,New Hampshire,18,0.11,29,0.08"
"50,Vt,Vermont,11,0.07,18,0.05"
"10,De,Delaware,10,0.06,26,0.08"
"44,Ri,Rhode Island,6,0.04,9,0.03"
"16,,State Non-Migrant,331000,,835824,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
