"1991 - 1992 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,27-Minnesota,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,38568,,69731,"
"55,Wi,Wisconsin,5250,13.61,9797,14.05"
"06,Ca,California,3135,8.13,5009,7.18"
"38,Nd,North Dakota,2793,7.24,4718,6.77"
"17,Il,Illinois,2064,5.35,3691,5.29"
"19,Ia,Iowa,1990,5.16,3807,5.46"
"48,Tx,Texas,1923,4.99,3897,5.59"
"12,Fl,Florida,1735,4.5,2965,4.25"
"46,Sd,South Dakota,1576,4.09,3007,4.31"
"08,Co,Colorado,1457,3.78,2528,3.63"
"04,Az,Arizona,1436,3.72,2384,3.42"
"53,Wa,Washington,1239,3.21,2165,3.1"
"57,FR,Foreign,1230,3.19,1998,2.87"
"26,Mi,Michigan,914,2.37,1760,2.52"
"36,Ny,New York,697,1.81,1121,1.61"
"29,Mo,Missouri,676,1.75,1406,2.02"
"51,Va,Virginia,617,1.6,1112,1.59"
"39,Oh,Ohio,599,1.55,1212,1.74"
"37,Nc,North Carolina,566,1.47,1044,1.5"
"31,Ne,Nebraska,552,1.43,1113,1.6"
"13,Ga,Georgia,521,1.35,1029,1.48"
"18,In,Indiana,508,1.32,1003,1.44"
"30,Mt,Montana,476,1.23,905,1.3"
"32,Nv,Nevada,474,1.23,748,1.07"
"42,Pa,Pennsylvania,466,1.21,917,1.32"
"41,Or,Oregon,456,1.18,849,1.22"
"20,Ks,Kansas,421,1.09,868,1.24"
"47,Tn,Tennessee,402,1.04,774,1.11"
"02,Ak,Alaska,368,0.95,619,0.89"
"25,Ma,Massachusetts,360,0.93,561,0.8"
"40,Ok,Oklahoma,307,0.8,600,0.86"
"24,Md,Maryland,301,0.78,538,0.77"
"35,Nm,New Mexico,287,0.74,494,0.71"
"15,Hi,Hawaii,256,0.66,409,0.59"
"34,Nj,New Jersey,247,0.64,459,0.66"
"49,Ut,Utah,236,0.61,472,0.68"
"21,Ky,Kentucky,234,0.61,455,0.65"
"05,Ar,Arkansas,227,0.59,457,0.66"
"45,Sc,South Carolina,187,0.48,348,0.5"
"09,Ct,Connecticut,185,0.48,331,0.47"
"56,Wy,Wyoming,183,0.47,344,0.49"
"22,La,Louisiana,183,0.47,317,0.45"
"16,Id,Idaho,172,0.45,309,0.44"
"01,Al,Alabama,166,0.43,329,0.47"
"11,Dc,District of Columbia,117,0.3,136,0.2"
"28,Ms,Mississippi,109,0.28,220,0.32"
"23,Me,Maine,66,0.17,113,0.16"
"33,Nh,New Hampshire,61,0.16,112,0.16"
"44,Ri,Rhode Island,42,0.11,85,0.12"
"10,De,Delaware,37,0.1,72,0.1"
"50,Vt,Vermont,35,0.09,61,0.09"
"54,Wv,West Virginia,29,0.08,63,0.09"
"27,,State Non-Migrant,1615141,,3635093,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
