"1991 - 1992 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,01-Alabama,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,40003,,85461,"
"13,Ga,Georgia,6218,15.54,12793,14.97"
"12,Fl,Florida,5582,13.95,11458,13.41"
"47,Tn,Tennessee,3178,7.94,6816,7.98"
"48,Tx,Texas,2792,6.98,6408,7.5"
"57,FR,Foreign,2453,6.13,5149,6.02"
"28,Ms,Mississippi,2319,5.8,5247,6.14"
"06,Ca,California,1507,3.77,2922,3.42"
"37,Nc,North Carolina,1482,3.7,3061,3.58"
"22,La,Louisiana,1424,3.56,3128,3.66"
"51,Va,Virginia,1274,3.18,2770,3.24"
"39,Oh,Ohio,903,2.26,1979,2.32"
"45,Sc,South Carolina,801,2,1787,2.09"
"17,Il,Illinois,793,1.98,1671,1.96"
"21,Ky,Kentucky,757,1.89,1747,2.04"
"36,Ny,New York,593,1.48,1119,1.31"
"26,Mi,Michigan,588,1.47,1242,1.45"
"18,In,Indiana,554,1.38,1224,1.43"
"08,Co,Colorado,518,1.29,1107,1.3"
"29,Mo,Missouri,476,1.19,1063,1.24"
"42,Pa,Pennsylvania,474,1.18,1065,1.25"
"53,Wa,Washington,462,1.15,1024,1.2"
"05,Ar,Arkansas,457,1.14,1090,1.28"
"24,Md,Maryland,448,1.12,958,1.12"
"40,Ok,Oklahoma,409,1.02,940,1.1"
"20,Ks,Kansas,366,0.91,841,0.98"
"04,Az,Arizona,308,0.77,660,0.77"
"15,Hi,Hawaii,258,0.64,582,0.68"
"34,Nj,New Jersey,250,0.62,539,0.63"
"55,Wi,Wisconsin,207,0.52,400,0.47"
"02,Ak,Alaska,205,0.51,502,0.59"
"25,Ma,Massachusetts,185,0.46,342,0.4"
"35,Nm,New Mexico,163,0.41,401,0.47"
"54,Wv,West Virginia,146,0.36,325,0.38"
"32,Nv,Nevada,140,0.35,271,0.32"
"09,Ct,Connecticut,132,0.33,236,0.28"
"41,Or,Oregon,132,0.33,310,0.36"
"27,Mn,Minnesota,130,0.32,265,0.31"
"19,Ia,Iowa,129,0.32,288,0.34"
"31,Ne,Nebraska,116,0.29,292,0.34"
"49,Ut,Utah,113,0.28,278,0.33"
"11,Dc,District of Columbia,76,0.19,98,0.11"
"30,Mt,Montana,67,0.17,151,0.18"
"10,De,Delaware,65,0.16,153,0.18"
"16,Id,Idaho,60,0.15,136,0.16"
"23,Me,Maine,59,0.15,129,0.15"
"56,Wy,Wyoming,58,0.14,137,0.16"
"46,Sd,South Dakota,48,0.12,106,0.12"
"33,Nh,New Hampshire,42,0.1,92,0.11"
"38,Nd,North Dakota,41,0.1,72,0.08"
"44,Ri,Rhode Island,30,0.07,57,0.07"
"50,Vt,Vermont,15,0.04,30,0.04"
"01,,State Non-Migrant,1360625,,3198010,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
