"1991 - 1992 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,21-Kentucky,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,36614,,76366,"
"39,Oh,Ohio,4799,13.11,9310,12.19"
"47,Tn,Tennessee,4272,11.67,9031,11.83"
"18,In,Indiana,4012,10.96,8408,11.01"
"12,Fl,Florida,3112,8.5,6044,7.91"
"57,FR,Foreign,1954,5.34,4476,5.86"
"48,Tx,Texas,1649,4.5,3610,4.73"
"13,Ga,Georgia,1555,4.25,3290,4.31"
"37,Nc,North Carolina,1382,3.77,2989,3.91"
"17,Il,Illinois,1326,3.62,2683,3.51"
"06,Ca,California,1321,3.61,2389,3.13"
"51,Va,Virginia,1151,3.14,2472,3.24"
"26,Mi,Michigan,756,2.06,1594,2.09"
"29,Mo,Missouri,697,1.9,1523,1.99"
"36,Ny,New York,638,1.74,1267,1.66"
"45,Sc,South Carolina,633,1.73,1381,1.81"
"01,Al,Alabama,629,1.72,1395,1.83"
"54,Wv,West Virginia,604,1.65,1391,1.82"
"42,Pa,Pennsylvania,529,1.44,1089,1.43"
"08,Co,Colorado,451,1.23,979,1.28"
"22,La,Louisiana,376,1.03,771,1.01"
"24,Md,Maryland,356,0.97,712,0.93"
"20,Ks,Kansas,342,0.93,884,1.16"
"04,Az,Arizona,329,0.9,623,0.82"
"53,Wa,Washington,327,0.89,681,0.89"
"05,Ar,Arkansas,289,0.79,674,0.88"
"40,Ok,Oklahoma,287,0.78,653,0.86"
"28,Ms,Mississippi,269,0.73,605,0.79"
"55,Wi,Wisconsin,251,0.69,544,0.71"
"15,Hi,Hawaii,234,0.64,525,0.69"
"34,Nj,New Jersey,205,0.56,395,0.52"
"02,Ak,Alaska,197,0.54,514,0.67"
"27,Mn,Minnesota,185,0.51,390,0.51"
"19,Ia,Iowa,167,0.46,407,0.53"
"25,Ma,Massachusetts,153,0.42,288,0.38"
"32,Nv,Nevada,136,0.37,259,0.34"
"35,Nm,New Mexico,119,0.33,248,0.32"
"41,Or,Oregon,111,0.3,212,0.28"
"09,Ct,Connecticut,105,0.29,207,0.27"
"31,Ne,Nebraska,96,0.26,199,0.26"
"49,Ut,Utah,90,0.25,197,0.26"
"11,Dc,District of Columbia,65,0.18,93,0.12"
"23,Me,Maine,62,0.17,126,0.16"
"56,Wy,Wyoming,58,0.16,117,0.15"
"16,Id,Idaho,56,0.15,133,0.17"
"30,Mt,Montana,54,0.15,102,0.13"
"33,Nh,New Hampshire,53,0.14,115,0.15"
"10,De,Delaware,40,0.11,86,0.11"
"46,Sd,South Dakota,38,0.1,90,0.12"
"50,Vt,Vermont,37,0.1,75,0.1"
"38,Nd,North Dakota,30,0.08,64,0.08"
"44,Ri,Rhode Island,27,0.07,56,0.07"
"21,,State Non-Migrant,1223123,,2806031,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
