"1991 - 1992 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,45-South Carolina,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,45674,,97182,"
"37,Nc,North Carolina,8171,17.89,16583,17.06"
"13,Ga,Georgia,5782,12.66,11787,12.13"
"12,Fl,Florida,4293,9.4,8983,9.24"
"57,FR,Foreign,2707,5.93,5592,5.75"
"51,Va,Virginia,2705,5.92,6138,6.32"
"48,Tx,Texas,1918,4.2,4389,4.52"
"06,Ca,California,1682,3.68,3611,3.72"
"47,Tn,Tennessee,1635,3.58,3661,3.77"
"39,Oh,Ohio,1270,2.78,2718,2.8"
"36,Ny,New York,1249,2.73,2523,2.6"
"42,Pa,Pennsylvania,1141,2.5,2445,2.52"
"01,Al,Alabama,1010,2.21,2352,2.42"
"24,Md,Maryland,892,1.95,1784,1.84"
"17,Il,Illinois,794,1.74,1820,1.87"
"21,Ky,Kentucky,674,1.48,1472,1.51"
"22,La,Louisiana,643,1.41,1501,1.54"
"26,Mi,Michigan,632,1.38,1342,1.38"
"34,Nj,New Jersey,618,1.35,1226,1.26"
"18,In,Indiana,540,1.18,1208,1.24"
"08,Co,Colorado,514,1.13,1073,1.1"
"54,Wv,West Virginia,492,1.08,980,1.01"
"53,Wa,Washington,456,1,1048,1.08"
"28,Ms,Mississippi,448,0.98,1080,1.11"
"29,Mo,Missouri,423,0.93,909,0.94"
"09,Ct,Connecticut,421,0.92,905,0.93"
"04,Az,Arizona,406,0.89,890,0.92"
"40,Ok,Oklahoma,362,0.79,823,0.85"
"25,Ma,Massachusetts,355,0.78,658,0.68"
"15,Hi,Hawaii,339,0.74,816,0.84"
"05,Ar,Arkansas,288,0.63,692,0.71"
"20,Ks,Kansas,272,0.6,615,0.63"
"55,Wi,Wisconsin,271,0.59,599,0.62"
"02,Ak,Alaska,205,0.45,500,0.51"
"11,Dc,District of Columbia,201,0.44,309,0.32"
"27,Mn,Minnesota,182,0.4,370,0.38"
"32,Nv,Nevada,178,0.39,371,0.38"
"35,Nm,New Mexico,167,0.37,390,0.4"
"19,Ia,Iowa,164,0.36,354,0.36"
"41,Or,Oregon,141,0.31,291,0.3"
"23,Me,Maine,140,0.31,319,0.33"
"31,Ne,Nebraska,118,0.26,236,0.24"
"10,De,Delaware,117,0.26,271,0.28"
"33,Nh,New Hampshire,106,0.23,214,0.22"
"49,Ut,Utah,103,0.23,291,0.3"
"44,Ri,Rhode Island,97,0.21,253,0.26"
"16,Id,Idaho,87,0.19,229,0.24"
"46,Sd,South Dakota,66,0.14,148,0.15"
"30,Mt,Montana,57,0.12,133,0.14"
"56,Wy,Wyoming,54,0.12,111,0.11"
"50,Vt,Vermont,50,0.11,101,0.1"
"38,Nd,North Dakota,38,0.08,68,0.07"
"45,,State Non-Migrant,1219165,,2782580,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
