"1991 - 1992 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,33-New Hampshire,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,21233,,37994,"
"25,Ma,Massachusetts,5198,24.48,8821,23.22"
"12,Fl,Florida,2342,11.03,4185,11.01"
"23,Me,Maine,1706,8.03,3200,8.42"
"50,Vt,Vermont,1185,5.58,2128,5.6"
"36,Ny,New York,1065,5.02,1813,4.77"
"06,Ca,California,1062,5,1647,4.33"
"09,Ct,Connecticut,625,2.94,1042,2.74"
"51,Va,Virginia,603,2.84,1120,2.95"
"42,Pa,Pennsylvania,543,2.56,1083,2.85"
"37,Nc,North Carolina,493,2.32,923,2.43"
"57,FR,Foreign,486,2.29,802,2.11"
"48,Tx,Texas,457,2.15,997,2.62"
"08,Co,Colorado,429,2.02,717,1.89"
"04,Az,Arizona,342,1.61,616,1.62"
"34,Nj,New Jersey,324,1.53,583,1.53"
"53,Wa,Washington,315,1.48,548,1.44"
"13,Ga,Georgia,300,1.41,573,1.51"
"24,Md,Maryland,288,1.36,495,1.3"
"17,Il,Illinois,280,1.32,530,1.39"
"39,Oh,Ohio,278,1.31,571,1.5"
"45,Sc,South Carolina,253,1.19,496,1.31"
"26,Mi,Michigan,222,1.05,422,1.11"
"44,Ri,Rhode Island,222,1.05,404,1.06"
"47,Tn,Tennessee,148,0.7,342,0.9"
"27,Mn,Minnesota,129,0.61,271,0.71"
"18,In,Indiana,129,0.61,292,0.77"
"29,Mo,Missouri,123,0.58,246,0.65"
"41,Or,Oregon,117,0.55,212,0.56"
"15,Hi,Hawaii,116,0.55,179,0.47"
"55,Wi,Wisconsin,112,0.53,228,0.6"
"35,Nm,New Mexico,99,0.47,186,0.49"
"22,La,Louisiana,97,0.46,190,0.5"
"49,Ut,Utah,95,0.45,159,0.42"
"40,Ok,Oklahoma,95,0.45,194,0.51"
"21,Ky,Kentucky,90,0.42,172,0.45"
"01,Al,Alabama,89,0.42,203,0.53"
"02,Ak,Alaska,83,0.39,141,0.37"
"32,Nv,Nevada,78,0.37,133,0.35"
"30,Mt,Montana,70,0.33,116,0.31"
"11,Dc,District of Columbia,69,0.32,72,0.19"
"20,Ks,Kansas,60,0.28,130,0.34"
"19,Ia,Iowa,56,0.26,126,0.33"
"10,De,Delaware,51,0.24,90,0.24"
"16,Id,Idaho,49,0.23,102,0.27"
"05,Ar,Arkansas,43,0.2,89,0.23"
"54,Wv,West Virginia,43,0.2,79,0.21"
"31,Ne,Nebraska,41,0.19,63,0.17"
"28,Ms,Mississippi,41,0.19,74,0.19"
"56,Wy,Wyoming,35,0.16,58,0.15"
"46,Sd,South Dakota,33,0.16,75,0.2"
"38,Nd,North Dakota,24,0.11,56,0.15"
"33,,State Non-Migrant,417103,,916716,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
