"1991 - 1992 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,49-Utah,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,19490,,45721,"
"06,Ca,California,3041,15.6,6482,14.18"
"04,Az,Arizona,1534,7.87,3705,8.1"
"16,Id,Idaho,1495,7.67,3963,8.67"
"32,Nv,Nevada,1379,7.08,3137,6.86"
"53,Wa,Washington,1354,6.95,3212,7.03"
"08,Co,Colorado,1207,6.19,2691,5.89"
"48,Tx,Texas,1024,5.25,2567,5.61"
"57,FR,Foreign,698,3.58,1561,3.41"
"41,Or,Oregon,691,3.55,1547,3.38"
"56,Wy,Wyoming,581,2.98,1474,3.22"
"35,Nm,New Mexico,506,2.6,1363,2.98"
"12,Fl,Florida,396,2.03,894,1.96"
"30,Mt,Montana,348,1.79,792,1.73"
"51,Va,Virginia,335,1.72,713,1.56"
"17,Il,Illinois,298,1.53,711,1.56"
"13,Ga,Georgia,277,1.42,667,1.46"
"36,Ny,New York,273,1.4,507,1.11"
"39,Oh,Ohio,262,1.34,609,1.33"
"02,Ak,Alaska,226,1.16,562,1.23"
"42,Pa,Pennsylvania,220,1.13,501,1.1"
"29,Mo,Missouri,202,1.04,484,1.06"
"26,Mi,Michigan,197,1.01,451,0.99"
"40,Ok,Oklahoma,197,1.01,535,1.17"
"37,Nc,North Carolina,183,0.94,415,0.91"
"27,Mn,Minnesota,178,0.91,404,0.88"
"55,Wi,Wisconsin,173,0.89,462,1.01"
"20,Ks,Kansas,172,0.88,455,1"
"15,Hi,Hawaii,169,0.87,408,0.89"
"24,Md,Maryland,162,0.83,366,0.8"
"47,Tn,Tennessee,150,0.77,398,0.87"
"18,In,Indiana,147,0.75,332,0.73"
"31,Ne,Nebraska,140,0.72,340,0.74"
"01,Al,Alabama,135,0.69,359,0.79"
"19,Ia,Iowa,129,0.66,310,0.68"
"22,La,Louisiana,114,0.58,260,0.57"
"25,Ma,Massachusetts,113,0.58,206,0.45"
"34,Nj,New Jersey,108,0.55,225,0.49"
"21,Ky,Kentucky,92,0.47,222,0.49"
"45,Sc,South Carolina,81,0.42,197,0.43"
"28,Ms,Mississippi,78,0.4,234,0.51"
"05,Ar,Arkansas,76,0.39,199,0.44"
"46,Sd,South Dakota,68,0.35,181,0.4"
"09,Ct,Connecticut,66,0.34,136,0.3"
"38,Nd,North Dakota,47,0.24,116,0.25"
"23,Me,Maine,36,0.18,83,0.18"
"33,Nh,New Hampshire,33,0.17,69,0.15"
"50,Vt,Vermont,26,0.13,61,0.13"
"11,Dc,District of Columbia,25,0.13,42,0.09"
"54,Wv,West Virginia,24,0.12,71,0.16"
"10,De,Delaware,14,0.07,25,0.05"
"44,Ri,Rhode Island,10,0.05,17,0.04"
"49,,State Non-Migrant,516344,,1424578,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
