"1991 - 1992 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,05-Arkansas,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,27951,,59690,"
"48,Tx,Texas,4915,17.58,10450,17.51"
"40,Ok,Oklahoma,2397,8.58,5470,9.16"
"29,Mo,Missouri,2287,8.18,5065,8.49"
"47,Tn,Tennessee,1989,7.12,4059,6.8"
"22,La,Louisiana,1578,5.65,3489,5.85"
"06,Ca,California,1495,5.35,2906,4.87"
"12,Fl,Florida,1172,4.19,2323,3.89"
"57,FR,Foreign,1140,4.08,2296,3.85"
"17,Il,Illinois,902,3.23,1918,3.21"
"28,Ms,Mississippi,877,3.14,2041,3.42"
"20,Ks,Kansas,720,2.58,1596,2.67"
"13,Ga,Georgia,691,2.47,1550,2.6"
"37,Nc,North Carolina,561,2.01,1163,1.95"
"08,Co,Colorado,531,1.9,1111,1.86"
"04,Az,Arizona,467,1.67,989,1.66"
"51,Va,Virginia,463,1.66,990,1.66"
"01,Al,Alabama,459,1.64,1036,1.74"
"18,In,Indiana,428,1.53,944,1.58"
"39,Oh,Ohio,395,1.41,820,1.37"
"26,Mi,Michigan,368,1.32,758,1.27"
"53,Wa,Washington,363,1.3,790,1.32"
"21,Ky,Kentucky,336,1.2,729,1.22"
"19,Ia,Iowa,264,0.94,559,0.94"
"45,Sc,South Carolina,253,0.91,551,0.92"
"36,Ny,New York,244,0.87,477,0.8"
"55,Wi,Wisconsin,225,0.8,482,0.81"
"31,Ne,Nebraska,220,0.79,516,0.86"
"35,Nm,New Mexico,210,0.75,454,0.76"
"32,Nv,Nevada,207,0.74,423,0.71"
"42,Pa,Pennsylvania,201,0.72,403,0.68"
"27,Mn,Minnesota,175,0.63,357,0.6"
"41,Or,Oregon,172,0.62,353,0.59"
"02,Ak,Alaska,168,0.6,350,0.59"
"24,Md,Maryland,141,0.5,271,0.45"
"15,Hi,Hawaii,113,0.4,217,0.36"
"49,Ut,Utah,102,0.36,234,0.39"
"30,Mt,Montana,85,0.3,206,0.35"
"34,Nj,New Jersey,83,0.3,175,0.29"
"46,Sd,South Dakota,67,0.24,172,0.29"
"38,Nd,North Dakota,67,0.24,173,0.29"
"25,Ma,Massachusetts,66,0.24,113,0.19"
"56,Wy,Wyoming,59,0.21,141,0.24"
"16,Id,Idaho,57,0.2,138,0.23"
"09,Ct,Connecticut,49,0.18,88,0.15"
"54,Wv,West Virginia,45,0.16,95,0.16"
"23,Me,Maine,35,0.13,70,0.12"
"10,De,Delaware,29,0.1,55,0.09"
"11,Dc,District of Columbia,29,0.1,36,0.06"
"44,Ri,Rhode Island,19,0.07,35,0.06"
"33,Nh,New Hampshire,18,0.06,31,0.05"
"50,Vt,Vermont,14,0.05,22,0.04"
"05,,State Non-Migrant,774789,,1816590,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
