"1991 - 1992 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,46-South Dakota,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,10160,,20429,"
"27,Mn,Minnesota,1386,13.64,2542,12.44"
"19,Ia,Iowa,780,7.68,1623,7.94"
"31,Ne,Nebraska,717,7.06,1531,7.49"
"08,Co,Colorado,662,6.52,1259,6.16"
"06,Ca,California,541,5.32,935,4.58"
"38,Nd,North Dakota,532,5.24,1103,5.4"
"57,FR,Foreign,424,4.17,852,4.17"
"48,Tx,Texas,412,4.06,831,4.07"
"04,Az,Arizona,389,3.83,706,3.46"
"56,Wy,Wyoming,389,3.83,848,4.15"
"53,Wa,Washington,296,2.91,539,2.64"
"30,Mt,Montana,262,2.58,546,2.67"
"12,Fl,Florida,231,2.27,461,2.26"
"20,Ks,Kansas,212,2.09,415,2.03"
"55,Wi,Wisconsin,204,2.01,444,2.17"
"17,Il,Illinois,184,1.81,387,1.89"
"29,Mo,Missouri,182,1.79,380,1.86"
"32,Nv,Nevada,149,1.47,306,1.5"
"41,Or,Oregon,144,1.42,305,1.49"
"51,Va,Virginia,142,1.4,255,1.25"
"39,Oh,Ohio,130,1.28,305,1.49"
"40,Ok,Oklahoma,130,1.28,289,1.41"
"26,Mi,Michigan,124,1.22,276,1.35"
"37,Nc,North Carolina,121,1.19,244,1.19"
"13,Ga,Georgia,113,1.11,228,1.12"
"35,Nm,New Mexico,111,1.09,223,1.09"
"02,Ak,Alaska,107,1.05,240,1.17"
"42,Pa,Pennsylvania,97,0.95,223,1.09"
"18,In,Indiana,94,0.93,219,1.07"
"36,Ny,New York,91,0.9,180,0.88"
"49,Ut,Utah,87,0.86,196,0.96"
"16,Id,Idaho,86,0.85,172,0.84"
"47,Tn,Tennessee,66,0.65,163,0.8"
"05,Ar,Arkansas,64,0.63,137,0.67"
"24,Md,Maryland,58,0.57,123,0.6"
"45,Sc,South Carolina,56,0.55,110,0.54"
"15,Hi,Hawaii,51,0.5,116,0.57"
"21,Ky,Kentucky,49,0.48,93,0.46"
"22,La,Louisiana,48,0.47,112,0.55"
"01,Al,Alabama,45,0.44,110,0.54"
"34,Nj,New Jersey,39,0.38,86,0.42"
"28,Ms,Mississippi,34,0.33,82,0.4"
"25,Ma,Massachusetts,34,0.33,67,0.33"
"09,Ct,Connecticut,17,0.17,23,0.11"
"54,Wv,West Virginia,17,0.17,32,0.16"
"23,Me,Maine,14,0.14,29,0.14"
"11,Dc,District of Columbia,13,0.13,23,0.11"
"33,Nh,New Hampshire,9,0.09,19,0.09"
"10,De,Delaware,8,0.08,19,0.09"
"44,Ri,Rhode Island,6,0.06,11,0.05"
"50,Vt,Vermont,3,0.03,11,0.05"
"46,,State Non-Migrant,247881,,578214,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
