"1991 - 1992 State to State Migration Flows  --  OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6"
",,,,,,"
",,,,,,"
"FROM:,,20-Kansas,,,,"
",,,,,,"
",,,,PERCENT,,PERCENT"
",,,NUMBER OF,OF TOTAL,NUMBER OF,OF TOTAL"
"TO:,,,  RETURNS,MIGRANTS,    EXEMPTIONS,MIGRANTS"
"96,,TOTAL FLOW,36753,,78378,"
"29,Mo,Missouri,7954,21.64,15027,19.17"
"48,Tx,Texas,3710,10.09,8210,10.47"
"40,Ok,Oklahoma,2584,7.03,5728,7.31"
"08,Co,Colorado,2173,5.91,4645,5.93"
"06,Ca,California,1887,5.13,3577,4.56"
"57,FR,Foreign,1555,4.23,3848,4.91"
"31,Ne,Nebraska,1302,3.54,2911,3.71"
"12,Fl,Florida,1131,3.08,2306,2.94"
"17,Il,Illinois,1094,2.98,2268,2.89"
"04,Az,Arizona,873,2.38,1724,2.2"
"05,Ar,Arkansas,821,2.23,1838,2.35"
"53,Wa,Washington,765,2.08,1699,2.17"
"19,Ia,Iowa,754,2.05,1664,2.12"
"51,Va,Virginia,694,1.89,1638,2.09"
"13,Ga,Georgia,655,1.78,1604,2.05"
"39,Oh,Ohio,590,1.61,1280,1.63"
"37,Nc,North Carolina,528,1.44,1249,1.59"
"27,Mn,Minnesota,479,1.3,1013,1.29"
"18,In,Indiana,470,1.28,1107,1.41"
"47,Tn,Tennessee,458,1.25,1045,1.33"
"35,Nm,New Mexico,432,1.18,983,1.25"
"26,Mi,Michigan,408,1.11,924,1.18"
"36,Ny,New York,407,1.11,851,1.09"
"22,La,Louisiana,401,1.09,919,1.17"
"42,Pa,Pennsylvania,377,1.03,875,1.12"
"01,Al,Alabama,358,0.97,891,1.14"
"55,Wi,Wisconsin,322,0.88,755,0.96"
"21,Ky,Kentucky,309,0.84,784,1"
"41,Or,Oregon,286,0.78,620,0.79"
"24,Md,Maryland,269,0.73,578,0.74"
"32,Nv,Nevada,254,0.69,443,0.57"
"45,Sc,South Carolina,223,0.61,524,0.67"
"15,Hi,Hawaii,217,0.59,524,0.67"
"46,Sd,South Dakota,203,0.55,417,0.53"
"34,Nj,New Jersey,201,0.55,417,0.53"
"02,Ak,Alaska,191,0.52,493,0.63"
"56,Wy,Wyoming,185,0.5,428,0.55"
"49,Ut,Utah,174,0.47,403,0.51"
"25,Ma,Massachusetts,167,0.45,309,0.39"
"30,Mt,Montana,152,0.41,332,0.42"
"28,Ms,Mississippi,148,0.4,320,0.41"
"16,Id,Idaho,115,0.31,267,0.34"
"09,Ct,Connecticut,97,0.26,189,0.24"
"38,Nd,North Dakota,85,0.23,216,0.28"
"11,Dc,District of Columbia,67,0.18,92,0.12"
"54,Wv,West Virginia,64,0.17,138,0.18"
"23,Me,Maine,43,0.12,76,0.1"
"10,De,Delaware,37,0.1,77,0.1"
"33,Nh,New Hampshire,34,0.09,48,0.06"
"44,Ri,Rhode Island,30,0.08,61,0.08"
"50,Vt,Vermont,20,0.05,43,0.05"
"20,,State Non-Migrant,863812,,1990687,"
",,,,,,"
"SOURCE:  INTERNAL REVENUE SERVICE,,,,,,"
"                  STATISTICS OF INCOME ,,,,,,"
