" 2006- 2007 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,53-Washington,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"96,WA,WA Total Mig - US & For,78028,149010,3641302"
"97,WA,WA Total Mig - US,72833,138669,3429362"
"98,WA,WA Total Mig - Foreign,5195,10341,211940"
"53,WA,WA Non-Migrants,2259384,4824681,143954676"
"06,CA,CALIFORNIA,12412,21995,605141"
"41,OR,OREGON,9776,17039,394786"
"57,FR,Foreign,5195,10341,211940"
"48,TX,TEXAS,4716,10200,238687"
"04,AZ,ARIZONA,4380,8010,241153"
"16,ID,IDAHO,4148,8268,175070"
"12,FL,FLORIDA,2542,4814,124957"
"32,NV,NEVADA,2185,4058,101124"
"08,CO,COLORADO,2103,4011,105608"
"30,MT,MONTANA,1883,3646,82706"
"36,NY,NEW YORK,1810,2721,82056"
"51,VA,VIRGINIA,1768,3699,95456"
"15,HI,HAWAII,1582,2891,68707"
"49,UT,UTAH,1565,3597,70320"
"17,IL,ILLINOIS,1437,2723,79633"
"02,AK,ALASKA,1400,2547,54703"
"13,GA,GEORGIA,1385,3039,71526"
"37,NC,NORTH CAROLINA,1373,2888,66265"
"42,PA,PENNSYLVANIA,924,1718,50331"
"27,MN,MINNESOTA,866,1633,38514"
"29,MO,MISSOURI,842,1897,37277"
"24,MD,MARYLAND,785,1533,42238"
"47,TN,TENNESSEE,785,1643,37336"
"26,MI,MICHIGAN,773,1490,31535"
"35,NM,NEW MEXICO,771,1459,37158"
"39,OH,OHIO,764,1513,37230"
"25,MA,MASSACHUSETTS,754,1226,47437"
"40,OK,OKLAHOMA,726,1609,26204"
"55,WI,WISCONSIN,704,1310,46732"
"45,SC,SOUTH CAROLINA,653,1469,29900"
"18,IN,INDIANA,586,1164,23637"
"22,LA,LOUISIANA,584,1146,21948"
"20,KS,KANSAS,551,1257,23170"
"01,AL,ALABAMA,497,1102,22094"
"34,NJ,NEW JERSEY,479,867,26532"
"21,KY,KENTUCKY,453,972,16961"
"56,WY,WYOMING,446,906,18473"
"09,CT,CONNECTICUT,409,826,29418"
"19,IA,IOWA,409,811,16144"
"05,AR,ARKANSAS,394,866,15634"
"31,NE,NEBRASKA,342,674,14014"
"28,MS,MISSISSIPPI,291,595,9682"
"38,ND,NORTH DAKOTA,281,498,9129"
"46,SD,SOUTH DAKOTA,270,560,11191"
"11,DC,DISTRICT OF COLUMBIA,246,314,13388"
"23,ME,MAINE,212,377,8612"
"33,NH,NEW HAMPSHIRE,138,247,8005"
"44,RI,RHODE ISLAND,128,261,8960"
"54,WV,WEST VIRGINIA,109,230,4078"
"50,VT,VERMONT,106,161,4214"
"10,DE,DELAWARE,90,189,4283"
