" 2006- 2007 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
"FROM: 26-Michigan,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
"TO:,,,,,"
"96,MI,MI Total Mig - US & For,89342,163530,4461053"
"97,MI,MI Total Mig - US,87173,159690,4355869"
"98,MI,MI Total Mig - Foreign,2169,3840,105184"
"26,MI,MI Non-Migrants,3627965,7936285,203526057"
"12,FL,FLORIDA,11216,19643,776810"
"17,IL,ILLINOIS,6904,11106,350675"
"06,CA,CALIFORNIA,5530,9020,268778"
"39,OH,OHIO,5460,10155,277246"
"48,TX,TEXAS,5084,10737,251641"
"18,IN,INDIANA,4567,8939,187775"
"04,AZ,ARIZONA,4010,7172,183246"
"13,GA,GEORGIA,3387,6811,138293"
"37,NC,NORTH CAROLINA,3376,6394,160255"
"47,TN,TENNESSEE,3142,6326,136325"
"55,WI,WISCONSIN,2699,4973,119625"
"36,NY,NEW YORK,2677,4203,127365"
"51,VA,VIRGINIA,2467,4410,114795"
"57,FR,Foreign,2169,3840,105184"
"08,CO,COLORADO,1980,3218,82544"
"32,NV,NEVADA,1720,3071,66470"
"42,PA,PENNSYLVANIA,1614,3042,106422"
"45,SC,SOUTH CAROLINA,1608,3161,83103"
"53,WA,WASHINGTON,1595,2857,96817"
"21,KY,KENTUCKY,1520,3153,65353"
"27,MN,MINNESOTA,1496,2722,78871"
"29,MO,MISSOURI,1264,2574,62530"
"01,AL,ALABAMA,1225,2659,46659"
"24,MD,MARYLAND,1104,1780,56406"
"25,MA,MASSACHUSETTS,1002,1584,51634"
"34,NJ,NEW JERSEY,888,1601,57860"
"22,LA,LOUISIANA,730,1477,25512"
"41,OR,OREGON,700,1141,26181"
"28,MS,MISSISSIPPI,630,1299,19620"
"40,OK,OKLAHOMA,619,1310,22990"
"19,IA,IOWA,613,1282,31082"
"05,AR,ARKANSAS,609,1288,22783"
"20,KS,KANSAS,575,1145,24864"
"35,NM,NEW MEXICO,476,850,21334"
"09,CT,CONNECTICUT,474,878,36054"
"49,UT,UTAH,474,1002,23547"
"56,WY,WYOMING,473,920,17619"
"15,HI,HAWAII,382,617,13479"
"02,AK,ALASKA,361,628,12177"
"11,DC,DISTRICT OF COLUMBIA,351,380,12475"
"30,MT,MONTANA,334,577,10889"
"54,WV,WEST VIRGINIA,281,592,11395"
"16,ID,IDAHO,266,538,10045"
"31,NE,NEBRASKA,265,545,11932"
"46,SD,SOUTH DAKOTA,188,372,8335"
"23,ME,MAINE,182,338,8239"
"33,NH,NEW HAMPSHIRE,159,279,8863"
"10,DE,DELAWARE,150,315,11631"
"38,ND,NORTH DAKOTA,142,272,6041"
"50,VT,VERMONT,111,180,5623"
"44,RI,RHODE ISLAND,93,154,5657"
