" 2006- 2007 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
"FROM: 19-Iowa,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
"TO:,,,,,"
"96,IA,IA Total Mig - US & For,31419,57380,1466226"
"97,IA,IA Total Mig - US,30979,56644,1451728"
"98,IA,IA Total Mig - Foreign,440,736,14498"
"19,IA,IA Non-Migrants,1094686,2407895,59836639"
"17,IL,ILLINOIS,4235,7359,169273"
"31,NE,NEBRASKA,3027,5582,159568"
"27,MN,MINNESOTA,2626,4452,108866"
"29,MO,MISSOURI,2026,3798,85221"
"48,TX,TEXAS,1736,3494,75431"
"06,CA,CALIFORNIA,1518,2515,55973"
"55,WI,WISCONSIN,1338,2549,63397"
"12,FL,FLORIDA,1185,2051,74125"
"04,AZ,ARIZONA,1160,1991,51438"
"08,CO,COLORADO,1152,1859,48536"
"46,SD,SOUTH DAKOTA,1082,2027,68631"
"20,KS,KANSAS,882,1700,42358"
"37,NC,NORTH CAROLINA,570,1069,39724"
"18,IN,INDIANA,539,1103,23811"
"39,OH,OHIO,489,994,27374"
"53,WA,WASHINGTON,487,917,18606"
"13,GA,GEORGIA,485,999,22842"
"26,MI,MICHIGAN,481,1034,33272"
"36,NY,NEW YORK,473,738,17397"
"51,VA,VIRGINIA,460,834,19452"
"57,FR,Foreign,440,736,14498"
"47,TN,TENNESSEE,385,764,22324"
"05,AR,ARKANSAS,375,807,15386"
"40,OK,OKLAHOMA,356,746,13169"
"41,OR,OREGON,320,532,13923"
"32,NV,NEVADA,304,541,37569"
"42,PA,PENNSYLVANIA,284,567,15184"
"21,KY,KENTUCKY,240,471,8868"
"45,SC,SOUTH CAROLINA,220,404,10262"
"49,UT,UTAH,196,481,6909"
"25,MA,MASSACHUSETTS,186,270,8149"
"22,LA,LOUISIANA,185,357,7169"
"24,MD,MARYLAND,182,307,8323"
"56,WY,WYOMING,176,330,8656"
"01,AL,ALABAMA,174,369,6912"
"34,NJ,NEW JERSEY,154,251,8125"
"35,NM,NEW MEXICO,148,262,6084"
"28,MS,MISSISSIPPI,144,329,4412"
"30,MT,MONTANA,141,259,5025"
"16,ID,IDAHO,132,265,5173"
"38,ND,NORTH DAKOTA,121,244,6002"
"15,HI,HAWAII,120,207,4843"
"09,CT,CONNECTICUT,116,192,8354"
"02,AK,ALASKA,93,161,2522"
"11,DC,DISTRICT OF COLUMBIA,71,85,2860"
"54,WV,WEST VIRGINIA,45,79,1465"
"23,ME,MAINE,42,93,1863"
"33,NH,NEW HAMPSHIRE,41,68,3158"
"10,DE,DELAWARE,32,55,1285"
"50,VT,VERMONT,23,43,1406"
"44,RI,RHODE ISLAND,22,40,1052"
