" 2006- 2007 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
"FROM: 08-Colorado,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
"TO:,,,,,"
"96,CO,CO Total Mig - US & For,67961,128544,3325691"
"97,CO,CO Total Mig - US,65775,124340,3235303"
"98,CO,CO Total Mig - Foreign,2186,4204,90388"
"08,CO,CO Non-Migrants,1627578,3509546,105133676"
"06,CA,CALIFORNIA,7741,13419,389180"
"48,TX,TEXAS,7061,15082,362641"
"04,AZ,ARIZONA,3945,7420,220431"
"12,FL,FLORIDA,3151,5568,173040"
"53,WA,WASHINGTON,2558,4606,130894"
"35,NM,NEW MEXICO,2324,4721,108735"
"57,FR,Foreign,2186,4204,90388"
"17,IL,ILLINOIS,1943,3346,98815"
"56,WY,WYOMING,1782,3330,78067"
"51,VA,VIRGINIA,1743,3401,100816"
"36,NY,NEW YORK,1731,2631,75189"
"49,UT,UTAH,1694,3673,78458"
"32,NV,NEVADA,1684,3079,88480"
"20,KS,KANSAS,1616,3379,62454"
"41,OR,OREGON,1508,2503,65431"
"29,MO,MISSOURI,1495,2959,68578"
"13,GA,GEORGIA,1454,3000,67823"
"37,NC,NORTH CAROLINA,1397,2669,67844"
"31,NE,NEBRASKA,1386,2742,54197"
"40,OK,OKLAHOMA,1343,2789,55483"
"27,MN,MINNESOTA,1171,2125,67237"
"42,PA,PENNSYLVANIA,1097,1974,61665"
"39,OH,OHIO,1093,2064,57438"
"26,MI,MICHIGAN,940,1711,40918"
"19,IA,IOWA,909,1692,38705"
"30,MT,MONTANA,881,1617,36828"
"55,WI,WISCONSIN,872,1534,40614"
"47,TN,TENNESSEE,864,1671,48033"
"25,MA,MASSACHUSETTS,842,1263,44761"
"16,ID,IDAHO,812,1646,42525"
"18,IN,INDIANA,753,1515,34888"
"24,MD,MARYLAND,729,1288,38502"
"22,LA,LOUISIANA,694,1363,26130"
"15,HI,HAWAII,674,1196,28122"
"46,SD,SOUTH DAKOTA,583,1139,25574"
"34,NJ,NEW JERSEY,582,1081,37578"
"45,SC,SOUTH CAROLINA,573,1145,37298"
"21,KY,KENTUCKY,572,1272,21451"
"05,AR,ARKANSAS,544,1176,24285"
"01,AL,ALABAMA,537,1238,27405"
"02,AK,ALASKA,464,845,17560"
"09,CT,CONNECTICUT,304,501,19887"
"38,ND,NORTH DAKOTA,298,539,10478"
"28,MS,MISSISSIPPI,284,553,10550"
"33,NH,NEW HAMPSHIRE,253,421,11331"
"23,ME,MAINE,227,376,11039"
"11,DC,DISTRICT OF COLUMBIA,213,266,8593"
"50,VT,VERMONT,164,288,8566"
"54,WV,WEST VIRGINIA,121,219,4262"
"44,RI,RHODE ISLAND,103,185,4231"
"10,DE,DELAWARE,66,120,2295"
