" 2006- 2007 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,49-Utah,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"96,UT,UT Total Mig - US & For,27340,60443,1211920"
"97,UT,UT Total Mig - US,26626,59010,1184187"
"98,UT,UT Total Mig - Foreign,714,1433,27734"
"49,UT,UT Non-Migrants,781626,2012232,45295422"
"06,CA,CALIFORNIA,3774,7562,147719"
"04,AZ,ARIZONA,2377,5340,103076"
"16,ID,IDAHO,2121,5293,86508"
"32,NV,NEVADA,1976,4405,88606"
"48,TX,TEXAS,1724,4108,78700"
"53,WA,WASHINGTON,1503,3364,70239"
"08,CO,COLORADO,1466,3184,70983"
"41,OR,OREGON,985,2028,40155"
"56,WY,WYOMING,828,1980,38648"
"12,FL,FLORIDA,764,1673,37611"
"57,FR,Foreign,714,1433,27734"
"51,VA,VIRGINIA,634,1335,30798"
"35,NM,NEW MEXICO,523,1180,19186"
"36,NY,NEW YORK,519,957,20495"
"13,GA,GEORGIA,436,1006,19033"
"30,MT,MONTANA,428,945,18776"
"17,IL,ILLINOIS,424,909,19390"
"39,OH,OHIO,406,950,16706"
"37,NC,NORTH CAROLINA,392,916,16608"
"29,MO,MISSOURI,376,968,13836"
"42,PA,PENNSYLVANIA,311,676,14097"
"26,MI,MICHIGAN,309,676,11874"
"25,MA,MASSACHUSETTS,278,478,12016"
"47,TN,TENNESSEE,266,608,10340"
"15,HI,HAWAII,265,527,11808"
"18,IN,INDIANA,251,640,11076"
"27,MN,MINNESOTA,243,551,12319"
"40,OK,OKLAHOMA,241,554,10180"
"02,AK,ALASKA,238,505,10210"
"55,WI,WISCONSIN,233,510,11457"
"24,MD,MARYLAND,231,446,8411"
"20,KS,KANSAS,190,428,8570"
"31,NE,NEBRASKA,188,475,8549"
"19,IA,IOWA,185,408,6382"
"21,KY,KENTUCKY,170,397,6984"
"22,LA,LOUISIANA,152,345,6152"
"34,NJ,NEW JERSEY,150,279,6703"
"05,AR,ARKANSAS,144,404,8752"
"45,SC,SOUTH CAROLINA,138,300,6627"
"01,AL,ALABAMA,123,328,6519"
"28,MS,MISSISSIPPI,97,219,3757"
"09,CT,CONNECTICUT,96,176,3256"
"46,SD,SOUTH DAKOTA,78,182,3182"
"33,NH,NEW HAMPSHIRE,70,177,35151"
"11,DC,DISTRICT OF COLUMBIA,65,82,2355"
"38,ND,NORTH DAKOTA,64,126,1959"
"23,ME,MAINE,53,120,2623"
"50,VT,VERMONT,53,99,2462"
"54,WV,WEST VIRGINIA,42,105,1571"
"10,DE,DELAWARE,28,57,969"
"44,RI,RHODE ISLAND,18,29,802"
