" 2006- 2007 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
"FROM: 01-Alabama,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
"TO:,,,,,"
"96,AL,AL Total Mig - US & For,41231,83185,1776861"
"97,AL,AL Total Mig - US,40071,80743,1731732"
"98,AL,AL Total Mig - Foreign,1160,2442,45129"
"01,AL,AL Non-Migrants,1532800,3443705,78152182"
"13,GA,GEORGIA,7435,14923,283025"
"12,FL,FLORIDA,5541,10497,258556"
"47,TN,TENNESSEE,3618,7155,160411"
"48,TX,TEXAS,2875,6039,136950"
"28,MS,MISSISSIPPI,2535,5280,90315"
"37,NC,NORTH CAROLINA,1613,3201,74207"
"22,LA,LOUISIANA,1584,3327,54041"
"06,CA,CALIFORNIA,1429,2645,57709"
"51,VA,VIRGINIA,1304,2894,67732"
"57,FR,Foreign,1160,2442,45129"
"45,SC,SOUTH CAROLINA,886,1827,43652"
"39,OH,OHIO,761,1552,34615"
"36,NY,NEW YORK,754,1339,29008"
"17,IL,ILLINOIS,728,1401,27808"
"21,KY,KENTUCKY,727,1539,32916"
"26,MI,MICHIGAN,574,1189,20971"
"29,MO,MISSOURI,549,1159,30151"
"18,IN,INDIANA,543,1112,20815"
"08,CO,COLORADO,539,1150,24564"
"53,WA,WASHINGTON,481,1023,27836"
"05,AR,ARKANSAS,474,1019,19280"
"04,AZ,ARIZONA,457,915,20212"
"42,PA,PENNSYLVANIA,450,855,22720"
"24,MD,MARYLAND,391,781,18608"
"40,OK,OKLAHOMA,387,847,14056"
"20,KS,KANSAS,330,750,14587"
"55,WI,WISCONSIN,266,524,17477"
"34,NJ,NEW JERSEY,252,461,11138"
"25,MA,MASSACHUSETTS,218,389,9548"
"32,NV,NEVADA,208,417,8211"
"15,HI,HAWAII,197,503,8194"
"35,NM,NEW MEXICO,186,372,9089"
"27,MN,MINNESOTA,178,338,10595"
"02,AK,ALASKA,157,396,7000"
"49,UT,UTAH,157,375,7543"
"41,OR,OREGON,148,274,5998"
"19,IA,IOWA,137,291,5901"
"09,CT,CONNECTICUT,136,260,6188"
"54,WV,WEST VIRGINIA,134,280,5741"
"31,NE,NEBRASKA,108,251,6083"
"11,DC,DISTRICT OF COLUMBIA,98,139,6232"
"56,WY,WYOMING,81,157,2987"
"16,ID,IDAHO,74,163,2852"
"10,DE,DELAWARE,60,124,2765"
"23,ME,MAINE,58,98,1478"
"33,NH,NEW HAMPSHIRE,58,91,2601"
"30,MT,MONTANA,57,115,3675"
"38,ND,NORTH DAKOTA,46,120,2125"
"46,SD,SOUTH DAKOTA,40,83,1369"
"50,VT,VERMONT,28,48,1176"
"44,RI,RHODE ISLAND,24,55,1019"
