" 2006- 2007 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,55-Wisconsin,,,,AGGREGATE"
",,,,,ADJUSTED"
",,,NUMBER OF,NUMBER OF,GROSS"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"96,WI,WI Total Mig - US & For,48692,85355,2386723"
"97,WI,WI Total Mig - US,47722,83796,2354708"
"98,WI,WI Total Mig - Foreign,970,1559,32015"
"55,WI,WI Non-Migrants,2162909,4636062,125536735"
"27,MN,MINNESOTA,7560,11914,301370"
"17,IL,ILLINOIS,7150,12223,313819"
"12,FL,FLORIDA,3213,5576,278746"
"06,CA,CALIFORNIA,2804,4525,125616"
"48,TX,TEXAS,2418,4838,125230"
"04,AZ,ARIZONA,2106,3499,119009"
"26,MI,MICHIGAN,1909,3628,86267"
"08,CO,COLORADO,1388,2238,58064"
"19,IA,IOWA,1386,2568,58346"
"37,NC,NORTH CAROLINA,1091,2009,53683"
"13,GA,GEORGIA,1033,2102,73613"
"36,NY,NEW YORK,1015,1493,45535"
"18,IN,INDIANA,980,1957,44393"
"57,FR,Foreign,970,1559,32015"
"53,WA,WASHINGTON,951,1580,41947"
"29,MO,MISSOURI,934,1815,46242"
"39,OH,OHIO,923,1890,56252"
"47,TN,TENNESSEE,901,1739,40283"
"51,VA,VIRGINIA,828,1430,39502"
"32,NV,NEVADA,688,1110,34740"
"42,PA,PENNSYLVANIA,577,1088,37457"
"41,OR,OREGON,552,911,27512"
"45,SC,SOUTH CAROLINA,484,921,26164"
"25,MA,MASSACHUSETTS,467,707,23195"
"05,AR,ARKANSAS,456,963,21402"
"21,KY,KENTUCKY,378,738,16343"
"24,MD,MARYLAND,372,609,17565"
"20,KS,KANSAS,346,722,15378"
"40,OK,OKLAHOMA,339,734,12945"
"28,MS,MISSISSIPPI,323,657,9330"
"22,LA,LOUISIANA,302,587,10285"
"49,UT,UTAH,299,619,20599"
"46,SD,SOUTH DAKOTA,296,625,12593"
"01,AL,ALABAMA,295,589,14402"
"34,NJ,NEW JERSEY,293,478,15171"
"35,NM,NEW MEXICO,292,518,13420"
"31,NE,NEBRASKA,288,573,15345"
"30,MT,MONTANA,265,452,9513"
"02,AK,ALASKA,242,393,8410"
"38,ND,NORTH DAKOTA,228,459,10522"
"09,CT,CONNECTICUT,221,396,18120"
"15,HI,HAWAII,202,321,14531"
"56,WY,WYOMING,193,329,7520"
"16,ID,IDAHO,168,320,6567"
"11,DC,DISTRICT OF COLUMBIA,165,192,7295"
"23,ME,MAINE,77,152,4796"
"33,NH,NEW HAMPSHIRE,77,150,5015"
"54,WV,WEST VIRGINIA,75,139,2628"
"50,VT,VERMONT,70,114,2553"
"10,DE,DELAWARE,51,104,2370"
"44,RI,RHODE ISLAND,51,102,3106"
