" 2006- 2007 State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
"FROM: 11-DistrictofColumbia,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
"TO:,,,,,"
"96,DC,DC Total Mig - US & For,24253,38555,1472259"
"97,DC,DC Total Mig - US,23543,37403,1425854"
"98,DC,DC Total Mig - Foreign,710,1152,46405"
"11,DC,DC Non-Migrants,200735,340905,14093570"
"24,MD,MARYLAND,9391,17798,466599"
"51,VA,VIRGINIA,4369,6466,295851"
"36,NY,NEW YORK,1613,1927,111863"
"06,CA,CALIFORNIA,1239,1564,96028"
"57,FR,Foreign,710,1152,46405"
"12,FL,FLORIDA,631,907,53896"
"37,NC,NORTH CAROLINA,624,935,30647"
"42,PA,PENNSYLVANIA,537,717,30034"
"25,MA,MASSACHUSETTS,525,647,35478"
"17,IL,ILLINOIS,497,602,32222"
"48,TX,TEXAS,430,624,23701"
"13,GA,GEORGIA,405,648,22557"
"34,NJ,NEW JERSEY,282,380,17031"
"39,OH,OHIO,218,310,12772"
"53,WA,WASHINGTON,207,285,14889"
"08,CO,COLORADO,198,261,12672"
"45,SC,SOUTH CAROLINA,176,275,8603"
"09,CT,CONNECTICUT,168,217,20163"
"04,AZ,ARIZONA,143,199,10672"
"26,MI,MICHIGAN,143,191,6895"
"27,MN,MINNESOTA,130,174,6707"
"47,TN,TENNESSEE,130,187,5685"
"41,OR,OREGON,115,163,8711"
"29,MO,MISSOURI,97,132,24814"
"22,LA,LOUISIANA,90,118,5074"
"10,DE,DELAWARE,85,126,6894"
"55,WI,WISCONSIN,81,102,4336"
"18,IN,INDIANA,80,102,4134"
"01,AL,ALABAMA,79,120,3928"
"15,HI,HAWAII,68,122,3724"
"35,NM,NEW MEXICO,67,94,4904"
"54,WV,WEST VIRGINIA,67,111,4586"
"32,NV,NEVADA,63,81,2553"
"44,RI,RHODE ISLAND,60,83,3611"
"21,KY,KENTUCKY,52,68,2915"
"33,NH,NEW HAMPSHIRE,48,53,3485"
"50,VT,VERMONT,48,65,2013"
"19,IA,IOWA,44,49,2209"
"05,AR,ARKANSAS,41,58,2188"
"20,KS,KANSAS,39,62,2718"
"28,MS,MISSISSIPPI,37,51,1601"
"23,ME,MAINE,36,52,2618"
"40,OK,OKLAHOMA,36,60,2304"
"49,UT,UTAH,33,45,3658"
"30,MT,MONTANA,24,30,904"
"31,NE,NEBRASKA,24,32,1496"
"16,ID,IDAHO,23,34,1152"
"02,AK,ALASKA,17,24,765"
"38,ND,NORTH DAKOTA,11,18,252"
"46,SD,SOUTH DAKOTA,11,18,2483"
"56,WY,WYOMING,11,16,859"
