" 2006- 2007 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 38-NorthDakota,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
"FROM:,,,,,"
"96,ND,ND Total Mig - US & For,9817,17599,338189"
"97,ND,ND Total Mig - US,9192,16512,324360"
"98,ND,ND Total Mig - Foreign,625,1087,13829"
"38,ND,ND Non-Migrants,244561,517666,12686414"
"27,MN,MINNESOTA,3214,5093,104041"
"46,SD,SOUTH DAKOTA,645,1181,19475"
"57,FR,Foreign,625,1087,13829"
"30,MT,MONTANA,493,918,15413"
"06,CA,CALIFORNIA,426,781,13878"
"48,TX,TEXAS,379,828,12814"
"08,CO,COLORADO,298,539,10478"
"53,WA,WASHINGTON,281,498,9129"
"12,FL,FLORIDA,239,436,7082"
"04,AZ,ARIZONA,230,417,8842"
"55,WI,WISCONSIN,228,459,10522"
"17,IL,ILLINOIS,165,324,7971"
"56,WY,WYOMING,154,323,7778"
"26,MI,MICHIGAN,142,272,6041"
"32,NV,NEVADA,133,257,5653"
"51,VA,VIRGINIA,129,259,5984"
"19,IA,IOWA,121,244,6002"
"31,NE,NEBRASKA,118,225,4915"
"02,AK,ALASKA,113,258,4877"
"36,NY,NEW YORK,105,182,3854"
"29,MO,MISSOURI,104,201,4025"
"20,KS,KANSAS,102,170,3521"
"41,OR,OREGON,98,164,2434"
"37,NC,NORTH CAROLINA,97,196,6029"
"40,OK,OKLAHOMA,94,179,2933"
"13,GA,GEORGIA,91,164,3155"
"39,OH,OHIO,91,156,3630"
"42,PA,PENNSYLVANIA,74,148,2646"
"16,ID,IDAHO,70,153,2804"
"35,NM,NEW MEXICO,64,123,2471"
"49,UT,UTAH,64,126,1959"
"22,LA,LOUISIANA,63,141,2580"
"18,IN,INDIANA,60,115,2028"
"15,HI,HAWAII,56,107,2028"
"47,TN,TENNESSEE,53,101,1605"
"01,AL,ALABAMA,46,120,2125"
"05,AR,ARKANSAS,44,89,1731"
"24,MD,MARYLAND,43,87,1642"
"34,NJ,NEW JERSEY,41,73,1699"
"25,MA,MASSACHUSETTS,36,62,1021"
"28,MS,MISSISSIPPI,36,80,1138"
"21,KY,KENTUCKY,35,63,1962"
"45,SC,SOUTH CAROLINA,34,52,1057"
"09,CT,CONNECTICUT,17,20,656"
"54,WV,WEST VIRGINIA,14,23,398"
"23,ME,MAINE,12,27,410"
"33,NH,NEW HAMPSHIRE,12,25,480"
"11,DC,DISTRICT OF COLUMBIA,11,18,252"
"44,RI,RHODE ISLAND,8,21,754"
"10,DE,DELAWARE,5,8,274"
"50,VT,VERMONT,4,6,164"
