" 2006- 2007 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 35-NewMexico,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
"FROM:,,,,,"
"96,NM,NM Total Mig - US & For,31675,63464,1429552"
"97,NM,NM Total Mig - US,30337,60963,1392152"
"98,NM,NM Total Mig - Foreign,1338,2501,37400"
"35,NM,NM Non-Migrants,649931,1412698,31201412"
"48,TX,TEXAS,5784,12351,237325"
"06,CA,CALIFORNIA,4469,9298,236982"
"04,AZ,ARIZONA,3556,7546,128811"
"08,CO,COLORADO,2324,4721,108735"
"57,FR,Foreign,1338,2501,37400"
"12,FL,FLORIDA,1188,2168,58412"
"32,NV,NEVADA,789,1585,36389"
"53,WA,WASHINGTON,771,1459,37158"
"36,NY,NEW YORK,638,1028,31547"
"17,IL,ILLINOIS,632,1105,31622"
"51,VA,VIRGINIA,564,1162,40397"
"40,OK,OKLAHOMA,533,1099,18075"
"49,UT,UTAH,523,1180,19186"
"39,OH,OHIO,494,935,26838"
"26,MI,MICHIGAN,476,850,21334"
"20,KS,KANSAS,431,934,16353"
"41,OR,OREGON,420,793,19191"
"42,PA,PENNSYLVANIA,407,725,21655"
"13,GA,GEORGIA,402,799,17663"
"37,NC,NORTH CAROLINA,397,792,15126"
"29,MO,MISSOURI,359,659,14974"
"24,MD,MARYLAND,340,593,22067"
"18,IN,INDIANA,298,570,12914"
"25,MA,MASSACHUSETTS,292,471,16365"
"55,WI,WISCONSIN,292,518,13420"
"27,MN,MINNESOTA,283,537,12943"
"02,AK,ALASKA,281,610,12459"
"34,NJ,NEW JERSEY,255,437,17338"
"47,TN,TENNESSEE,249,505,12193"
"15,HI,HAWAII,224,431,9394"
"22,LA,LOUISIANA,219,442,11909"
"16,ID,IDAHO,203,413,9564"
"05,AR,ARKANSAS,202,427,7815"
"01,AL,ALABAMA,186,372,9089"
"56,WY,WYOMING,181,378,7264"
"30,MT,MONTANA,180,357,6928"
"45,SC,SOUTH CAROLINA,171,320,8565"
"09,CT,CONNECTICUT,170,300,14255"
"31,NE,NEBRASKA,166,336,6849"
"19,IA,IOWA,148,262,6084"
"28,MS,MISSISSIPPI,131,246,5062"
"21,KY,KENTUCKY,122,218,4492"
"46,SD,SOUTH DAKOTA,115,227,3965"
"33,NH,NEW HAMPSHIRE,90,150,5476"
"23,ME,MAINE,79,139,3237"
"11,DC,DISTRICT OF COLUMBIA,67,94,4904"
"38,ND,NORTH DAKOTA,59,108,2554"
"50,VT,VERMONT,49,81,1751"
"54,WV,WEST VIRGINIA,47,83,1811"
"44,RI,RHODE ISLAND,44,77,2115"
"10,DE,DELAWARE,37,72,1593"
