" 2006- 2007 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 21-Kentucky,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
"FROM:,,,,,"
"96,KY,KY Total Mig - US & For,44567,89522,1799526"
"97,KY,KY Total Mig - US,42820,86737,1758488"
"98,KY,KY Total Mig - Foreign,1747,2785,41038"
"21,KY,KY Non-Migrants,1424520,3139797,70744113"
"39,OH,OHIO,6588,12138,273064"
"18,IN,INDIANA,5118,9762,178802"
"47,TN,TENNESSEE,4002,8404,135853"
"12,FL,FLORIDA,3689,7138,148049"
"17,IL,ILLINOIS,1938,3812,83374"
"13,GA,GEORGIA,1782,4216,85685"
"48,TX,TEXAS,1767,3909,77719"
"57,FR,Foreign,1747,2785,41038"
"06,CA,CALIFORNIA,1734,3564,77775"
"26,MI,MICHIGAN,1520,3153,65353"
"37,NC,NORTH CAROLINA,1380,2929,56460"
"51,VA,VIRGINIA,1197,2563,56448"
"36,NY,NEW YORK,938,1926,40157"
"29,MO,MISSOURI,848,1775,36181"
"42,PA,PENNSYLVANIA,783,1629,36218"
"54,WV,WEST VIRGINIA,736,1464,26788"
"01,AL,ALABAMA,727,1539,32916"
"45,SC,SOUTH CAROLINA,637,1269,24555"
"08,CO,COLORADO,572,1272,21451"
"24,MD,MARYLAND,510,1107,34384"
"04,AZ,ARIZONA,509,1042,21159"
"53,WA,WASHINGTON,453,972,16961"
"20,KS,KANSAS,385,938,16067"
"28,MS,MISSISSIPPI,382,807,15301"
"55,WI,WISCONSIN,378,738,16343"
"34,NJ,NEW JERSEY,363,784,19254"
"22,LA,LOUISIANA,360,749,15769"
"05,AR,ARKANSAS,341,743,12794"
"40,OK,OKLAHOMA,337,727,11939"
"25,MA,MASSACHUSETTS,271,484,14526"
"27,MN,MINNESOTA,245,485,11511"
"32,NV,NEVADA,241,457,10232"
"19,IA,IOWA,240,471,8868"
"09,CT,CONNECTICUT,208,415,13599"
"41,OR,OREGON,190,372,7335"
"15,HI,HAWAII,174,385,5203"
"49,UT,UTAH,170,397,6984"
"35,NM,NEW MEXICO,136,263,5296"
"02,AK,ALASKA,132,287,4416"
"33,NH,NEW HAMPSHIRE,104,204,4525"
"31,NE,NEBRASKA,100,206,4184"
"16,ID,IDAHO,96,222,3025"
"23,ME,MAINE,84,164,3281"
"10,DE,DELAWARE,78,151,3513"
"30,MT,MONTANA,74,149,2533"
"44,RI,RHODE ISLAND,56,96,2456"
"56,WY,WYOMING,55,128,1876"
"11,DC,DISTRICT OF COLUMBIA,52,68,2915"
"46,SD,SOUTH DAKOTA,52,99,1702"
"50,VT,VERMONT,45,73,2341"
"38,ND,NORTH DAKOTA,43,92,1346"
