" 2006- 2007 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 55-Wisconsin,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
"FROM:,,,,,"
"96,WI,WI Total Mig - US & For,44216,83390,2168541"
"97,WI,WI Total Mig - US,42498,81002,2138561"
"98,WI,WI Total Mig - Foreign,1718,2388,29980"
"55,WI,WI Non-Migrants,2162909,4636062,125536735"
"17,IL,ILLINOIS,8960,17503,452686"
"27,MN,MINNESOTA,6592,11709,298603"
"26,MI,MICHIGAN,2699,4973,119625"
"12,FL,FLORIDA,2336,4141,107972"
"06,CA,CALIFORNIA,2335,4458,118420"
"57,FR,Foreign,1718,2388,29980"
"48,TX,TEXAS,1674,3480,88621"
"19,IA,IOWA,1338,2549,63397"
"04,AZ,ARIZONA,1215,2232,50163"
"39,OH,OHIO,1020,2014,71353"
"18,IN,INDIANA,1009,2036,52071"
"08,CO,COLORADO,872,1534,40614"
"36,NY,NEW YORK,841,1465,50063"
"29,MO,MISSOURI,791,1581,45047"
"37,NC,NORTH CAROLINA,789,1580,37042"
"51,VA,VIRGINIA,716,1395,38650"
"53,WA,WASHINGTON,704,1310,46732"
"42,PA,PENNSYLVANIA,679,1414,48439"
"13,GA,GEORGIA,667,1399,34964"
"47,TN,TENNESSEE,579,1226,29419"
"32,NV,NEVADA,428,715,16143"
"25,MA,MASSACHUSETTS,369,651,37776"
"20,KS,KANSAS,332,703,16251"
"21,KY,KENTUCKY,324,654,14111"
"24,MD,MARYLAND,321,630,17839"
"34,NJ,NEW JERSEY,320,611,23288"
"41,OR,OREGON,299,551,11232"
"31,NE,NEBRASKA,298,603,19901"
"05,AR,ARKANSAS,272,545,10996"
"45,SC,SOUTH CAROLINA,268,543,13475"
"01,AL,ALABAMA,266,524,17477"
"28,MS,MISSISSIPPI,266,595,8156"
"40,OK,OKLAHOMA,247,508,11182"
"46,SD,SOUTH DAKOTA,245,449,10163"
"09,CT,CONNECTICUT,243,480,20089"
"49,UT,UTAH,233,510,11457"
"38,ND,NORTH DAKOTA,215,388,7779"
"22,LA,LOUISIANA,212,450,9257"
"30,MT,MONTANA,186,347,5975"
"35,NM,NEW MEXICO,185,339,8395"
"15,HI,HAWAII,173,325,6287"
"02,AK,ALASKA,171,301,6222"
"16,ID,IDAHO,158,362,6669"
"56,WY,WYOMING,111,209,4654"
"10,DE,DELAWARE,95,212,7426"
"23,ME,MAINE,95,175,3845"
"33,NH,NEW HAMPSHIRE,89,171,5052"
"11,DC,DISTRICT OF COLUMBIA,81,102,4336"
"54,WV,WEST VIRGINIA,64,126,3081"
"50,VT,VERMONT,62,109,2727"
"44,RI,RHODE ISLAND,54,115,3442"
