" 2006- 2007 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 22-Louisiana,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
"FROM:,,,,,"
"96,LA,LA Total Mig - US & For,51068,105560,1625247"
"97,LA,LA Total Mig - US,49085,102400,1583948"
"98,LA,LA Total Mig - Foreign,1983,3160,41299"
"22,LA,LA Non-Migrants,1323832,2994438,63425502"
"48,TX,TEXAS,16592,36900,467359"
"28,MS,MISSISSIPPI,3749,7845,110949"
"13,GA,GEORGIA,3219,7069,86051"
"12,FL,FLORIDA,3155,6027,104402"
"06,CA,CALIFORNIA,2310,4280,78025"
"57,FR,Foreign,1983,3160,41299"
"01,AL,ALABAMA,1584,3327,54041"
"05,AR,ARKANSAS,1549,3322,48526"
"47,TN,TENNESSEE,1487,3113,47250"
"37,NC,NORTH CAROLINA,1143,2384,39678"
"51,VA,VIRGINIA,1059,2216,48328"
"36,NY,NEW YORK,959,1660,35161"
"17,IL,ILLINOIS,885,1650,31123"
"29,MO,MISSOURI,779,1627,26656"
"26,MI,MICHIGAN,730,1477,25512"
"40,OK,OKLAHOMA,730,1616,28946"
"39,OH,OHIO,703,1344,27616"
"08,CO,COLORADO,694,1363,26130"
"53,WA,WASHINGTON,584,1146,21948"
"45,SC,SOUTH CAROLINA,563,1209,19030"
"18,IN,INDIANA,525,1085,21139"
"42,PA,PENNSYLVANIA,525,943,19355"
"04,AZ,ARIZONA,514,1009,18017"
"24,MD,MARYLAND,493,945,24794"
"21,KY,KENTUCKY,415,834,16393"
"32,NV,NEVADA,408,797,13028"
"34,NJ,NEW JERSEY,377,674,20333"
"55,WI,WISCONSIN,302,587,10285"
"20,KS,KANSAS,299,616,9383"
"25,MA,MASSACHUSETTS,291,503,10527"
"35,NM,NEW MEXICO,225,449,8697"
"41,OR,OREGON,213,388,7461"
"27,MN,MINNESOTA,202,365,6484"
"19,IA,IOWA,185,357,7169"
"15,HI,HAWAII,174,363,5987"
"09,CT,CONNECTICUT,168,290,7190"
"49,UT,UTAH,152,345,6152"
"31,NE,NEBRASKA,146,296,4198"
"54,WV,WEST VIRGINIA,130,248,5558"
"02,AK,ALASKA,127,287,4896"
"56,WY,WYOMING,99,221,4476"
"16,ID,IDAHO,97,218,3776"
"11,DC,DISTRICT OF COLUMBIA,90,118,5074"
"23,ME,MAINE,83,149,3275"
"33,NH,NEW HAMPSHIRE,71,123,2419"
"44,RI,RHODE ISLAND,64,121,2419"
"30,MT,MONTANA,63,119,2018"
"10,DE,DELAWARE,62,137,2756"
"38,ND,NORTH DAKOTA,57,126,2118"
"46,SD,SOUTH DAKOTA,31,68,1147"
"50,VT,VERMONT,23,44,690"
