" 2006- 2007 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 42-Pennsylvania,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
"FROM:,,,,,"
"96,PA,PA Total Mig - US & For,105832,196702,5427129"
"97,PA,PA Total Mig - US,99759,188015,5305493"
"98,PA,PA Total Mig - Foreign,6073,8687,121636"
"42,PA,PA Non-Migrants,4714854,9910214,273713260"
"34,NJ,NEW JERSEY,17134,32379,992285"
"36,NY,NEW YORK,15349,30699,709486"
"24,MD,MARYLAND,9626,19006,526231"
"12,FL,FLORIDA,7812,13920,330096"
"57,FR,Foreign,6073,8687,121636"
"51,VA,VIRGINIA,5115,9444,286032"
"39,OH,OHIO,4731,8415,215905"
"06,CA,CALIFORNIA,4181,7249,254362"
"37,NC,NORTH CAROLINA,3296,6269,167934"
"10,DE,DELAWARE,2967,5463,170968"
"48,TX,TEXAS,2642,5220,158401"
"25,MA,MASSACHUSETTS,2228,3740,135126"
"13,GA,GEORGIA,1976,3939,101849"
"17,IL,ILLINOIS,1756,3253,124292"
"09,CT,CONNECTICUT,1627,3007,111550"
"26,MI,MICHIGAN,1614,3042,106422"
"54,WV,WEST VIRGINIA,1463,2680,60685"
"45,SC,SOUTH CAROLINA,1278,2388,51521"
"04,AZ,ARIZONA,1257,2309,57881"
"08,CO,COLORADO,1097,1974,61665"
"18,IN,INDIANA,994,1950,55833"
"47,TN,TENNESSEE,935,1844,47062"
"53,WA,WASHINGTON,924,1718,50331"
"29,MO,MISSOURI,745,1483,47566"
"21,KY,KENTUCKY,582,1128,30980"
"55,WI,WISCONSIN,577,1088,37457"
"27,MN,MINNESOTA,559,1129,37134"
"11,DC,DISTRICT OF COLUMBIA,537,717,30034"
"32,NV,NEVADA,515,953,28066"
"33,NH,NEW HAMPSHIRE,465,820,26567"
"01,AL,ALABAMA,450,855,22720"
"44,RI,RHODE ISLAND,436,766,23846"
"22,LA,LOUISIANA,428,857,24447"
"23,ME,MAINE,374,677,15897"
"40,OK,OKLAHOMA,369,721,18416"
"20,KS,KANSAS,364,701,19403"
"41,OR,OREGON,364,608,16074"
"15,HI,HAWAII,358,620,13934"
"49,UT,UTAH,311,676,14097"
"35,NM,NEW MEXICO,295,532,13178"
"19,IA,IOWA,284,567,15184"
"50,VT,VERMONT,275,427,11942"
"28,MS,MISSISSIPPI,255,486,9612"
"05,AR,ARKANSAS,253,507,33022"
"31,NE,NEBRASKA,183,339,9702"
"30,MT,MONTANA,169,280,4910"
"16,ID,IDAHO,168,330,7267"
"02,AK,ALASKA,159,309,5767"
"56,WY,WYOMING,105,177,5533"
"38,ND,NORTH DAKOTA,100,186,3273"
"46,SD,SOUTH DAKOTA,77,168,3547"
