" 2006- 2007 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 36-NewYork,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
"FROM:,,,,,"
"96,NY,NY Total Mig - US & For,155509,240902,7449562"
"97,NY,NY Total Mig - US,137761,217874,6961524"
"98,NY,NY Total Mig - Foreign,17748,23028,488038"
"36,NY,NY Non-Migrants,6876698,14183110,435136269"
"34,NJ,NEW JERSEY,20243,32261,1340633"
"57,FR,Foreign,17748,23028,488038"
"12,FL,FLORIDA,16385,27264,620750"
"06,CA,CALIFORNIA,11478,16133,697854"
"42,PA,PENNSYLVANIA,11240,18605,538517"
"25,MA,MASSACHUSETTS,8253,11284,437293"
"09,CT,CONNECTICUT,7455,11577,533837"
"51,VA,VIRGINIA,5644,9263,271162"
"37,NC,NORTH CAROLINA,5225,8993,192114"
"48,TX,TEXAS,4930,8047,230742"
"13,GA,GEORGIA,4065,7220,166384"
"24,MD,MARYLAND,3999,6382,200327"
"17,IL,ILLINOIS,3798,5490,236654"
"39,OH,OHIO,3516,5491,170143"
"26,MI,MICHIGAN,2677,4203,127365"
"45,SC,SOUTH CAROLINA,1836,3139,56915"
"53,WA,WASHINGTON,1810,2721,82056"
"08,CO,COLORADO,1731,2631,75189"
"04,AZ,ARIZONA,1708,2801,66540"
"11,DC,DISTRICT OF COLUMBIA,1613,1927,111863"
"50,VT,VERMONT,1266,1958,48207"
"47,TN,TENNESSEE,1264,2130,48375"
"18,IN,INDIANA,1199,1923,52252"
"27,MN,MINNESOTA,1186,1737,51588"
"44,RI,RHODE ISLAND,1182,1812,42645"
"29,MO,MISSOURI,1091,1740,54308"
"33,NH,NEW HAMPSHIRE,1062,1689,47407"
"55,WI,WISCONSIN,1015,1493,45535"
"32,NV,NEVADA,940,1513,33729"
"23,ME,MAINE,817,1250,32707"
"21,KY,KENTUCKY,808,1446,37802"
"41,OR,OREGON,786,1107,32286"
"01,AL,ALABAMA,754,1339,29008"
"22,LA,LOUISIANA,726,1188,28403"
"10,DE,DELAWARE,633,1055,29951"
"40,OK,OKLAHOMA,613,1082,19376"
"15,HI,HAWAII,605,982,20138"
"20,KS,KANSAS,536,911,18619"
"49,UT,UTAH,519,957,20495"
"19,IA,IOWA,473,738,17397"
"35,NM,NEW MEXICO,419,644,15020"
"54,WV,WEST VIRGINIA,360,613,12968"
"05,AR,ARKANSAS,335,555,10818"
"28,MS,MISSISSIPPI,324,564,10804"
"31,NE,NEBRASKA,302,470,12446"
"02,AK,ALASKA,264,468,8404"
"16,ID,IDAHO,206,366,10137"
"30,MT,MONTANA,190,284,5860"
"38,ND,NORTH DAKOTA,97,151,2685"
"56,WY,WYOMING,95,141,3129"
"46,SD,SOUTH DAKOTA,88,136,2687"
