" 2006- 2007 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 46-SouthDakota,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
"FROM:,,,,,"
"96,SD,SD Total Mig - US & For,11779,22674,546212"
"97,SD,SD Total Mig - US,11371,21952,537186"
"98,SD,SD Total Mig - Foreign,408,722,9026"
"46,SD,SD Non-Migrants,289122,627015,14935707"
"27,MN,MINNESOTA,1886,3240,93019"
"19,IA,IOWA,1082,2027,68631"
"31,NE,NEBRASKA,1008,1994,41992"
"06,CA,CALIFORNIA,644,1266,33291"
"38,ND,NORTH DAKOTA,634,1267,23258"
"08,CO,COLORADO,583,1139,25574"
"48,TX,TEXAS,490,1008,20554"
"04,AZ,ARIZONA,423,830,23174"
"57,FR,Foreign,408,722,9026"
"56,WY,WYOMING,390,732,17364"
"12,FL,FLORIDA,300,559,13476"
"55,WI,WISCONSIN,296,625,12593"
"53,WA,WASHINGTON,270,560,11191"
"30,MT,MONTANA,238,462,8576"
"17,IL,ILLINOIS,235,472,14813"
"20,KS,KANSAS,207,407,9388"
"29,MO,MISSOURI,205,406,9186"
"26,MI,MICHIGAN,188,372,8335"
"32,NV,NEVADA,166,308,7515"
"41,OR,OREGON,151,290,6183"
"39,OH,OHIO,141,255,5892"
"36,NY,NEW YORK,131,228,7316"
"51,VA,VIRGINIA,128,259,7743"
"37,NC,NORTH CAROLINA,120,232,4570"
"13,GA,GEORGIA,114,242,5226"
"18,IN,INDIANA,109,222,4779"
"40,OK,OKLAHOMA,109,240,4344"
"47,TN,TENNESSEE,106,217,4246"
"02,AK,ALASKA,101,237,4813"
"42,PA,PENNSYLVANIA,100,189,3917"
"35,NM,NEW MEXICO,97,213,4400"
"16,ID,IDAHO,89,198,3250"
"49,UT,UTAH,78,182,3182"
"05,AR,ARKANSAS,62,129,2666"
"24,MD,MARYLAND,55,98,3029"
"45,SC,SOUTH CAROLINA,48,100,1941"
"01,AL,ALABAMA,40,83,1369"
"25,MA,MASSACHUSETTS,40,71,1305"
"28,MS,MISSISSIPPI,38,84,1007"
"22,LA,LOUISIANA,37,82,1454"
"34,NJ,NEW JERSEY,37,52,1535"
"15,HI,HAWAII,36,74,1139"
"21,KY,KENTUCKY,35,68,1665"
"33,NH,NEW HAMPSHIRE,23,41,1458"
"09,CT,CONNECTICUT,20,35,1145"
"10,DE,DELAWARE,18,37,1090"
"23,ME,MAINE,18,39,563"
"54,WV,WEST VIRGINIA,18,34,564"
"11,DC,DISTRICT OF COLUMBIA,11,18,2483"
"50,VT,VERMONT,11,23,894"
"44,RI,RHODE ISLAND,5,6,85"
