" 2006- 2007 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 02-Alaska,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
"FROM:,,,,,"
"96,AK,AK Total Mig - US & For,14673,28716,574584"
"97,AK,AK Total Mig - US,13940,27209,551742"
"98,AK,AK Total Mig - Foreign,733,1507,22842"
"02,AK,AK Non-Migrants,227683,490179,13802387"
"53,WA,WASHINGTON,1400,2547,54703"
"06,CA,CALIFORNIA,1315,2364,48652"
"48,TX,TEXAS,1143,2459,58851"
"57,FR,Foreign,733,1507,22842"
"41,OR,OREGON,688,1247,27497"
"12,FL,FLORIDA,616,1197,22581"
"04,AZ,ARIZONA,484,891,17470"
"08,CO,COLORADO,464,845,17560"
"37,NC,NORTH CAROLINA,390,851,13203"
"13,GA,GEORGIA,384,824,13698"
"26,MI,MICHIGAN,361,628,12177"
"15,HI,HAWAII,360,853,15128"
"27,MN,MINNESOTA,330,527,11358"
"51,VA,VIRGINIA,330,745,14979"
"30,MT,MONTANA,310,555,14087"
"16,ID,IDAHO,308,643,12729"
"36,NY,NEW YORK,301,513,8663"
"39,OH,OHIO,295,541,9213"
"32,NV,NEVADA,278,524,11749"
"17,IL,ILLINOIS,260,423,10506"
"55,WI,WISCONSIN,242,393,8410"
"49,UT,UTAH,238,505,10210"
"42,PA,PENNSYLVANIA,237,374,9848"
"40,OK,OKLAHOMA,235,578,9997"
"29,MO,MISSOURI,223,478,8898"
"35,NM,NEW MEXICO,211,459,9080"
"24,MD,MARYLAND,177,365,8218"
"45,SC,SOUTH CAROLINA,174,414,6706"
"47,TN,TENNESSEE,160,295,5668"
"18,IN,INDIANA,159,312,5817"
"01,AL,ALABAMA,157,396,7000"
"20,KS,KANSAS,147,370,5894"
"21,KY,KENTUCKY,136,334,5905"
"22,LA,LOUISIANA,135,322,6384"
"05,AR,ARKANSAS,126,266,4346"
"25,MA,MASSACHUSETTS,116,189,3972"
"31,NE,NEBRASKA,114,235,4930"
"56,WY,WYOMING,112,217,6733"
"23,ME,MAINE,104,165,3480"
"46,SD,SOUTH DAKOTA,95,191,3739"
"19,IA,IOWA,93,161,2522"
"34,NJ,NEW JERSEY,93,171,4000"
"28,MS,MISSISSIPPI,87,189,3177"
"38,ND,NORTH DAKOTA,85,197,3463"
"09,CT,CONNECTICUT,60,77,1526"
"33,NH,NEW HAMPSHIRE,55,90,1658"
"50,VT,VERMONT,44,74,1283"
"54,WV,WEST VIRGINIA,44,88,1465"
"10,DE,DELAWARE,30,70,1114"
"11,DC,DISTRICT OF COLUMBIA,17,24,765"
"44,RI,RHODE ISLAND,17,33,729"
