" 2006- 2007 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 45-SouthCarolina,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
"FROM:,,,,,"
"96,SC,SC Total Mig - US & For,69247,137663,3492934"
"97,SC,SC Total Mig - US,66973,133518,3428830"
"98,SC,SC Total Mig - Foreign,2274,4145,64104"
"45,SC,SC Non-Migrants,1465086,3211403,73553068"
"37,NC,NORTH CAROLINA,11819,23781,608673"
"12,FL,FLORIDA,7837,15699,357588"
"13,GA,GEORGIA,6542,13036,326751"
"36,NY,NEW YORK,4509,8838,208550"
"51,VA,VIRGINIA,3851,7742,213915"
"42,PA,PENNSYLVANIA,2736,5096,151893"
"39,OH,OHIO,2639,4981,140201"
"34,NJ,NEW JERSEY,2586,5304,156325"
"06,CA,CALIFORNIA,2296,4766,123374"
"57,FR,Foreign,2274,4145,64104"
"24,MD,MARYLAND,2166,4243,121012"
"48,TX,TEXAS,1976,4152,96553"
"47,TN,TENNESSEE,1612,3194,79577"
"26,MI,MICHIGAN,1608,3161,83103"
"25,MA,MASSACHUSETTS,1156,2182,62264"
"17,IL,ILLINOIS,1084,2091,72647"
"09,CT,CONNECTICUT,1040,2028,68941"
"18,IN,INDIANA,937,1869,51150"
"01,AL,ALABAMA,886,1827,43652"
"21,KY,KENTUCKY,695,1363,33589"
"54,WV,WEST VIRGINIA,655,1251,27692"
"53,WA,WASHINGTON,653,1469,29900"
"08,CO,COLORADO,573,1145,37298"
"04,AZ,ARIZONA,538,1070,26272"
"29,MO,MISSOURI,525,1060,27778"
"22,LA,LOUISIANA,495,1036,21335"
"55,WI,WISCONSIN,484,921,26164"
"28,MS,MISSISSIPPI,423,842,17991"
"33,NH,NEW HAMPSHIRE,371,693,19148"
"40,OK,OKLAHOMA,339,703,13409"
"27,MN,MINNESOTA,307,583,15792"
"44,RI,RHODE ISLAND,307,697,15429"
"15,HI,HAWAII,304,691,11653"
"20,KS,KANSAS,291,631,12788"
"05,AR,ARKANSAS,264,551,11389"
"32,NV,NEVADA,257,506,11777"
"23,ME,MAINE,237,424,10986"
"10,DE,DELAWARE,228,439,11154"
"19,IA,IOWA,220,404,10262"
"41,OR,OREGON,191,380,7576"
"35,NM,NEW MEXICO,185,396,8312"
"11,DC,DISTRICT OF COLUMBIA,176,275,8603"
"31,NE,NEBRASKA,163,340,7462"
"02,AK,ALASKA,160,392,6595"
"50,VT,VERMONT,152,258,9904"
"49,UT,UTAH,138,300,6627"
"16,ID,IDAHO,94,209,6106"
"30,MT,MONTANA,76,143,2496"
"56,WY,WYOMING,75,131,2927"
"38,ND,NORTH DAKOTA,63,128,1961"
"46,SD,SOUTH DAKOTA,54,97,2289"
