" 2006- 2007 State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
"TO: 37-NorthCarolina,,,NUMBER OF RETURNS,NUMBER OF EXEMPTIONS,AGGREGATE ADJUSTED GROSS INCOME"
",,,,,"
",,,,,"
",,,,,"
"FROM:,,,,,"
"96,NC,NC Total Mig - US & For,142540,287008,7053610"
"97,NC,NC Total Mig - US,137112,277346,6893090"
"98,NC,NC Total Mig - Foreign,5428,9662,160520"
"37,NC,NC Non-Migrants,3007667,6694169,162445283"
"12,FL,FLORIDA,17739,35838,839905"
"51,VA,VIRGINIA,13876,28382,697041"
"36,NY,NEW YORK,13060,26855,612330"
"45,SC,SOUTH CAROLINA,9670,18788,399242"
"06,CA,CALIFORNIA,7267,15692,403210"
"13,GA,GEORGIA,6919,14301,371453"
"34,NJ,NEW JERSEY,6235,13646,373223"
"42,PA,PENNSYLVANIA,5998,11390,308329"
"24,MD,MARYLAND,5678,11827,315467"
"57,FR,Foreign,5428,9662,160520"
"39,OH,OHIO,5184,9525,259008"
"48,TX,TEXAS,4945,10584,255669"
"26,MI,MICHIGAN,3376,6394,160255"
"47,TN,TENNESSEE,3350,6465,149340"
"25,MA,MASSACHUSETTS,2998,5843,179305"
"17,IL,ILLINOIS,2644,5105,154463"
"09,CT,CONNECTICUT,2130,4313,147815"
"18,IN,INDIANA,1709,3283,90029"
"04,AZ,ARIZONA,1701,3592,98282"
"01,AL,ALABAMA,1613,3201,74207"
"54,WV,WEST VIRGINIA,1474,2752,49502"
"08,CO,COLORADO,1397,2669,67844"
"53,WA,WASHINGTON,1373,2888,66265"
"21,KY,KENTUCKY,1304,2601,67861"
"22,LA,LOUISIANA,1190,2449,61785"
"29,MO,MISSOURI,1130,2274,54706"
"55,WI,WISCONSIN,1091,2009,53683"
"33,NH,NEW HAMPSHIRE,853,1726,51108"
"27,MN,MINNESOTA,838,1632,51452"
"20,KS,KANSAS,762,1788,40794"
"28,MS,MISSISSIPPI,754,1510,34412"
"40,OK,OKLAHOMA,734,1657,28246"
"32,NV,NEVADA,657,1304,32064"
"15,HI,HAWAII,652,1602,27609"
"44,RI,RHODE ISLAND,638,1362,28480"
"11,DC,DISTRICT OF COLUMBIA,624,935,30647"
"23,ME,MAINE,597,1093,24224"
"05,AR,ARKANSAS,584,1219,23920"
"10,DE,DELAWARE,584,1195,34152"
"19,IA,IOWA,570,1069,39724"
"41,OR,OREGON,551,1055,22051"
"35,NM,NEW MEXICO,398,826,19060"
"50,VT,VERMONT,397,696,17617"
"49,UT,UTAH,392,916,16608"
"02,AK,ALASKA,379,919,15350"
"31,NE,NEBRASKA,284,566,15761"
"16,ID,IDAHO,250,552,10009"
"30,MT,MONTANA,190,400,6922"
"46,SD,SOUTH DAKOTA,125,214,3853"
"56,WY,WYOMING,125,221,4260"
"38,ND,NORTH DAKOTA,123,223,4549"
