"1993 - 1994  State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
",,,,,"
",,,,,AGGREGATE"
"TO: ,NEBRASKA,,NUMBER OF,NUMBER OF,TOTAL MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"31, ,Total Inflow,20015,42880,505597"
"19,Ia,Iowa,3021,5859,71377"
"6,Ca,California,2122,5036,50106"
"8,Co,Colorado,1489,3200,35165"
"20,Ks,Kansas,1250,2754,32355"
"48,Tx,Texas,1205,2932,32992"
"57,FR,Foreign,1154,2015,19955"
"46,SD,South Dakota,803,1651,16991"
"29,Mo,Missouri,760,1577,20912"
"17,Il,Illinois,660,1434,21318"
"27,Mn,Minnesota,512,1014,15599"
"4,Az,Arizona,501,1057,11252"
"56,Wy,Wyoming,468,1007,9229"
"12,Fl,Florida,431,953,9494"
"53,Wa,Washington,360,825,9028"
"51,Va,Virginia,287,704,9016"
"18,In,Indiana,280,632,8074"
"55,Wi,Wisconsin,275,573,8888"
"40,Ok,Oklahoma,274,632,7064"
"39,Oh,Ohio,255,503,7158"
"36,NY,New York,237,426,8533"
"37,NC,North Carolina,234,523,6168"
"26,Mi,Michigan,228,500,8110"
"42,Pa,Pennsylvania,204,397,5745"
"32,Nv,Nevada,204,425,4040"
"13,Ga,Georgia,182,405,4958"
"41,Or,Oregon,181,364,3288"
"49,Ut,Utah,175,472,5010"
"38,ND,North Dakota,169,366,4496"
"30,Mt,Montana,163,348,3911"
"47,Tn,Tennessee,163,371,4277"
"35,NM,New Mexico,161,380,4047"
"5,Ar,Arkansas,160,337,3899"
"24,Md,Maryland,137,294,4832"
"22,La,Louisiana,124,264,2580"
"15,Hi,Hawaii,117,262,3361"
"16,Id,Idaho,114,293,2749"
"21,Ky,Kentucky,112,237,2416"
"1,Al,Alabama,105,263,3079"
"25,Ma,Massachusetts,102,206,3234"
"45,SC,South Carolina,100,246,2884"
"34,NJ,New Jersey,99,187,3948"
"28,Ms,Mississippi,85,174,1705"
"2,Ak,Alaska,84,184,2421"
"9,Ct,Connecticut,79,179,4288"
"23,Me,Maine,51,119,1200"
"54,WV,West Virginia,33,72,823"
"44,RI,Rhode Island,31,75,961"
"33,NH,New Hampshire,25,50,674"
"11,DC,District of Columbia,23,44,1354"
"10,De,Delaware,16,42,439"
"50,Vt,Vermont,10,17,194"
"31,Ne,State Non-Migrant,581119,1346406,19156567"
",,,,,"
"     ,,INTERNAL REVENUE SERVICE,,,"
" ,,STATISTICS OF INCOME,,,"
