"1993 - 1994  State To State Migration Flows - INFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
"(Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
",,,,,"
",,,,,AGGREGATE"
"TO:,MISSISSIPPI,,NUMBER OF,NUMBER OF,TOTAL MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"FROM:,,,,,"
"28, ,Total Inflow,31013,67656,747593"
"47,Tn,Tennessee,4018,8716,105494"
"22,La,Louisiana,3838,8679,92645"
"48,Tx,Texas,2494,5595,59697"
"1,Al,Alabama,2400,5167,57117"
"12,Fl,Florida,2089,4397,45613"
"57,FR,Foreign,1643,3239,31703"
"6,Ca,California,1502,3272,38118"
"17,Il,Illinois,1422,3130,28269"
"13,Ga,Georgia,1207,2583,29380"
"5,Ar,Arkansas,897,2059,21374"
"51,Va,Virginia,813,1987,22685"
"32,Nv,Nevada,667,1346,21324"
"37,NC,North Carolina,608,1355,15199"
"29,Mo,Missouri,533,1167,10472"
"26,Mi,Michigan,473,1014,9786"
"39,Oh,Ohio,469,983,11751"
"36,NY,New York,418,883,10579"
"45,SC,South Carolina,418,981,10403"
"8,Co,Colorado,373,803,8829"
"40,Ok,Oklahoma,371,844,7820"
"34,NJ,New Jersey,350,714,12990"
"18,In,Indiana,348,731,7571"
"55,Wi,Wisconsin,310,701,5332"
"42,Pa,Pennsylvania,303,610,8416"
"21,Ky,Kentucky,299,639,7162"
"4,Az,Arizona,294,666,7253"
"53,Wa,Washington,264,580,6107"
"24,Md,Maryland,257,521,6882"
"20,Ks,Kansas,200,443,5012"
"27,Mn,Minnesota,180,362,4051"
"25,Ma,Massachusetts,147,291,4316"
"19,Ia,Iowa,144,313,3269"
"35,NM,New Mexico,129,343,3269"
"15,Hi,Hawaii,114,277,2755"
"31,Ne,Nebraska,109,273,2304"
"9,Ct,Connecticut,107,210,3327"
"2,Ak,Alaska,82,189,2662"
"49,Ut,Utah,81,205,1553"
"41,Or,Oregon,76,152,1634"
"44,RI,Rhode Island,67,140,1544"
"23,Me,Maine,66,160,1604"
"54,WV,West Virginia,59,121,1406"
"16,Id,Idaho,52,128,1046"
"46,SD,South Dakota,51,118,1401"
"11,DC,District of Columbia,51,66,955"
"30,Mt,Montana,48,106,866"
"56,Wy,Wyoming,43,102,996"
"33,NH,New Hampshire,40,101,1160"
"10,De,Delaware,40,78,1363"
"38,ND,North Dakota,31,82,729"
"50,Vt,Vermont,18,34,400"
"28,Ms,State Non-Migrant,832364,2003725,21997461"
",,,,,"
"     ,,INTERNAL REVENUE SERVICE,,,"
" ,,STATISTICS OF INCOME,,,"
