"1992 - 1993  State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,17-Illinois,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"63,XX,Illinois,114691,228436,4003032"
"12,Fl,Florida,9252,17426,357447"
"55,Wi,Wisconsin,9086,18694,299563"
"18,In,Indiana,8842,18848,290066"
"06,Ca,California,8713,15617,302758"
"29,Mo,Missouri,7348,14003,205175"
"48,Tx,Texas,6749,14967,236538"
"26,Mi,Michigan,4098,7926,149329"
"57,FR,Foreign,4071,7402,108364"
"04,Az,Arizona,3727,6757,137036"
"19,Ia,Iowa,3698,7437,96393"
"39,Oh,Ohio,3460,7199,139924"
"13,Ga,Georgia,3236,6838,128704"
"08,Co,Colorado,3112,5734,100584"
"47,Tn,Tennessee,3077,6770,100552"
"27,Mn,Minnesota,3005,5841,109585"
"36,NY,New York,2660,4487,116902"
"51,Va,Virginia,2624,5467,94494"
"37,NC,North Carolina,2263,4595,90847"
"21,Ky,Kentucky,2189,4823,66082"
"53,Wa,Washington,1833,3449,59340"
"42,Pa,Pennsylvania,1798,3738,85199"
"05,Ar,Arkansas,1627,3433,45046"
"34,NJ,New Jersey,1416,3095,96586"
"28,Ms,Mississippi,1354,3021,27988"
"32,Nv,Nevada,1274,2385,40364"
"01,Al,Alabama,1271,2793,37267"
"25,Ma,Massachusetts,1130,1898,56005"
"20,Ks,Kansas,1094,2298,35074"
"45,SC,South Carolina,1094,2349,47904"
"24,Md,Maryland,1084,2061,45766"
"40,Ok,Oklahoma,966,2069,27210"
"22,La,Louisiana,862,1653,21444"
"41,Or,Oregon,721,1347,24031"
"35,NM,New Mexico,710,1477,24353"
"09,Ct,Connecticut,703,1481,52324"
"31,Ne,Nebraska,702,1513,22104"
"15,Hi,Hawaii,558,1003,13233"
"49,Ut,Utah,439,920,15480"
"11,DC,District of Columbia,402,518,14552"
"30,Mt,Montana,300,587,7621"
"02,Ak,Alaska,296,603,6363"
"54,WV,West Virginia,262,581,8331"
"46,SD,South Dakota,248,560,8552"
"16,Id,Idaho,242,534,7339"
"56,Wy,Wyoming,212,452,6274"
"23,Me,Maine,191,360,7667"
"38,ND,North Dakota,187,397,4918"
"33,NH,New Hampshire,148,314,6669"
"44,RI,Rhode Island,143,273,4533"
"10,De,Delaware,124,273,5738"
"50,Vt,Vermont,90,170,7414"
"17,Il S,tate Non-Migrant,4171526,9313163,161625489"
