"1992 - 1993  State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,39-Ohio,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"63,XX,Ohio,88499,170199,2834669"
"12,Fl,Florida,10401,19019,352578"
"21,Ky,Kentucky,6161,11943,159006"
"18,In,Indiana,5573,11550,172077"
"26,Mi,Michigan,5253,10541,187922"
"06,Ca,California,4542,7633,138970"
"42,Pa,Pennsylvania,4522,8849,154563"
"48,Tx,Texas,4223,8396,139638"
"17,Il,Illinois,3787,6906,147146"
"37,NC,North Carolina,3487,6835,99221"
"13,Ga,Georgia,3313,6435,104026"
"51,Va,Virginia,3072,5961,89276"
"57,FR,Foreign,2978,5396,77634"
"54,WV,West Virginia,2890,6066,62690"
"47,Tn,Tennessee,2862,5986,89406"
"36,NY,New York,2462,4188,77695"
"45,SC,South Carolina,1880,3679,68318"
"04,Az,Arizona,1848,3338,52938"
"08,Co,Colorado,1762,3213,57545"
"24,Md,Maryland,1385,2500,48182"
"29,Mo,Missouri,1306,2672,47902"
"53,Wa,Washington,1186,2199,42828"
"34,NJ,New Jersey,1076,2123,51467"
"01,Al,Alabama,1060,2277,30652"
"55,Wi,Wisconsin,1025,2166,43367"
"25,Ma,Massachusetts,929,1564,34744"
"27,Mn,Minnesota,841,1717,35939"
"32,Nv,Nevada,708,1275,18958"
"40,Ok,Oklahoma,687,1423,15837"
"20,Ks,Kansas,652,1455,24662"
"09,Ct,Connecticut,595,1145,37734"
"22,La,Louisiana,590,1147,16737"
"35,NM,New Mexico,499,922,13285"
"19,Ia,Iowa,479,1028,16843"
"41,Or,Oregon,442,835,11886"
"28,Ms,Mississippi,433,933,9496"
"05,Ar,Arkansas,433,946,13811"
"15,Hi,Hawaii,397,658,7578"
"49,Ut,Utah,353,833,12459"
"02,Ak,Alaska,278,475,6696"
"11,DC,District of Columbia,250,306,5127"
"31,Ne,Nebraska,236,465,6794"
"30,Mt,Montana,225,436,6602"
"33,NH,New Hampshire,204,425,8241"
"23,Me,Maine,203,372,5170"
"10,De,Delaware,189,355,6046"
"16,Id,Idaho,177,396,5146"
"56,Wy,Wyoming,163,316,6746"
"44,RI,Rhode Island,141,245,4633"
"46,SD,South Dakota,124,249,3466"
"38,ND,North Dakota,122,238,2317"
"50,Vt,Vermont,95,169,2669"
"39,Oh S,tate Non-Migrant,4102447,8727797,134055229"
