"1992 - 1993  State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,40-Oklahoma,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"63,XX,Oklahoma,41315,90986,1106704"
"48,Tx,Texas,10540,23016,329292"
"05,Ar,Arkansas,2791,6359,61979"
"20,Ks,Kansas,2522,5632,68602"
"06,Ca,California,2326,4488,53130"
"57,FR,Foreign,2174,4975,49665"
"29,Mo,Missouri,2112,4720,53380"
"08,Co,Colorado,1617,3636,42035"
"12,Fl,Florida,1461,3022,35657"
"13,Ga,Georgia,979,2213,26357"
"04,Az,Arizona,921,1951,22242"
"17,Il,Illinois,899,1883,24882"
"37,NC,North Carolina,781,1761,20514"
"47,Tn,Tennessee,767,1673,19308"
"51,Va,Virginia,748,1597,20091"
"22,La,Louisiana,731,1735,22418"
"39,Oh,Ohio,670,1522,18942"
"35,NM,New Mexico,669,1485,16341"
"53,Wa,Washington,650,1422,16070"
"18,In,Indiana,528,1271,12982"
"01,Al,Alabama,485,1154,12972"
"26,Mi,Michigan,471,1021,12403"
"36,NY,New York,468,928,9991"
"42,Pa,Pennsylvania,412,894,11397"
"32,Nv,Nevada,369,730,9630"
"21,Ky,Kentucky,369,840,7685"
"45,SC,South Carolina,351,835,9830"
"27,Mn,Minnesota,350,775,10762"
"28,Ms,Mississippi,346,812,9515"
"02,Ak,Alaska,338,832,8746"
"19,Ia,Iowa,328,738,6890"
"31,Ne,Nebraska,307,723,6482"
"55,Wi,Wisconsin,295,647,7358"
"41,Or,Oregon,293,640,7103"
"15,Hi,Hawaii,286,693,6451"
"24,Md,Maryland,265,562,7534"
"34,NJ,New Jersey,214,494,7166"
"49,Ut,Utah,211,541,6265"
"25,Ma,Massachusetts,169,338,5281"
"56,Wy,Wyoming,154,358,4326"
"30,Mt,Montana,139,327,3877"
"46,SD,South Dakota,118,241,2210"
"16,Id,Idaho,108,250,2222"
"09,Ct,Connecticut,102,222,3370"
"54,WV,West Virginia,92,204,2776"
"38,ND,North Dakota,90,202,2069"
"10,De,Delaware,80,188,2580"
"11,DC,District of Columbia,69,121,1693"
"23,Me,Maine,64,128,1618"
"33,NH,New Hampshire,40,89,1297"
"44,RI,Rhode Island,23,47,460"
"50,Vt,Vermont,23,51,858"
"40,Ok S,tate Non-Migrant,1017473,2359791,30549712"
