"1992 - 1993  State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,51-Virginia,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"63,XX,Virginia,105046,215961,3345859"
"37,NC,North Carolina,10258,20871,290422"
"24,Md,Maryland,9995,17870,349534"
"12,Fl,Florida,8858,18341,281908"
"57,FR,Foreign,8077,17322,246433"
"06,Ca,California,5578,11244,189874"
"48,Tx,Texas,5070,11267,173260"
"42,Pa,Pennsylvania,4570,9075,140408"
"13,Ga,Georgia,4074,8639,135883"
"36,NY,New York,3780,7183,112228"
"11,DC,District of Columbia,3630,5682,112867"
"47,Tn,Tennessee,3339,6898,90381"
"39,Oh,Ohio,2875,6187,88651"
"45,SC,South Carolina,2813,6170,81963"
"54,WV,West Virginia,2681,5694,68042"
"08,Co,Colorado,2157,4442,85697"
"17,Il,Illinois,2075,4382,71504"
"34,NJ,New Jersey,1998,3910,72858"
"26,Mi,Michigan,1466,3165,45244"
"01,Al,Alabama,1451,3517,46705"
"53,Wa,Washington,1442,3063,49467"
"25,Ma,Massachusetts,1361,2459,48516"
"21,Ky,Kentucky,1335,2948,37928"
"18,In,Indiana,1233,2767,37266"
"04,Az,Arizona,1094,2236,37355"
"29,Mo,Missouri,1086,2401,38250"
"22,La,Louisiana,1057,2327,27817"
"15,Hi,Hawaii,941,2359,28410"
"09,Ct,Connecticut,913,1847,39246"
"40,Ok,Oklahoma,800,1825,21758"
"28,Ms,Mississippi,748,1862,19457"
"55,Wi,Wisconsin,724,1503,22780"
"20,Ks,Kansas,685,1702,22691"
"27,Mn,Minnesota,662,1318,22938"
"35,NM,New Mexico,559,1186,20436"
"10,De,Delaware,542,1016,16711"
"05,Ar,Arkansas,472,1061,13287"
"41,Or,Oregon,458,930,16330"
"23,Me,Maine,441,1019,11863"
"19,Ia,Iowa,419,946,12470"
"32,Nv,Nevada,415,839,16462"
"49,Ut,Utah,409,921,14974"
"44,RI,Rhode Island,400,983,17096"
"02,Ak,Alaska,395,911,11267"
"33,NH,New Hampshire,364,750,13722"
"31,Ne,Nebraska,292,715,9658"
"50,Vt,Vermont,287,611,12587"
"16,Id,Idaho,221,512,6818"
"30,Mt,Montana,188,378,4856"
"56,Wy,Wyoming,124,231,3428"
"46,SD,South Dakota,119,254,3307"
"38,ND,North Dakota,115,222,2846"
"51,Va S,tate Non-Migrant,2265550,4975432,83943964"
