"1992 - 1993  State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,35-NewMexico,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"63,XX,New Mexico,28416,64630,689041"
"48,Tx,Texas,5968,14169,140354"
"04,Az,Arizona,4032,10715,85932"
"08,Co,Colorado,2456,5271,58029"
"06,Ca,California,2304,4306,53726"
"57,FR,Foreign,1274,2908,27880"
"12,Fl,Florida,1139,2535,28728"
"32,Nv,Nevada,754,1677,20320"
"40,Ok,Oklahoma,751,1779,19007"
"53,Wa,Washington,700,1460,18479"
"49,Ut,Utah,506,1329,11579"
"51,Va,Virginia,460,1068,15647"
"20,Ks,Kansas,426,1017,10015"
"17,Il,Illinois,409,847,9902"
"36,NY,New York,404,764,9051"
"41,Or,Oregon,394,768,11530"
"37,NC,North Carolina,374,846,9127"
"39,Oh,Ohio,371,849,10427"
"29,Mo,Missouri,367,833,8744"
"13,Ga,Georgia,356,790,10059"
"42,Pa,Pennsylvania,314,615,8513"
"16,Id,Idaho,272,672,7365"
"26,Mi,Michigan,265,525,6172"
"27,Mn,Minnesota,253,510,8078"
"05,Ar,Arkansas,238,565,5248"
"47,Tn,Tennessee,234,541,6632"
"22,La,Louisiana,231,512,5714"
"24,Md,Maryland,231,491,8041"
"18,In,Indiana,227,488,5421"
"02,Ak,Alaska,212,452,5473"
"55,Wi,Wisconsin,200,378,4379"
"56,Wy,Wyoming,188,461,5455"
"01,Al,Alabama,187,464,6106"
"30,Mt,Montana,179,423,4821"
"15,Hi,Hawaii,174,371,4818"
"31,Ne,Nebraska,168,382,4212"
"25,Ma,Massachusetts,162,277,3722"
"19,Ia,Iowa,156,296,3324"
"45,SC,South Carolina,154,353,3484"
"21,Ky,Kentucky,144,323,3570"
"28,Ms,Mississippi,124,298,2954"
"46,SD,South Dakota,117,247,2834"
"34,NJ,New Jersey,105,220,3439"
"23,Me,Maine,80,146,1379"
"09,Ct,Connecticut,74,130,1961"
"54,WV,West Virginia,62,150,1769"
"38,ND,North Dakota,56,127,1422"
"11,DC,District of Columbia,55,74,1276"
"33,NH,New Hampshire,45,84,1387"
"50,Vt,Vermont,25,42,576"
"10,De,Delaware,23,56,722"
"44,RI,Rhode Island,16,26,238"
"35,NM S,tate Non-Migrant,516898,1217247,14443184"
