"1992 - 1993  State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,57-ForeignOverseas,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"63,XX,Foreign,235352,441484,5204574"
"06,Ca,California,30686,52872,579116"
"48,Tx,Texas,19937,41741,517859"
"36,NY,New York,13675,20136,335339"
"12,Fl,Florida,13137,26109,322313"
"51,Va,Virginia,13116,28326,371020"
"37,NC,North Carolina,8412,17721,174909"
"13,Ga,Georgia,8211,18762,204980"
"42,Pa,Pennsylvania,7486,11542,132291"
"53,Wa,Washington,7442,15391,173893"
"17,Il,Illinois,7426,11832,138800"
"39,Oh,Ohio,6287,10304,127302"
"24,Md,Maryland,6055,12137,153004"
"25,Ma,Massachusetts,6017,8181,99356"
"08,Co,Colorado,5455,11555,122404"
"26,Mi,Michigan,5165,8342,109591"
"34,NJ,New Jersey,4738,7842,143012"
"22,La,Louisiana,4064,8261,77037"
"45,SC,South Carolina,4041,8347,91728"
"04,Az,Arizona,4028,8273,91161"
"40,Ok,Oklahoma,3894,8487,78873"
"29,Mo,Missouri,3766,6830,63008"
"15,Hi,Hawaii,3654,6536,74348"
"47,Tn,Tennessee,3573,7429,70492"
"20,Ks,Kansas,3452,7318,69442"
"01,Al,Alabama,3350,7631,81179"
"21,Ky,Kentucky,3348,6803,63528"
"18,In,Indiana,3163,5446,58804"
"55,Wi,Wisconsin,2586,3903,39162"
"27,Mn,Minnesota,2435,3796,55286"
"35,NM,New Mexico,2341,5211,53604"
"11,DC,District of Columbia,2180,3224,54943"
"19,Ia,Iowa,2029,2870,23877"
"28,Ms,Mississippi,1909,3817,35221"
"09,Ct,Connecticut,1888,3019,80315"
"41,Or,Oregon,1878,3103,37272"
"49,Ut,Utah,1752,3279,28251"
"32,Nv,Nevada,1593,3181,40222"
"05,Ar,Arkansas,1525,2852,29900"
"31,Ne,Nebraska,1338,2557,22414"
"16,Id,Idaho,924,2094,19839"
"23,Me,Maine,919,1945,19913"
"44,RI,Rhode Island,802,1290,14908"
"02,Ak,Alaska,791,1796,22621"
"38,ND,North Dakota,783,1712,13457"
"54,WV,West Virginia,714,1284,12829"
"46,SD,South Dakota,708,1322,11472"
"30,Mt,Montana,691,1392,13239"
"33,NH,New Hampshire,679,1122,16446"
"10,De,Delaware,544,1112,17288"
"56,Wy,Wyoming,468,957,9244"
"50,Vt,Vermont,297,492,8062"
"57,FR S,tate Non-Migrant,398356,868049,13016449"
