"1992 - 1993  State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,05-Arkansas,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"63,XX,Arkansas,26671,57937,593347"
"48,Tx,Texas,4751,10220,106491"
"40,Ok,Oklahoma,2384,5434,43882"
"29,Mo,Missouri,2377,5255,47430"
"47,Tn,Tennessee,1893,3869,48712"
"22,La,Louisiana,1367,3153,33221"
"06,Ca,California,1169,2326,22260"
"12,Fl,Florida,1158,2477,28363"
"57,FR,Foreign,903,1800,17285"
"17,Il,Illinois,844,1724,16740"
"28,Ms,Mississippi,823,1919,18661"
"13,Ga,Georgia,740,1723,20171"
"20,Ks,Kansas,624,1448,13007"
"37,NC,North Carolina,598,1294,14785"
"01,Al,Alabama,501,1140,13489"
"08,Co,Colorado,490,961,10628"
"51,Va,Virginia,473,1023,12402"
"26,Mi,Michigan,415,929,7177"
"04,Az,Arizona,413,834,8089"
"18,In,Indiana,392,873,8588"
"53,Wa,Washington,320,743,7725"
"21,Ky,Kentucky,313,725,8023"
"39,Oh,Ohio,297,673,7343"
"45,SC,South Carolina,271,631,7060"
"35,NM,New Mexico,264,589,5709"
"19,Ia,Iowa,248,517,4287"
"55,Wi,Wisconsin,237,493,4940"
"42,Pa,Pennsylvania,224,477,6621"
"36,NY,New York,221,458,5368"
"31,Ne,Nebraska,190,434,4483"
"32,Nv,Nevada,172,313,3406"
"27,Mn,Minnesota,169,377,3542"
"02,Ak,Alaska,145,321,3156"
"41,Or,Oregon,139,299,3296"
"24,Md,Maryland,130,278,3673"
"34,NJ,New Jersey,101,197,2491"
"15,Hi,Hawaii,101,194,1995"
"49,Ut,Utah,93,238,2183"
"16,Id,Idaho,83,202,1934"
"30,Mt,Montana,82,186,1691"
"09,Ct,Connecticut,72,111,1605"
"46,SD,South Dakota,67,160,1258"
"38,ND,North Dakota,64,155,1320"
"56,Wy,Wyoming,63,143,1163"
"25,Ma,Massachusetts,59,112,1700"
"54,WV,West Virginia,58,147,1465"
"10,De,Delaware,40,91,1195"
"23,Me,Maine,40,80,726"
"11,DC,District of Columbia,39,60,1238"
"33,NH,New Hampshire,27,73,745"
"44,RI,Rhode Island,16,32,409"
"50,Vt,Vermont,11,26,216"
"05,Ar S,tate Non-Migrant,781732,1831316,21724168"
