"1992 - 1993  State To State Migration Flows - OUTFLOW,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5"
" (Aggregate Money Amounts Are In Thousands),,,,,"
",,,,,"
"FROM:,48-Texas,,,,AGGREGATE"
",,,,,TOTAL"
",,,NUMBER OF,NUMBER OF,MONEY"
",,,RETURNS,EXEMPTIONS,INCOME"
"TO:,,,,,"
"63,XX,Texas,164360,364587,4982739"
"06,Ca,California,14593,29367,425415"
"57,FR,Foreign,11045,25130,295197"
"12,Fl,Florida,10453,22733,318074"
"40,Ok,Oklahoma,9452,21311,249999"
"22,La,Louisiana,8318,18542,242019"
"08,Co,Colorado,6885,15162,226823"
"35,NM,New Mexico,6651,16126,154966"
"13,Ga,Georgia,6131,14008,204896"
"05,Ar,Arkansas,5678,13119,150428"
"17,Il,Illinois,5287,11736,177743"
"37,NC,North Carolina,5099,11562,158246"
"04,Az,Arizona,4874,10446,143668"
"51,Va,Virginia,4682,10295,166971"
"29,Mo,Missouri,4318,9536,127722"
"47,Tn,Tennessee,4088,9276,138554"
"53,Wa,Washington,3920,8479,119384"
"39,Oh,Ohio,3589,8035,121573"
"20,Ks,Kansas,3457,8100,98457"
"36,NY,New York,3424,6552,117685"
"01,Al,Alabama,3107,7479,98292"
"26,Mi,Michigan,3016,6624,84908"
"42,Pa,Pennsylvania,2578,5671,96781"
"18,In,Indiana,2558,5744,76787"
"28,Ms,Mississippi,2473,5688,64407"
"27,Mn,Minnesota,2203,5034,62587"
"24,Md,Maryland,2073,4522,77634"
"21,Ky,Kentucky,1983,4459,54210"
"32,Nv,Nevada,1904,3840,52497"
"45,SC,South Carolina,1867,4285,54510"
"34,NJ,New Jersey,1622,3473,82699"
"15,Hi,Hawaii,1611,3499,38425"
"55,Wi,Wisconsin,1605,3445,44087"
"19,Ia,Iowa,1504,3470,42270"
"41,Or,Oregon,1448,3157,42671"
"25,Ma,Massachusetts,1397,2688,57152"
"31,Ne,Nebraska,1190,2818,33645"
"49,Ut,Utah,1154,2897,42737"
"02,Ak,Alaska,1106,2690,31922"
"09,Ct,Connecticut,816,1643,46786"
"16,Id,Idaho,772,2042,20193"
"30,Mt,Montana,590,1354,16220"
"56,Wy,Wyoming,572,1335,22028"
"54,WV,West Virginia,546,1338,16930"
"46,SD,South Dakota,464,1106,12576"
"11,DC,District of Columbia,457,728,12096"
"38,ND,North Dakota,457,1084,10897"
"10,De,Delaware,352,809,13604"
"23,Me,Maine,329,741,8607"
"33,NH,New Hampshire,324,709,16576"
"44,RI,Rhode Island,216,453,7110"
"50,Vt,Vermont,122,247,3075"
"48,Tx S,tate Non-Migrant,5743026,13797341,190014563"
